Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
"Unknown, The",🎉853,🎉1189,Tod Browning,[未知者 The Unknown](https://movie.douban.com/subject/1484012/),🌟8.2,托德·布朗宁 / 朗·钱尼 / 诺曼·克里 / 琼·克劳馥 / 剧情 / 爱情 / 惊悚 / 美国 / 1927,1927,USA,Drama-Horror-Romance,[The Unknown](https://www.imdb.com/title/tt0018528/),🌟7.7
Spione,🎉854,🎉817,Fritz Lang,[间谍 Spione](https://movie.douban.com/subject/1766084/),🌟8.3,弗里茨·朗 / 鲁道夫·克莱恩-鲁格 / 戈达·毛瑞斯 / 莉恩·德耶尔斯 / 爱情 / 惊悚 / 德国 / 1928,1928,Germany,Spy-Thriller,[Spies](https://www.imdb.com/title/tt0019415/),🌟7.5
Inglourious Basterds,🎉855,🎉825,Quentin Tarantino,[无耻混蛋 Inglourious Basterds](https://movie.douban.com/subject/1438652/),🌟8.7,昆汀·塔伦蒂诺 / 布拉德·皮特 / 梅拉尼·罗兰 / 克里斯托弗·瓦尔兹 / 剧情 / 犯罪 / 德国/美国 / 2009,2009,USA-Germany,Action-Drama-War,[Inglourious Basterds](https://www.imdb.com/title/tt0361748/),🌟8.4
"Too Early, Too Late",🎉856,🎉1193,Jean-Marie & Danièle Huillet Straub,"[太早，太迟 Trop tôt, trop tard](https://movie.douban.com/subject/3012451/)",🌟7.0,达尼埃尔·于伊耶 / 让-马里·斯特劳布 / 剧情 / 法国/埃及 / 1981,1981,France-Egypt,Documentary,[Too Early/Too Late](https://www.imdb.com/title/tt0083230/),🌟5.5
"Naked Island, The",🎉857,🎉891,Kaneto Shindo,[裸岛 裸の島](https://movie.douban.com/subject/1303710/),🌟8.5,新藤兼人 / 乙羽信子 / 殿山泰司 / 田中伸二 / 剧情 / 日本 / 1960,1960,Japan,Drama,[The Naked Island](https://www.imdb.com/title/tt0056049/),🌟8
Scarface,🎉858,🎉649,Brian De Palma,[疤面煞星 Scarface](https://movie.douban.com/subject/1292065/),🌟8.3,布莱恩·德·帕尔玛 / 阿尔·帕西诺 / 斯蒂文·鲍尔 / 米歇尔·菲佛 / 犯罪 / 剧情 / 惊悚 / 美国 / 1983,1983,USA,Crime-Drama,[Scarface](https://www.imdb.com/title/tt0086250/),🌟8.3
"Misfits, The",🎉859,🎉923,John Huston,[乱点鸳鸯谱 The Misfits](https://movie.douban.com/subject/1300116/),🌟7.2,约翰·休斯顿 / 克拉克·盖博 / 玛丽莲·梦露 / 蒙哥马利·克利夫特 / 剧情 / 爱情 / 西部 / 美国 / 1961,1961,USA,Western-Romance-Drama,[The Misfits](https://www.imdb.com/title/tt0055184/),🌟7.2
Shame,🎉860,🎉1202,Ingmar Bergman,[羞耻 Skammen](https://movie.douban.com/subject/1293677/),🌟8.3,英格玛·伯格曼 / 丽芙·乌曼 / 马克斯·冯·叙多夫 / 西格·菲尔斯特 / 剧情 / 战争 / 瑞典 / 1968,1968,Sweden,War-Drama,[Shame](https://www.imdb.com/title/tt0063611/),🌟8
"Night of Counting the Years, The",🎉861,🎉1920,Shadi Abdel Salam,[木乃伊之夜 المومياء](https://movie.douban.com/subject/3621245/),🌟7.4,沙迪·阿卜杜勒·萨拉姆 / Ahmed Marei / Ahmad Hegazi / 纳迪娅·卢特菲 / 剧情 / 埃及 / 1969,1969,Egypt,Drama,[The Mummy](https://www.imdb.com/title/tt0064703/),🌟7.7
"Seasons, The",🎉862,🎉764,Artavazd Peleshian,[四季 Времена года](https://movie.douban.com/subject/2268557/),🌟8.3,阿尔塔瓦斯德·佩莱希扬 / 纪录片 / 短片 / 苏联 / 1975,1975,USSR,Documentary-Short,[Four Seasons](https://www.imdb.com/title/tt0298597/),🌟7.5
Blue is the Warmest Colour,🎉863,🎉1008,Abdellatif Kechiche,[阿黛尔的生活 La Vie d'Adèle](https://movie.douban.com/subject/10535568/),🌟8.4,阿布戴·柯西胥 / 阿黛尔·艾克萨勒霍布洛斯 / 蕾雅·赛杜 / 萨利姆·克希乌什 / 剧情 / 爱情 / 同性 / 法国/比利时/西班牙 / 2013,2013,France-Belgium-Spain,Drama-Romance,[Blue Is the Warmest Colour](https://www.imdb.com/title/tt2278871/),🌟7.7
"Woman Next Door, The",🎉864,🎉726,François Truffaut,[隔墙花 La femme d'à côté](https://movie.douban.com/subject/1296563/),🌟7.1,弗朗索瓦·特吕弗 / 热拉尔·德帕迪约 / 芬妮·阿尔丹 / 亨利·加尔辛 / 剧情 / 爱情 / 法国 / 1981,1981,France,Romance-Drama,[The Woman Next Door](https://www.imdb.com/title/tt0082370/),🌟7.2
Akira Kurosawa's Dreams,🎉865,🎉1162,Akira Kurosawa,[梦 夢](https://movie.douban.com/subject/1299112/),🌟8.7,黑泽明 / 寺尾聪 / 倍赏美津子 / 根岸季衣 / 剧情 / 奇幻 / 日本/美国 / 1990,1990,Japan-USA,Drama-Fantasy,[Dreams](https://www.imdb.com/title/tt0100998/),🌟7.7
"Great Escape, The",🎉866,🎉696,John Sturges,[大逃亡 The Great Escape](https://movie.douban.com/subject/1294947/),🌟8.3,约翰·斯特奇斯 / 史蒂夫·麦奎因 / 詹姆斯·加纳 / 理查德·阿滕伯勒 / 剧情 / 历史 / 冒险 / 美国 / 1963,1963,USA,War-Prison-Adventure,[The Great Escape](https://www.imdb.com/title/tt0057115/),🌟8.2
"Miracle of Morgan's Creek, The",🎉867,🎉873,Preston Sturges,[摩根河的奇迹 The Miracle of Morgan's Creek](https://movie.douban.com/subject/1303419/),🌟6.9,普莱斯顿·斯特奇斯 / 埃迪·布莱肯 / 蓓蒂·赫顿 / 戴安娜·琳 / 喜剧 / 爱情 / 战争 / 美国 / 1944,1944,USA,Comedy,[The Miracle of Morgan's Creek](https://www.imdb.com/title/tt0037077/),🌟7.6
"Phantom Carriage, The",🎉868,🎉916,Victor Sjöström,[幽灵马车 Körkarlen](https://movie.douban.com/subject/1465471/),🌟8.4,维克多·斯约斯特洛姆 / 维克多·斯约斯特洛姆 / 希尔达·博里斯特伦 / 托雷·斯文贝里 / 剧情 / 奇幻 / 恐怖 / 瑞典 / 1921,1921,Sweden,Fantasy-Drama-Horror,[The Phantom Carriage](https://www.imdb.com/title/tt0012364/),🌟8
"African Queen, The",🎉869,🎉751,John Huston,[非洲女王号 The African Queen](https://movie.douban.com/subject/1418997/),🌟7.6,约翰·休斯顿 / 亨弗莱·鲍嘉 / 凯瑟琳·赫本 / 罗伯特·莫利 / 冒险 / 剧情 / 爱情 / 战争 / 英国/美国 / 1951,1951,USA,Romance-Adventure,[The African Queen](https://www.imdb.com/title/tt0043265/),🌟7.7
Heimat [TV],🎉870,🎉1342,Edgar Reitz,[故乡 Heimat - Eine Chronik in elf Teilen](https://movie.douban.com/subject/1427359/),🌟9.2,爱德嘉·莱兹 / Marliese Assmann / Eva Maria Bayerwaltes / Helga Bender / 剧情 / 西德 / 1984,1984,West Germany,Drama-History-War,[Heimat: A Chronicle of Germany](https://www.imdb.com/title/tt0087400/),🌟8.6
Zabriskie Point,🎉871,🎉993,Michelangelo Antonioni,[扎布里斯基角 Zabriskie Point](https://movie.douban.com/subject/1293623/),🌟8.1,米开朗基罗·安东尼奥尼 / 马克·弗雷切特 / 达莉娅·哈普林 / 保罗·菲克斯 / 剧情 / 美国 / 1970,1970,USA,Drama,[Zabriskie Point](https://www.imdb.com/title/tt0066601/),🌟6.9
Claire's Knee,🎉872,🎉772,Eric Rohmer,[克莱尔的膝盖 Le genou de Claire](https://movie.douban.com/subject/1294915/),🌟7.8,埃里克·侯麦 / 让-克洛德·布里亚利 / 奥罗拉·康纽 / 碧翠丝·罗曼德 / 剧情 / 爱情 / 法国 / 1970,1970,France,Romance-Drama-Comedy,[Claire's Knee](https://www.imdb.com/title/tt0065772/),🌟7.5
Clueless,🎉873,🎉1013,Amy Heckerling,[独领风骚 Clueless](https://movie.douban.com/subject/1295295/),🌟7.7,艾米·海克林 / 艾丽西亚·希尔维斯通 / 斯黛西·达什 / 布莱特妮·墨菲 / 喜剧 / 爱情 / 美国 / 1995,1995,USA,Comedy,[Clueless](https://www.imdb.com/title/tt0112697/),🌟6.9
Starship Troopers,🎉874,🎉779,Paul Verhoeven,[星河战队 Starship Troopers](https://movie.douban.com/subject/1295384/),🌟7.9,保罗·范霍文 / 卡斯帕·范·迪恩 / 迪娜·迈耶 / 丹妮丝·理查兹 / 动作 / 冒险 / 科幻 / 惊悚 / 美国 / 1997,1997,USA,Science Fiction-Action-Adventure,[Starship Troopers](https://www.imdb.com/title/tt0120201/),🌟7.3
Angel,🎉875,🎉1197,Ernst Lubitsch,[天使 Angel](https://movie.douban.com/subject/1297042/),🌟7.6,恩斯特·刘别谦 / 玛琳·黛德丽 / 赫伯特·马歇尔 / 茂文·道格拉斯 / 喜剧 / 剧情 / 爱情 / 美国 / 1937,1937,USA,Drama-Comedy-Romance,[Angel](https://www.imdb.com/title/tt0028575/),🌟7.3
Margaret,🎉876,🎉1014,Kenneth Lonergan,[玛格丽特 Margaret](https://movie.douban.com/subject/1928196/),🌟6.4,肯尼思·洛纳根 / 安娜·帕奎因 / 马特·达蒙 / 马克·鲁弗洛 / 剧情 / 美国 / 2011,2011,USA,Drama,[Margaret](https://www.imdb.com/title/tt0466893/),🌟6.5
Toute une nuit,🎉877,🎉2420,Chantal Akerman,[长夜绵绵 Toute une nuit](https://movie.douban.com/subject/3442923/),🌟7.8,香特尔·阿克曼 / 奥萝尔·克莱芒 / 克里斯蒂亚娜·科昂迪 / 简·德克莱尔 / 剧情 / 法国/比利时 / 1982,1982,Belgium-France-Netherlands-Canada,Drama,[Toute une nuit](https://www.imdb.com/title/tt0084808/),🌟7
Time of the Gypsies,🎉878,🎉880,Emir Kusturica,[流浪者之歌 Дом за вешање](https://movie.douban.com/subject/1303525/),🌟9.1,埃米尔·库斯图里卡 / 达沃尔·杜伊莫维奇 / 博拉·托德洛维奇 / Ljubica Adzovic / 喜剧 / 犯罪 / 剧情 / 奇幻 / 意大利/英国/南斯拉夫 / 1988,1989,Yugoslavia,Drama,[Time of the Gypsies](https://www.imdb.com/title/tt0097223/),🌟8.1
Assault on Precinct 13,🎉879,🎉827,John Carpenter,[血溅十三号警署 Assault on Precinct 13](https://movie.douban.com/subject/1292669/),🌟7.3,约翰·卡朋特 / 奥斯汀·斯托克 / Darwin Joston / Laurie Zimmer / 动作 / 犯罪 / 悬疑 / 惊悚 / 美国 / 1976,1976,USA,Action,[Assault on Precinct 13](https://www.imdb.com/title/tt0074156/),🌟7.3
It's a Gift,🎉880,🎉900,Norman Z. McLeod,[礼物 It's a Gift](https://movie.douban.com/subject/1303412/),🌟5.9,诺曼·Z·麦克劳德 / W.C.菲尔兹 / 凯瑟琳·霍华德 / 让·胡维罗尔 / 喜剧 / 美国 / 1934,1934,USA,Comedy,[It's a Gift](https://www.imdb.com/title/tt0025318/),🌟7.1
"Spring, Summer, Autumn, Winter… and Spring",🎉881,🎉956,Kim Ki-duk,[春夏秋冬又一春 봄 여름 가을 겨울 그리고 봄](https://movie.douban.com/subject/1316580/),🌟8.5,金基德 / 吴永洙 / 金基德 / 金永敏 / 剧情 / 韩国/德国 / 2003,2003,South Korea-Germany,Drama,"[Spring, Summer, Fall, Winter... and Spring](https://www.imdb.com/title/tt0374546/)",🌟8
Welfare,🎉882,🎉1046,Frederick Wiseman,[福利 Welfare](https://movie.douban.com/subject/1981967/),🌟8.6,弗雷德里克·怀斯曼 / 纪录片 / 美国 / 1975,1975,USA,Documentary,[Welfare](https://www.imdb.com/title/tt0073887/),🌟8.2
Shanghai Express,🎉883,🎉1144,Josef von Sternberg,[上海快车 Shanghai Express](https://movie.douban.com/subject/1293996/),🌟7.0,约瑟夫·冯·斯登堡 / 玛琳·黛德丽 / 克里夫·布洛克 / 黄柳霜 / 冒险 / 剧情 / 爱情 / 美国 / 1932,1932,USA,Drama-Adventure,[Shanghai Express](https://www.imdb.com/title/tt0023458/),🌟7.3
Gloria,🎉884,🎉1150,John Cassavetes,[女煞葛洛莉 Gloria](https://movie.douban.com/subject/1293439/),🌟7.6,约翰·卡萨维蒂 / 吉娜·罗兰兹 / 巴克·亨利 / 朱莉·卡门 / 犯罪 / 剧情 / 惊悚 / 美国 / 1980,1980,USA,Drama-Crime,[Gloria](https://www.imdb.com/title/tt0080798/),🌟7.1
"Amour fou, L'",🎉885,🎉941,Jacques Rivette,[疯狂的爱情 L'amour fou](https://movie.douban.com/subject/1477848/),🌟8.3,雅克·里维特 / 布鲁·欧吉尔 / 琼-皮尔里·卡尔弗恩 / 安德烈·S·拉巴尔特 / 剧情 / 法国 / 1969,1968,France,Drama,[L'amour fou](https://www.imdb.com/title/tt0062663/),🌟7.4
Stroszek,🎉886,🎉1113,Werner Herzog,[史楚锡流浪记 Stroszek](https://movie.douban.com/subject/1306027/),🌟8.5,沃纳·赫尔佐格 / 布鲁诺·斯列斯坦 / 埃娃·马特斯 / 克莱门斯·沙伊茨 / 剧情 / 喜剧 / 西德 / 1977,1977,West Germany,Drama-Comedy,[Stroszek](https://www.imdb.com/title/tt0075276/),🌟7.7
Exotica,🎉887,🎉1089,Atom Egoyan,[](),🌟, ,1994,Canada,Drama,[Exotica](https://www.imdb.com/title/tt0109759/),🌟7
Female Trouble,🎉888,🎉1000,John Waters,[女人的烦恼 Female Trouble](https://movie.douban.com/subject/1304866/),🌟7.5,约翰·沃特斯 / 迪韦恩 / 大卫·劳克里 / 玛丽·薇薇安·皮尔斯 / 喜剧 / 犯罪 / 美国 / 1974,1974,USA,Crime-Comedy,[Female Trouble](https://www.imdb.com/title/tt0072979/),🌟7.1
Juliet of the Spirits,🎉889,🎉974,Federico Fellini,[朱丽叶与魔鬼 Giulietta degli spiriti](https://movie.douban.com/subject/1299485/),🌟7.7,费德里科·费里尼 / 朱丽叶塔·马西纳 / 桑德拉·米洛 / 马里奥·皮苏 / 剧情 / 喜剧 / 奇幻 / 意大利/法国 / 1965,1965,Italy,Fantasy-Drama,[Juliet of the Spirits](https://www.imdb.com/title/tt0059229/),🌟7.5
Mysteries of Lisbon,🎉890,🎉1011,Raúl Ruiz,[秘境里斯本 Mistérios de Lisboa](https://movie.douban.com/subject/3082472/),🌟7.6,劳尔·鲁伊斯 / 阿德里亚诺·拉兹 / 雷卡杜·佩雷拉 / 玛利亚·乔安·巴斯托丝 / 剧情 / 悬疑 / 葡萄牙/法国 / 2010,2010,Portugal-France,Drama-Mystery,[Mysteries of Lisbon](https://www.imdb.com/title/tt20259142/),🌟7.6
Persepolis,🎉891,🎉1198,Vincent & Marjane Satrapi Paronnaud,[我在伊朗长大 Persepolis](https://movie.douban.com/subject/1962116/),🌟8.7,文森特·帕兰德 / 玛嘉·莎塔琵 / 齐雅拉·马斯楚安尼 / 达尼埃尔·达里约 / 凯瑟琳·德纳芙 / 剧情 / 传记 / 动画 / 法国/美国 / 2007,2007,France-USA,Animated-Biography-Drama,[Persepolis](https://www.imdb.com/title/tt0808417/),🌟8
"End of Summer, The",🎉892,🎉936,Yasujiro Ozu,[小早川家之秋 小早川家の秋](https://movie.douban.com/subject/1306069/),🌟8.2,小津安二郎 / 中村雁治郎 / 原节子 / 司叶子 / 剧情 / 日本 / 1961,1961,Japan,Drama,[The End of Summer](https://www.imdb.com/title/tt0055052/),🌟7.7
"Asthenic Syndrome, The",🎉893,🎉1041,Kira Muratova,[衰弱症 Астенический синдром](https://movie.douban.com/subject/1901908/),🌟8.0,琪拉·穆拉托娃 Kira Muratova / Olga Antonova / Sergei Popov / Galina Zakhurdayeva / 剧情 / 苏联 / 1990,1989,USSR,Drama,[The Asthenic Syndrome](https://www.imdb.com/title/tt0096841/),🌟6.6
Mikey and Nicky,🎉894,🎉1231,Elaine May,[麦基与尼基 Mikey and Nicky](https://movie.douban.com/subject/1855308/),🌟7.8,伊莲·梅 / 彼得·法尔克 / 约翰·卡萨维蒂 / 尼德·巴蒂 / 剧情 / 美国 / 1976,1976,USA,Drama-Crime,[Mikey and Nicky](https://www.imdb.com/title/tt0074901/),🌟7.4
"Red and the White, The",🎉895,🎉1173,Miklós Jancsó,"[红军与白军 Csillagosok, katonák](https://movie.douban.com/subject/1301261/)",🌟8.2,米克洛什·扬索 / 约瑟夫·毛道劳什 / 蒂博尔·莫尔纳 / 安德拉斯·科扎克 / 剧情 / 战争 / 匈牙利/苏联 / 1967,1967,Hungary-USSR,War-Drama,[The Red and the White](https://www.imdb.com/title/tt0061537/),🌟7.6
My Little Loves,🎉896,🎉921,Jean Eustache,[我的小情人 Mes petites amoureuses](https://movie.douban.com/subject/1547099/),🌟7.2,让·厄斯塔什 / 马丁·劳博 / Jacqueline Dufranne / Dionys Mascolo / 剧情 / 法国 / 1974,1974,France,Drama,[My Little Loves](https://www.imdb.com/title/tt0071833/),🌟7.2
Amores perros,🎉897,🎉791,Alejandro González Iñárritu,[爱情是狗娘 Amores perros](https://movie.douban.com/subject/1292216/),🌟8.2,亚利桑德罗·冈萨雷斯·伊纳里多 / 盖尔·加西亚·贝纳尔 / Emilio Echevarría / Álvaro Guerrero / 剧情 / 惊悚 / 墨西哥 / 2000,2000,Mexico,Drama,[Amores Perros](https://www.imdb.com/title/tt0245712/),🌟8.1
Sideways,🎉898,🎉763,Alexander Payne,[杯酒人生 Sideways](https://movie.douban.com/subject/1291833/),🌟7.9,亚历山大·佩恩 / 保罗·吉亚玛提 / 托马斯·哈登·丘奇 / 维吉妮娅·马德森 / 剧情 / 喜剧 / 爱情 / 美国/匈牙利 / 2004,2004,USA,Drama-Comedy,[Sideways](https://www.imdb.com/title/tt0375063/),🌟7.5
Ceddo,🎉899,🎉1210,Ousmane Sembene,[外来人 Ceddo](https://movie.douban.com/subject/1962587/),🌟,乌斯曼·塞姆班 / Tabata Ndiaye / Moustapha Yade / Ismaila Diagne / 剧情 / 塞内加尔 / 1979,1977,Senegal-France,Drama-Political,[Ceddo](https://www.imdb.com/title/tt0077309/),🌟6.7
Showgirls,🎉900,🎉1335,Paul Verhoeven,[艳舞女郎 Showgirls](https://movie.douban.com/subject/1297320/),🌟7.1,保罗·范霍文 / 伊丽莎白·伯克利 / 凯尔·麦克拉克伦 / 吉娜·格申 / 剧情 / 情色 / 法国/美国 / 1995,1995,USA-France,Drama,[Showgirls](https://www.imdb.com/title/tt0114436/),🌟5
Monty Python and the Holy Grail,🎉901,🎉651,Terry & Terry Jones Gilliam,[巨蟒与圣杯 Monty Python and the Holy Grail](https://movie.douban.com/subject/1294917/),🌟7.9,特瑞·吉列姆 / 特瑞·琼斯 / 格雷厄姆·查普曼 / 约翰·克里斯 / 艾瑞克·爱都 / 喜剧 / 奇幻 / 冒险 / 英国 / 1975,1975,UK,History-Comedy,[Monty Python and the Holy Grail](https://www.imdb.com/title/tt0071853/),🌟8.2
Wendy and Lucy,🎉902,🎉1200,Kelly Reichardt,[温蒂和露西 Wendy and Lucy](https://movie.douban.com/subject/3047754/),🌟7.7,凯莉·莱卡特 / 米歇尔·威廉姆斯 / Lucy / David Koppell / 剧情 / 美国 / 2008,2008,USA,Drama,[Wendy and Lucy](https://www.imdb.com/title/tt1152850/),🌟7.1
Cría cuervos,🎉903,🎉849,Carlos Saura,[饲养乌鸦 Cría cuervos](https://movie.douban.com/subject/1303813/),🌟8.5,卡洛斯·绍拉 / 杰拉丁·卓别林 / 莫妮卡·兰达利 / 弗洛琳达·奇科 / 剧情 / 西班牙 / 1976,1976,Spain,Drama-Crime-Mystery,[Cría Cuervos](https://www.imdb.com/title/tt0074360/),🌟7.9
Anatomy of a Murder,🎉904,🎉875,Otto Preminger,[桃色血案 Anatomy of a Murder](https://movie.douban.com/subject/1293177/),🌟8.2,奥托·普雷明格 / 詹姆斯·斯图尔特 / 丽·莱米克 / 本·戈扎那 / 剧情 / 犯罪 / 悬疑 / 美国 / 1959,1959,USA,Drama,[Anatomy of a Murder](https://www.imdb.com/title/tt0052561/),🌟8
People on Sunday,🎉905,🎉1380,Robert & Edgar G. Ulmer Siodmak,[星期天的人们 Menschen am Sonntag](https://movie.douban.com/subject/1940179/),🌟7.5,罗伯特·西奥德梅克 / 埃德加·G·乌默 / 埃尔文·施普勒特施特塞尔 / 布里吉特·博尔夏特 / 沃尔夫冈·封·瓦尔特斯豪森 / 剧情 / 喜剧 / 爱情 / 德国 / 1930,1930,Germany,Romance-Comedy-Drama,[People on Sunday](https://www.imdb.com/title/tt0020163/),🌟7.3
"Criminal Life of Archibaldo de la Cruz, The",🎉906,🎉876,Luis Buñuel,[犯罪生涯 Ensayo de un crimen](https://movie.douban.com/subject/1437408/),🌟7.8,路易斯·布努埃尔 / 米洛丝拉娃 / 埃内斯托·阿隆索 / 丽塔·马塞多 / 喜剧 / 犯罪 / 剧情 / 墨西哥 / 1955,1955,Mexico,Drama-Crime,[The Criminal Life of Archibaldo de la Cruz](https://www.imdb.com/title/tt0048037/),🌟7.6
Night of the Demon,🎉907,🎉740,Jacques Tourneur,[恶魔之夜 Night of the Demon](https://movie.douban.com/subject/1305431/),🌟7.3,雅克·特纳 / 达纳·安德鲁斯 / 佩吉·卡明斯 / 尼尔·麦吉尼斯 / 恐怖 / 英国 / 1957,1957,UK-USA,Horror-Mystery,[Curse of the Demon](https://www.imdb.com/title/tt0050766/),🌟7.4
Mothlight,🎉908,🎉1235,Stan Brakhage,[飞蛾之光 Mothlight](https://movie.douban.com/subject/1463715/),🌟7.0,斯坦·布拉哈格 / 短片 / 美国 / 2004,1963,USA,Short,[Mothlight](https://www.imdb.com/title/tt0057324/),🌟6.2
Zorns Lemma,🎉909,🎉1435,Hollis Frampton,[佐恩引理 Zorn's Lemma](https://movie.douban.com/subject/1722722/),🌟7.8,荷利斯·法朗普顿 / Rosemarie Castoro / Ginger Michels / Marcia Steinbrecher / 纪录片 / 美国 / 1970,1970,USA,Avant-Garde,[Zorns Lemma](https://www.imdb.com/title/tt0131149/),🌟6.5
From the Clouds to the Resistance,🎉910,🎉1222,Jean-Marie & Danièle Huillet Straub,[从云端到反抗 Dalla nube alla resistenza](https://movie.douban.com/subject/2978169/),🌟7.9,达尼埃尔·于伊耶 / 让-马里·斯特劳布 / 奥林匹娅·卡尔立斯 / Guido Lombardi / Gino Felici / 剧情 / 意大利/西德/英国/法国 / 1979,1979,Italy-West Germany-UK-France,Drama,[From the Cloud to the Resistance](https://www.imdb.com/title/tt0079023/),🌟6.5
Tongues Untied,🎉911,🎉1640,Marlon Riggs,[舌头不打结 Tongues Untied](https://movie.douban.com/subject/1304347/),🌟8.0,Marlon Riggs / 纪录片 / 美国 / 1990,1989,USA,Documentary,[Tongues Untied](https://www.imdb.com/title/tt0103099/),🌟7.1
Cemetery of Splendour,🎉912,🎉1248,Apichatpong Weerasethakul,[幻梦墓园 รักที่ขอนแก่น](https://movie.douban.com/subject/21323277/),🌟7.6,阿彼察邦·韦拉斯哈古 / 金吉拉·潘帕斯 / 班罗普·洛罗伊 / 剧情 / 泰国/英国/法国/德国/马来西亚/韩国/墨西哥/美国/挪威 / 2015,2015,Thailand-UK-Germany-France-Malaysia-South Korea-Mexico-USA-Norway,Drama-Fantasy,[Cemetery of Splendor](https://www.imdb.com/title/tt2818654/),🌟6.8
Deep Red,🎉913,🎉983,Dario Argento,[夜深血红 Profondo rosso](https://movie.douban.com/subject/1299898/),🌟7.7,达里奥·阿基多 / 戴维·海明斯 / 达里亚·尼科洛迪 / 加布里埃莱·拉维亚 / 犯罪 / 悬疑 / 恐怖 / 意大利 / 1975,1975,Italy,Thriller-Horror-Mystery,[Deep Red](https://www.imdb.com/title/tt0073582/),🌟7.5
Simon of the Desert,🎉914,🎉884,Luis Buñuel,[沙漠中的西蒙 Simón del desierto](https://movie.douban.com/subject/1302911/),🌟8.0,路易斯·布努埃尔 / 克劳迪奥·布鲁克 / 西尔维娅·皮纳尔 / 恩里克·阿尔瓦雷斯·费利克斯 / 短片 / 剧情 / 历史 / 墨西哥 / 1965,1965,Mexico,Short-Drama-Comedy,[Simon of the Desert](https://www.imdb.com/title/tt0059719/),🌟7.9
Saving Private Ryan,🎉915,🎉701,Steven Spielberg,[拯救大兵瑞恩 Saving Private Ryan](https://movie.douban.com/subject/1292849/),🌟9.1,史蒂文·斯皮尔伯格 / 汤姆·汉克斯 / 汤姆·塞兹摩尔 / 爱德华·伯恩斯 / 剧情 / 战争 / 美国 / 1998,1998,USA,War-Drama-Action,[Saving Private Ryan](https://www.imdb.com/title/tt0120815/),🌟8.6
Othello,🎉916,🎉815,Orson Welles,[奥赛罗 The Tragedy of Othello: The Moor of Venice](https://movie.douban.com/subject/1296289/),🌟7.8,奥逊·威尔斯 / 米歇尔·麦克利亚姆莫伊尔 / 罗伯托·库特 / 奥逊·威尔斯 / 剧情 / 爱情 / 美国/意大利/法国/摩洛哥 / 1951,1951,Italy-Morocco-USA,Drama,[Othello](https://www.imdb.com/title/tt0045251/),🌟7.5
Atlantics,🎉917,🎉4025,Mati Diop,[大西洋 Atlantique](https://movie.douban.com/subject/33413905/),🌟6.4,玛缇·迪欧普 / 阿卜杜·巴尔德 / 艾敏纳特·卡纳 / 伊布拉西马·姆巴耶 / 剧情 / 法国/塞内加尔/比利时 / 2019,2019,France-Senegal-Belgium,Drama,[Atlantics](https://www.imdb.com/title/tt10199586/),🌟6.7
7th Heaven,🎉918,🎉938,Frank Borzage,[第七天堂 7th Heaven](https://movie.douban.com/subject/1300790/),🌟8.0,弗兰克·鲍沙其 / 珍妮·盖诺 / 查尔斯·法莱尔 / 本·巴德 / 剧情 / 爱情 / 战争 / 美国 / 1927,1927,USA,Romance-Drama-War,[7th Heaven](https://www.imdb.com/title/tt0018379/),🌟7.6
Portrait of Jennie,🎉919,🎉1341,William Dieterle,[珍妮的画像 Portrait of Jennie](https://movie.douban.com/subject/1292509/),🌟8.0,威廉·迪亚特尔 / 珍妮弗·琼斯 / 约瑟夫·科顿 / 埃塞尔·巴里摩尔 / 剧情 / 爱情 / 奇幻 / 悬疑 / 美国 / 1948,1948,USA,Romance-Fantasy-Mystery,[Portrait of Jennie](https://www.imdb.com/title/tt0040705/),🌟7.6
"Last Temptation of Christ, The",🎉920,🎉899,Martin Scorsese,[基督最后的诱惑 The Last Temptation of Christ](https://movie.douban.com/subject/1292889/),🌟7.8,马丁·斯科塞斯 / 威廉·达福 / 哈威·凯特尔 / Paul Greco / 剧情 / 加拿大/美国 / 1988,1988,USA-Canada,Religious-Drama,[The Last Temptation of Christ](https://www.imdb.com/title/tt0095497/),🌟7.5
"Bridges of Madison County, The",🎉921,🎉897,Clint Eastwood,[廊桥遗梦 The Bridges of Madison County](https://movie.douban.com/subject/1293929/),🌟8.7,克林特·伊斯特伍德 / 克林特·伊斯特伍德 / 梅丽尔·斯特里普 / 安妮·科利 / 剧情 / 爱情 / 美国 / 1995,1995,USA,Romance-Drama,[The Bridges of Madison County](https://www.imdb.com/title/tt0112579/),🌟7.6
"Last Emperor, The",🎉922,🎉824,Bernardo Bertolucci,[末代皇帝 The Last Emperor](https://movie.douban.com/subject/1293172/),🌟9.3,贝纳尔多·贝托鲁奇 / 尊龙 / 陈冲 / 邬君梅 / 剧情 / 传记 / 历史 / 英国/意大利/中国大陆/法国 / 1987,1987,China-Italy-UK-France,History-Biography-Drama,[The Last Emperor](https://www.imdb.com/title/tt0093389/),🌟7.7
Dirty Harry,🎉923,🎉766,Don Siegel,[肮脏的哈里 Dirty Harry](https://movie.douban.com/subject/1293045/),🌟7.7,唐·希格尔 / 克林特·伊斯特伍德 / 哈里·古蒂诺 / 雷尼·桑托尼 / 动作 / 犯罪 / 惊悚 / 美国 / 1971,1971,USA,Crime-Action,[Dirty Harry](https://www.imdb.com/title/tt0066999/),🌟7.7
