Group 分类,Rank 排名,Title 电影,ID 豆瓣,Score 打分,Staff 人员,Region 地区
豆瓣 2022-评分最高华语电影,1,爱情神话,[35376457](https://movie.douban.com/subject/35376457/),8.1,邵艺辉 / 徐峥 / 马伊琍,中国大陆
豆瓣 2022-评分最高华语电影,2,狙击手,[35215390](https://movie.douban.com/subject/35215390/),7.7,张艺谋 / 陈永胜 / 章宇,中国大陆
豆瓣 2022-评分最高华语电影,3,一场很（没）有必要的春晚,[35765172](https://movie.douban.com/subject/35765172/),7.6,汪英伦 / 王赛丽 / Rocky Sun,加拿大
豆瓣 2022-评分最高华语电影,4,瀑布,[35242938](https://movie.douban.com/subject/35242938/),7.7,钟孟宏 / 贾静雯 / 王净,中国台湾
豆瓣 2022-评分最高华语电影,5,还是觉得你最好 / 飯戲攻心,[35503125](https://movie.douban.com/subject/35503125/),7.3,陈咏燊 / 黄子华 / 邓丽欣,中国香港
豆瓣 2022-评分最高华语电影,6,奇迹·笨小孩,[35312437](https://movie.douban.com/subject/35312437/),7.4,文牧野 / 易烊千玺 / 田雨,中国大陆
豆瓣 2022-评分最高华语电影,7,人生大事,[35460157](https://movie.douban.com/subject/35460157/),7.3,刘江江 / 朱一龙 / 杨恩又,中国大陆 中国香港
豆瓣 2022-评分最高华语电影,8,妈妈！,[34954093](https://movie.douban.com/subject/34954093/),7.5,杨荔钠 / 吴彦姝 / 奚美娟,中国大陆
豆瓣 2022-评分最高华语电影,9,带你去见我妈,[35683855](https://movie.douban.com/subject/35683855/),7.4,蓝鸿春 / 郑润奇 / 钟少贤,中国大陆
豆瓣 2022-评分最高华语电影,10,万里归途,[26654184](https://movie.douban.com/subject/26654184/),7.2,饶晓志 / 张译 / 王俊凯,中国大陆
 , , , , , , 
豆瓣 2022-评分最高外语电影,1,西线无战事 / Im Westen nichts Neues,[3042261](https://movie.douban.com/subject/3042261/),8.5,爱德华·贝尔格 / 费利克斯·卡默雷尔 / 阿尔布雷希特·舒赫,德国 美国 英国
豆瓣 2022-评分最高外语电影,2,青春变形记 / Turning Red,[35284253](https://movie.douban.com/subject/35284253/),8.2,石之予 / 姜晋安 / 吴珊卓,美国
豆瓣 2022-评分最高外语电影,3,阿凡达：水之道 / Avatar: The Way of Water,[4811774](https://movie.douban.com/subject/4811774/),7.8,詹姆斯·卡梅隆 / 萨姆·沃辛顿 / 佐伊·索尔达娜,美国
豆瓣 2022-评分最高外语电影,4,"祝你好运，里奥·格兰德 / Good Luck to You, Leo Grande",[35235813](https://movie.douban.com/subject/35235813/),8.1,苏菲·海德 / 艾玛·汤普森 / 达利尔·麦克科马克,英国
豆瓣 2022-评分最高外语电影,5,子弹列车 / Bullet Train,[35118954](https://movie.douban.com/subject/35118954/),7.8,大卫·雷奇 / 布拉德·皮特 / 乔伊·金,美国 日本
豆瓣 2022-评分最高外语电影,6,壮志凌云2：独行侠 / Top Gun: Maverick,[6893932](https://movie.douban.com/subject/6893932/),8.0,约瑟夫·科辛斯基 / 汤姆·克鲁斯 / 詹妮弗·康纳利,美国 中国大陆
豆瓣 2022-评分最高外语电影,7,套装 / The Outfit,[35372415](https://movie.douban.com/subject/35372415/),7.9,格拉汉姆·摩尔 / 马克·里朗斯 / 佐伊·达奇,美国
豆瓣 2022-评分最高外语电影,8,世界上最糟糕的人 / Verdens verste menneske,[34447553](https://movie.douban.com/subject/34447553/),7.9,约阿希姆·提尔 / 雷娜特·赖因斯夫 / 安德斯·丹尼尔森·李,挪威 法国 瑞典 丹麦
豆瓣 2022-评分最高外语电影,9,瞬息全宇宙 / Everything Everywhere All at Once,[30314848](https://movie.douban.com/subject/30314848/),7.6,关家永 / 杨紫琼 / 许玮伦,美国
豆瓣 2022-评分最高外语电影,10,不要抬头 / Don't Look Up,[34884712](https://movie.douban.com/subject/34884712/),7.6,亚当·麦凯 / 莱昂纳多·迪卡普里奥 / 詹妮弗·劳伦斯,美国
 , , , , , , 
豆瓣 2022-年度冷门佳片,1,宿敌 / ജന ഗണ മന,[35882880](https://movie.douban.com/subject/35882880/),8.6,Dijo Jose Antony / 普利特维拉吉·苏库玛兰 / 玛玛塔·莫汉达斯,印度
豆瓣 2022-年度冷门佳片,2,十三条命 / Thirteen Lives,[35056243](https://movie.douban.com/subject/35056243/),8.5,朗·霍华德 / 维果·莫腾森 / 科林·法瑞尔,美国 加拿大 英国
豆瓣 2022-年度冷门佳片,3,法比安 / Fabian oder Der Gang vor die Hunde,[35158375](https://movie.douban.com/subject/35158375/),8.4,多米尼克·格拉夫 / 汤姆·希林 / 莎斯琪亚·罗森道尔,德国 奥地利
豆瓣 2022-年度冷门佳片,4,唐顿庄园2 / Downton Abbey: A New Era,[35008440](https://movie.douban.com/subject/35008440/),8.2,西蒙·柯蒂斯 / 米歇尔·道克瑞 / 休·博纳维尔,英国 美国
豆瓣 2022-年度冷门佳片,5,万湖会议 / Die Wannseekonferenz,[35769174](https://movie.douban.com/subject/35769174/),8.1,马蒂·格肖内克 / 菲利普·霍奇迈尔 / 约翰尼斯·艾麦亚,德国
豆瓣 2022-年度冷门佳片,6,天鹅挽歌 / Swan Song,[35258381](https://movie.douban.com/subject/35258381/),8.1,本杰明·克利里 / 马赫沙拉·阿里 / 娜奥米·哈里斯,美国
豆瓣 2022-年度冷门佳片,7,巴黎夜旅人 / Les Passagers de la nuit,[35354759](https://movie.douban.com/subject/35354759/),8.1,米夏埃尔·艾斯 / 夏洛特·甘斯布 / 基多·雷昂-里希特,法国
豆瓣 2022-年度冷门佳片,8,正发生 / L'Événement,[35318021](https://movie.douban.com/subject/35318021/),8.2,奥黛丽·迪万 / 安娜玛丽亚·沃特鲁梅 / 卡西·莫泰·克莱恩,法国
豆瓣 2022-年度冷门佳片,9,亲密 / Close,[35205617](https://movie.douban.com/subject/35205617/),8.1,卢卡斯·德霍特 / 伊登·丹布林 / 古斯塔夫·德·瓦埃勒,比利时 荷兰 法国
豆瓣 2022-年度冷门佳片,10,晒后假日 / Aftersun,[35876302](https://movie.douban.com/subject/35876302/),8.2,夏洛特·威尔斯 / 保罗·麦斯卡 / 弗兰基·科里奥,英国 美国
 , , , , , , 
豆瓣 2022评分最高-韩国电影,1,分手的决心 / 헤어질 결심,[35073886](https://movie.douban.com/subject/35073886/),7.6,朴赞郁 / 汤唯 / 朴海日,韩国
豆瓣 2022评分最高-韩国电影,2,狩猎 / 헌트,[35160926](https://movie.douban.com/subject/35160926/),7.7,李政宰 / 李政宰 / 郑雨盛,韩国
豆瓣 2022评分最高-韩国电影,3,6/45 / 육사오,[35441582](https://movie.douban.com/subject/35441582/),7.6,朴奎泰 / 高庚杓 / 李伊庚,韩国
豆瓣 2022评分最高-韩国电影,4,犯罪都市2 / 범죄도시2,[30267287](https://movie.douban.com/subject/30267287/),7.5,李相龙 / 马东锡 / 孙锡久,韩国
豆瓣 2022评分最高-韩国电影,5,小说家的电影 / 소설가의 영화,[35743103](https://movie.douban.com/subject/35743103/),7.5,洪常秀 / 李慧英 / 金敏喜,韩国
 , , , , , , 
豆瓣 2022评分最高-日本电影,1,昨日的美食 电影版 / きのう何食べた？劇場版,[35015968](https://movie.douban.com/subject/35015968/),7.9,中江和仁 / 西岛秀俊 / 内野圣阳,日本
