Index,Group 分榜,Rank 排名,Title 电影,Score 打分,Region 地区,Genre 类型,Staff 人员
204,豆瓣2019年度电影,18,罗小黑战记,8.00,中国大陆, ,木头 / 山新 / 郝祥海
205,豆瓣2019年度电影,19,谁先爱上他的,8.60,中国台湾, ,徐誉庭 / 邱泽 / 谢盈萱
206,豆瓣2019年度电影,20,地久天长,8.00,中国大陆, ,王小帅 / 王景春 / 咏梅
207,豆瓣2019年度电影,21,过春天,7.70,中国大陆, ,白雪 / 黄尧 / 孙阳
208,豆瓣2019年度电影,22,玩具总动员4,8.50,美国, ,乔什·库雷 / 汤姆·汉克斯 / 蒂姆·艾伦
209,豆瓣2019年度电影,23,婚姻故事,8.60,英国 美国, ,诺亚·鲍姆巴赫 / 斯嘉丽·约翰逊 / 亚当·德赖弗
210,豆瓣2019年度电影,24,恶人传,7.80,韩国, ,李元泰 / 马东锡 / 金武烈
211,豆瓣2019年度电影,25,爱尔兰人,8.80,美国, ,马丁·斯科塞斯 / 罗伯特·德尼罗 / 阿尔·帕西诺
212,豆瓣2019年度电影,26,好莱坞往事,7.30,美国 英国 中国大陆, ,昆汀·塔伦蒂诺 / 莱昂纳多·迪卡普里奥 / 布拉德·皮特
213,豆瓣2019年度电影,27,孟买酒店,8.40,澳大利亚 美国 印度, ,安东尼·马拉斯 / 艾米·汉莫 / 纳赞宁·波妮阿蒂
214,豆瓣2019年度电影,28,疾速追杀3,7.90,美国, ,查德·斯塔赫斯基 / 基努·里维斯 / 哈莉·贝瑞
215,豆瓣2019年度电影,29,极限职业,7.80,韩国, ,李炳宪 / 柳承龙 / 李荷妮
216,豆瓣2019年度电影,30,安娜,7.80,法国 美国 加拿大 俄罗斯, ,吕克·贝松 / 萨莎·露丝 / 海伦·米伦
217,豆瓣2019年度电影,31,绝杀慕尼黑,8.10,俄罗斯, ,安东·梅格尔季切夫 / 弗拉基米尔·马什科夫 / 约翰·萨维奇
218,豆瓣2019年度电影,32,极限逃生,7.50,韩国, ,李相槿 / 曹政奭 / 林允儿
219,豆瓣2019年度电影,33,痛苦与荣耀,8.50,西班牙 法国, ,佩德罗·阿莫多瓦 / 安东尼奥·班德拉斯 / 阿谢尔·埃特塞安迪亚
220,豆瓣2019年度电影,34,无主之作,8.60,德国 意大利, ,弗洛里安·亨克尔·冯·多纳斯马尔克 / 汤姆·希林 / 塞巴斯蒂安·科赫
221,豆瓣2019年度电影,35,我在雨中等你,8.40,美国, ,西蒙·柯蒂斯 / 凯文·科斯特纳 / 米洛·文堤米利亚
222,豆瓣2019年度电影,36,死无对证,7.30,意大利, ,斯蒂法诺·摩尔蒂尼 / 里卡尔多·斯卡马奇奥 / 米丽娅姆·莱昂内
223,豆瓣2019年度电影,37,气球,8.40,德国, ,米夏埃尔·赫尔比希 / 弗莱德里奇·穆克 / 卡罗利妮·舒赫
224,豆瓣2019年度电影,38,女孩,8.10,比利时 荷兰, ,卢卡斯·德霍特 / 维克托·波尔斯特 / 阿里耶·沃索尔特
