Group 分类,Rank 排名,Title 电影,ID 豆瓣,Score 打分,Staff 人员,Region 地区
豆瓣2017评分最高的欧洲电影,3,至暗时刻 / Darkest Hour,[26761416](https://movie.douban.com/subject/26761416/),8.5,乔·赖特 / 加里·奥德曼 / 克里斯汀·斯科特·托马斯,英国 美国
豆瓣2017评分最高的欧洲电影,4,帕丁顿熊2 / Paddington 2,[26340419](https://movie.douban.com/subject/26340419/),8.0,保罗·金 / 本·卫肖 / 休·格兰特,英国 法国 美国
豆瓣2017评分最高的欧洲电影,5,"我是布莱克 / I, Daniel Blake",[26653676](https://movie.douban.com/subject/26653676/),8.3,肯·洛奇 / 戴夫·琼斯 / 海莉·斯奎尔斯,英国 法国 比利时
豆瓣2017评分最高的欧洲电影,6,弗兰兹 / Frantz,[26616719](https://movie.douban.com/subject/26616719/),8.4,弗朗索瓦·欧容 / 皮埃尔·尼内 / 葆拉·贝尔,法国 德国
豆瓣2017评分最高的欧洲电影,7,每分钟120击 / 120 battements par minute,[26746559](https://movie.douban.com/subject/26746559/),8.3,罗宾·坎皮略 / 纳威尔·佩雷兹·毕斯卡亚特 / 阿诺德·瓦卢瓦,法国
豆瓣2017评分最高的欧洲电影,8,猜火车2 / T2 Trainspotting,[22263645](https://movie.douban.com/subject/22263645/),8.0,丹尼·博伊尔 / 伊万·麦克格雷格 / 约翰尼·李·米勒,英国
豆瓣2017评分最高的欧洲电影,9,希望的另一面 / Toivon tuolla puolen,[26678509](https://movie.douban.com/subject/26678509/),7.9,阿基·考里斯马基 / 韦勒·维坦恩 / 卡蒂·奥廷宁,芬兰 德国
豆瓣2017评分最高的欧洲电影,10,肌肤 / Pieles,[26964434](https://movie.douban.com/subject/26964434/),7.7,爱德华多·卡萨诺瓦 / 玛卡蕾娜·戈麦斯 / 洪·科塔哈雷纳,西班牙
 , , , , , , 
豆瓣2017年度LGBT电影,1,请以你的名字呼唤我 / Call Me by Your Name,[26799731](https://movie.douban.com/subject/26799731/),8.8,卢卡·瓜达尼诺 / 艾米·汉莫 / 提莫西·查拉梅,意大利 法国 巴西 美国
豆瓣2017年度LGBT电影,2,人生密密缝 / 彼らが本気で編むときは、,[26754513](https://movie.douban.com/subject/26754513/),8.5,荻上直子 / 生田斗真 / 桐谷健太,日本
豆瓣2017年度LGBT电影,3,每分钟120击 / 120 battements par minute,[26746559](https://movie.douban.com/subject/26746559/),8.3,罗宾·坎皮略 / 纳威尔·佩雷兹·毕斯卡亚特 / 阿诺德·瓦卢瓦,法国
豆瓣2017年度LGBT电影,4,日常对话 / 日常對話,[26884826](https://movie.douban.com/subject/26884826/),8.4,黄惠侦 / 黄惠侦,中国台湾
豆瓣2017年度LGBT电影,5,怒 / 怒り,[26279289](https://movie.douban.com/subject/26279289/),7.7,李相日 / 渡边谦 / 森山未来,日本
豆瓣2017年度LGBT电影,6,心之石 / Hjartasteinn,[26617395](https://movie.douban.com/subject/26617395/),7.7,古德蒙达尔·阿诺尔·古德蒙松 / 巴尔德尔·埃纳尔松 / 布勒·辛瑞克松,冰岛 丹麦
豆瓣2017年度LGBT电影,7,恋爱谈 / 연애담,[26748688](https://movie.douban.com/subject/26748688/),7.8,李贤珠 / 李相喜 / 柳善英,韩国
豆瓣2017年度LGBT电影,8,二次旅程 / Retake,[26360518](https://movie.douban.com/subject/26360518/),7.8,尼克·科尔波龙 / 塔克·霍金斯 / 德文·格拉耶,美国
豆瓣2017年度LGBT电影,9,月光男孩 / Moonlight,[26648249](https://movie.douban.com/subject/26648249/),7.4,巴里·詹金斯 / 崔凡特·罗兹 / 安德烈·霍兰,美国
豆瓣2017年度LGBT电影,10,跆拳道 / Taekwondo,[26781921](https://movie.douban.com/subject/26781921/),7.5,马可·伯格 / 加布里埃尔·爱泼斯坦 / 卢卡斯·帕帕,阿根廷
 , , , , , , 
豆瓣2017评分最高的喜剧片,1,帕丁顿熊2 / Paddington 2,[26340419](https://movie.douban.com/subject/26340419/),8.0,保罗·金 / 本·卫肖 / 休·格兰特,英国 法国 美国
豆瓣2017评分最高的喜剧片,2,我去哪儿？ / Quo vado?,[26700276](https://movie.douban.com/subject/26700276/),8.1,热纳罗·努基阿德 / 切柯·扎罗内 / 埃莉奥诺拉·吉奥瓦纳迪,意大利
豆瓣2017评分最高的喜剧片,3,一条狗的使命 / A Dog's Purpose,[6873143](https://movie.douban.com/subject/6873143/),7.7,拉斯·霍尔斯道姆 / 乔什·加德 / 布丽特·罗伯森,美国
豆瓣2017评分最高的喜剧片,4,三个老枪手 / Going in Style,[26266085](https://movie.douban.com/subject/26266085/),7.8,扎克·布拉夫 / 迈克尔·凯恩 / 摩根·弗里曼,美国
豆瓣2017评分最高的喜剧片,5,大病 / The Big Sick,[26884892](https://movie.douban.com/subject/26884892/),7.5,迈克尔·肖沃特 / 库梅尔·南贾尼 / 佐伊·卡赞,美国
豆瓣2017评分最高的喜剧片,6,酒会 / The Party,[26710371](https://movie.douban.com/subject/26710371/),7.3,莎莉·波特 / 基里安·墨菲 / 艾米莉·莫迪默,英国
豆瓣2017评分最高的喜剧片,7,羞羞的铁拳,[27038183](https://movie.douban.com/subject/27038183/),6.8,宋阳 / 艾伦 / 马丽,中国大陆
豆瓣2017评分最高的喜剧片,8,王牌保镖 / The Hitman's Bodyguard,[22266126](https://movie.douban.com/subject/22266126/),7.2,帕特里克·休斯 / 瑞安·雷诺兹 / 塞缪尔·杰克逊,美国 中国香港 保加利亚 荷兰 加拿大 英国 法国
豆瓣2017评分最高的喜剧片,9,一路顺风 / 一路順風,[26769480](https://movie.douban.com/subject/26769480/),7.7,钟孟宏 / 许冠文 / 纳豆,中国台湾
豆瓣2017评分最高的喜剧片,10,神偷联盟 / Logan Lucky,[26723165](https://movie.douban.com/subject/26723165/),7.0,史蒂文·索德伯格 / 查宁·塔图姆 / 丹尼尔·克雷格,美国
 , , , , , , 
豆瓣2017评分最高的爱情片,1,请以你的名字呼唤我 / Call Me by Your Name,[26799731](https://movie.douban.com/subject/26799731/),8.8,卢卡·瓜达尼诺 / 艾米·汉莫 / 提莫西·查拉梅,意大利 法国 巴西 美国
豆瓣2017评分最高的爱情片,2,爱乐之城 / La La Land,[25934014](https://movie.douban.com/subject/25934014/),8.4,达米恩·查泽雷 / 瑞恩·高斯林 / 艾玛·斯通,美国
豆瓣2017评分最高的爱情片,3,弗兰兹 / Frantz,[26616719](https://movie.douban.com/subject/26616719/),8.4,弗朗索瓦·欧容 / 皮埃尔·尼内 / 葆拉·贝尔,法国 德国
豆瓣2017评分最高的爱情片,4,恋爱谈 / 연애담,[26748688](https://movie.douban.com/subject/26748688/),7.8,李贤珠 / 李相喜 / 柳善英,韩国
豆瓣2017评分最高的爱情片,5,大病 / The Big Sick,[26884892](https://movie.douban.com/subject/26884892/),7.5,迈克尔·肖沃特 / 库梅尔·南贾尼 / 佐伊·卡赞,美国
豆瓣2017评分最高的爱情片,6,明日的我与昨日的你约会 / ぼくは明日、昨日のきみとデートする,[26707472](https://movie.douban.com/subject/26707472/),7.7,三木孝浩 / 福士苍汰 / 小松菜奈,日本
豆瓣2017评分最高的爱情片,7,鬼魅浮生 / A Ghost Story,[26920017](https://movie.douban.com/subject/26920017/),7.6,大卫·洛维 / 卡西·阿弗莱克 / 鲁妮·玛拉,美国
豆瓣2017评分最高的爱情片,8,恋爱诊疗中 / ฟรีแลนซ์..ห้ามป่วย ห้ามพัก ห้ามรักหมอ,[26381195](https://movie.douban.com/subject/26381195/),7.6,纳瓦彭·坦荣瓜塔纳利 / 桑尼·苏瓦美塔农 / 黛薇卡·霍内,泰国
豆瓣2017评分最高的爱情片,9,流浪巴黎 / Paris pieds nus,[26457368](https://movie.douban.com/subject/26457368/),7.7,多米尼克·阿贝尔 / 菲奥娜·戈登 / 多米尼克·阿贝尔,法国 比利时
豆瓣2017评分最高的爱情片,10,春娇救志明 / 春嬌救志明,[26639958](https://movie.douban.com/subject/26639958/),7.0,彭浩翔 / 余文乐 / 杨千嬅,中国香港 中国大陆
 , , , , , , 
豆瓣2017评分最高的科幻/动作片,1,银翼杀手2049 / Blade Runner 2049,[10512661](https://movie.douban.com/subject/10512661/),8.3,丹尼斯·维伦纽瓦 / 瑞恩·高斯林 / 哈里森·福特,美国 英国 加拿大 西班牙
豆瓣2017评分最高的科幻/动作片,2,金刚狼3：殊死一战 / Logan,[25765735](https://movie.douban.com/subject/25765735/),8.3,詹姆斯·曼高德 / 休·杰克曼 / 帕特里克·斯图尔特,美国
豆瓣2017评分最高的科幻/动作片,3,银河护卫队2 / Guardians of the Galaxy Vol. 2,[25937854](https://movie.douban.com/subject/25937854/),8.0,詹姆斯·古恩 / 克里斯·帕拉特 / 佐伊·索尔达娜,美国
豆瓣2017评分最高的科幻/动作片,4,降临 / Arrival,[21324900](https://movie.douban.com/subject/21324900/),7.8,丹尼斯·维伦纽瓦 / 艾米·亚当斯 / 杰瑞米·雷纳,美国 加拿大
豆瓣2017评分最高的科幻/动作片,5,雷神3：诸神黄昏 / Thor: Ragnarok,[25821634](https://movie.douban.com/subject/25821634/),7.4,塔伊加·维迪提 / 克里斯·海姆斯沃斯 / 汤姆·希德勒斯顿,美国
豆瓣2017评分最高的科幻/动作片,6,蜘蛛侠：英雄归来 / Spider-Man: Homecoming,[24753477](https://movie.douban.com/subject/24753477/),7.3,乔·沃茨 / 汤姆·赫兰德 / 小罗伯特·唐尼,美国
豆瓣2017评分最高的科幻/动作片,7,异形：契约 / Alien: Covenant,[11803087](https://movie.douban.com/subject/11803087/),7.4,雷德利·斯科特 / 迈克尔·法斯宾德 / 凯瑟琳·沃特斯顿,美国
豆瓣2017评分最高的科幻/动作片,8,疾速追杀2 / John Wick: Chapter 2,[26333560](https://movie.douban.com/subject/26333560/),7.8,查德·斯塔赫斯基 / 基努·里维斯 / 里卡尔多·斯卡马奇奥,美国 中国香港
豆瓣2017评分最高的科幻/动作片,9,神奇女侠 / Wonder Woman,[1578714](https://movie.douban.com/subject/1578714/),7.1,派蒂·杰金斯 / 盖尔·加朵 / 克里斯·派恩,美国 中国大陆 中国香港
