Group 分类,Rank 排名,Title 电影,ID 豆瓣,Score 打分,Staff 人员,Region 地区
豆瓣 2020-评分最高外语电影,7,理查德·朱维尔的哀歌 / Richard Jewell,[25842038](https://movie.douban.com/subject/25842038/),8.2,克林特·伊斯特伍德 / 保罗·沃尔特·豪泽 / 山姆·洛克威尔,美国
豆瓣 2020-评分最高外语电影,8,南山的部长们 / 남산의 부장들,[30241298](https://movie.douban.com/subject/30241298/),8.2,禹民镐 / 李秉宪 / 李星民,韩国
豆瓣 2020-评分最高外语电影,9,疯狂原始人2 / The Croods: A New Age,[24298954](https://movie.douban.com/subject/24298954/),7.7,乔尔·克劳福德 / 尼古拉斯·凯奇 / 艾玛·斯通,美国
豆瓣 2020-评分最高外语电影,10,信条 / Tenet,[30444960](https://movie.douban.com/subject/30444960/),7.6,克里斯托弗·诺兰 / 约翰·大卫·华盛顿 / 罗伯特·帕丁森,美国 英国
 , , , , , , 
豆瓣 2020-年度冷门佳片,1,多哥 / Togo,[30271841](https://movie.douban.com/subject/30271841/),8.8,埃里克松·科尔 / 威廉·达福 / 朱丽安妮·尼科尔森,美国
豆瓣 2020-年度冷门佳片,2,芝加哥七君子审判 / The Trial of the Chicago 7,[2609258](https://movie.douban.com/subject/2609258/),8.6,艾伦·索金 / 埃迪·雷德梅恩 / 艾利克斯·夏普,美国 英国 印度
豆瓣 2020-年度冷门佳片,3,给我翅膀 / Donne-moi des ailes,[30410114](https://movie.douban.com/subject/30410114/),8.8,尼古拉·瓦尼埃 / 让-保罗·卢弗 / 梅拉妮·杜泰,法国
豆瓣 2020-年度冷门佳片,4,教宗的承继 / The Two Popes,[27132510](https://movie.douban.com/subject/27132510/),8.6,费尔南多·梅里尔斯 / 安东尼·霍普金斯 / 乔纳森·普雷斯,英国 意大利
豆瓣 2020-年度冷门佳片,5,对不起，我们错过了你 / Sorry We Missed You,[30209084](https://movie.douban.com/subject/30209084/),8.5,肯·洛奇 / 克里斯·希钦 / 黛比·哈尼伍德,英国 法国 比利时
豆瓣 2020-年度冷门佳片,6,标准之外 / Hors normes,[30310218](https://movie.douban.com/subject/30310218/),8.3,奥利维埃·纳卡什 / 文森特·卡塞尔 / 勒达·卡代布,法国 比利时
豆瓣 2020-年度冷门佳片,7,悲惨世界 / Les Misérables,[33417030](https://movie.douban.com/subject/33417030/),8.1,拉吉·利 / 达米安·勃纳尔 / 亚历克西斯·曼蒂,法国
豆瓣 2020-年度冷门佳片,8,灰猎犬号 / Greyhound,[26871906](https://movie.douban.com/subject/26871906/),7.8,亚伦·施耐德 / 汤姆·汉克斯 / 斯蒂芬·格拉汉姆,美国 加拿大 中国大陆
豆瓣 2020-年度冷门佳片,9,好梦一日游 / La belle époque,[30371818](https://movie.douban.com/subject/30371818/),8.1,尼古拉斯·贝多斯 / 丹尼尔·奥特伊 / 吉约姆·卡内,法国 比利时
豆瓣 2020-年度冷门佳片,10,马丁·伊登 / Martin Eden,[26952994](https://movie.douban.com/subject/26952994/),8.0,皮耶特罗·马切罗 / 卢卡·马里内利 / 杰西卡·塞西,意大利 法国 德国
 , , , , , , 
豆瓣 2020评分最高-日本电影,1,在京都小住 / ちょこっと京都に住んでみた。,[34906732](https://movie.douban.com/subject/34906732/),8.1,吉见拓真 / 木村文乃 / 近藤正臣,日本
豆瓣 2020评分最高-日本电影,2,剧场 / 劇場,[33446524](https://movie.douban.com/subject/33446524/),7.8,行定勋 / 山崎贤人 / 松冈茉优,日本
豆瓣 2020评分最高-日本电影,3,默片解说员 / カツベン！,[30135942](https://movie.douban.com/subject/30135942/),7.7,周防正行 / 成田凌 / 黑岛结菜,日本
豆瓣 2020评分最高-日本电影,4,明日家族 / あしたの家族,[34894678](https://movie.douban.com/subject/34894678/),7.7,土井裕泰 / 宫崎葵 / 永山瑛太,日本
豆瓣 2020评分最高-日本电影,5,阿基米德大战 / アルキメデスの大戦,[30267284](https://movie.douban.com/subject/30267284/),7.4,山崎贵 / 菅田将晖 / 馆博,日本
豆瓣 2020评分最高-日本电影,6,寅次郎的故事：欢迎归来 / 男はつらいよ お帰り 寅さん,[30367682](https://movie.douban.com/subject/30367682/),8.0,山田洋次 / 渥美清 / 倍赏千惠子,日本
豆瓣 2020评分最高-日本电影,7,从宫本到你 / 宮本から君へ,[30426519](https://movie.douban.com/subject/30426519/),7.2,真利子哲也 / 池松壮亮 / 苍井优,日本
豆瓣 2020评分最高-日本电影,8,你好世界 / HELLO WORLD,[30401194](https://movie.douban.com/subject/30401194/),6.8,伊藤智彦 / 北村匠海 / 松坂桃李,日本
豆瓣 2020评分最高-日本电影,9,最后一封信 / ラストレター,[30271236](https://movie.douban.com/subject/30271236/),7.6,岩井俊二 / 松隆子 / 福山雅治,日本
豆瓣 2020评分最高-日本电影,10,影里 / 影裏,[30291552](https://movie.douban.com/subject/30291552/),7.5,大友启史 / 绫野刚 / 松田龙平,日本
 , , , , , , 
豆瓣 2020评分最高-韩国电影,1,南山的部长们 / 남산의 부장들,[30241298](https://movie.douban.com/subject/30241298/),8.2,禹民镐 / 李秉宪 / 李星民,韩国
豆瓣 2020评分最高-韩国电影,2,致允熙 / 윤희에게,[30488003](https://movie.douban.com/subject/30488003/),8.3,任大炯 / 金喜爱 / 中村优子,韩国
豆瓣 2020评分最高-韩国电影,3,电话 / 콜,[30346025](https://movie.douban.com/subject/30346025/),7.6,李聪贤 / 朴信惠 / 全钟瑞,韩国
豆瓣 2020评分最高-韩国电影,4,担保 / 담보,[30475125](https://movie.douban.com/subject/30475125/),7.9,康大奎 / 成东日 / 河智苑,韩国
豆瓣 2020评分最高-韩国电影,5,天衣无缝的她 / 감쪽같은 그녀,[27615267](https://movie.douban.com/subject/27615267/),7.7,许仁茂 / 罗文姬 / 金秀安,韩国
豆瓣 2020评分最高-韩国电影,6,老妇人 / 69세,[34814907](https://movie.douban.com/subject/34814907/),7.7,林善爱 / 芮秀贞 / 奇周峯,韩国
豆瓣 2020评分最高-韩国电影,7,无声 / 소리도 없이,[33591810](https://movie.douban.com/subject/33591810/),7.4,洪宜廷 / 刘亚仁 / 刘在明,韩国
豆瓣 2020评分最高-韩国电影,8,从邪恶中拯救我 / 다만 악에서 구하소서,[30425219](https://movie.douban.com/subject/30425219/),7.3,洪元灿 / 黄政民 / 李政宰,韩国
豆瓣 2020评分最高-韩国电影,9,逃走的女人 / 도망친 여자,[34958725](https://movie.douban.com/subject/34958725/),7.2,洪常秀 / 金敏喜 / 徐永嬅,韩国
豆瓣 2020评分最高-韩国电影,10,福冈 / 후쿠오카,[30200427](https://movie.douban.com/subject/30200427/),7.4,张律 / 尹宰文 / 权海骁,韩国 日本
 , , , , , , 
豆瓣 2020评分最高-喜剧片,1,乔乔的异想世界 / Jojo Rabbit,[30170546](https://movie.douban.com/subject/30170546/),8.3,塔伊加·维迪提 / 罗曼·格里芬·戴维斯 / 托马辛·麦肯齐,美国 捷克 新西兰
豆瓣 2020评分最高-喜剧片,2,绅士们 / The Gentlemen,[30211998](https://movie.douban.com/subject/30211998/),8.3,盖·里奇 / 马修·麦康纳 / 查理·汉纳姆,英国 美国
豆瓣 2020评分最高-喜剧片,3,好梦一日游 / La belle époque,[30371818](https://movie.douban.com/subject/30371818/),8.1,尼古拉斯·贝多斯 / 丹尼尔·奥特伊 / 吉约姆·卡内,法国 比利时
豆瓣 2020评分最高-喜剧片,4,默片解说员 / カツベン！,[30135942](https://movie.douban.com/subject/30135942/),7.7,周防正行 / 成田凌 / 黑岛结菜,日本
豆瓣 2020评分最高-喜剧片,5,半个喜剧,[30269016](https://movie.douban.com/subject/30269016/),7.3,周申 / 任素汐 / 吴昱翰,中国大陆
 , , , , , , 
豆瓣 2020评分最高-爱情片,1,小妇人 / Little Women,[26348103](https://movie.douban.com/subject/26348103/),8.0,格蕾塔·葛韦格 / 西尔莎·罗南 / 艾玛·沃森,美国
豆瓣 2020评分最高-爱情片,2,剧场 / 劇場,[33446524](https://movie.douban.com/subject/33446524/),7.8,行定勋 / 山崎贤人 / 松冈茉优,日本
豆瓣 2020评分最高-爱情片,3,希望沟壑 / Hope Gap,[27186368](https://movie.douban.com/subject/27186368/),8.2,威廉姆·尼克尔森 / 安妮特·贝宁 / 比尔·奈伊,英国
豆瓣 2020评分最高-爱情片,4,温蒂妮 / Undine,[34603816](https://movie.douban.com/subject/34603816/),7.4,克里斯蒂安·佩措尔德 / 葆拉·贝尔 / 弗兰茨·罗戈夫斯基,德国 法国
豆瓣 2020评分最高-爱情片,5,从宫本到你 / 宮本から君へ,[30426519](https://movie.douban.com/subject/30426519/),7.2,真利子哲也 / 池松壮亮 / 苍井优,日本
 , , , , , , 
豆瓣 2020评分最高-LGBT片,1,真心半解 / The Half of It,[33420285](https://movie.douban.com/subject/33420285/),8.0,伍思薇 / 莉娅·刘易斯 / 丹尼尔·迪默,美国
豆瓣 2020评分最高-LGBT片,2,致允熙 / 윤희에게,[30488003](https://movie.douban.com/subject/30488003/),8.3,任大炯 / 金喜爱 / 中村优子,韩国
豆瓣 2020评分最高-LGBT片,3,与爱同居之永恒的爱 / TharnType Special: Everlasting Love,[34951277](https://movie.douban.com/subject/34951277/),8.3,Tee Sintanaparadee / 苏帕西·宗澈瓦 / 卡纳吾·翟彼帕塔纳朋,泰国
豆瓣 2020评分最高-LGBT片,4,再见，妈妈 / Thưa mẹ con đi,[34608294](https://movie.douban.com/subject/34608294/),8.2,郑霆黎明 / 岭清 / 武田家辉,越南
豆瓣 2020评分最高-LGBT片,5,然后我们跳了舞 / და ჩვენ ვიცეკვეთ,[30394484](https://movie.douban.com/subject/30394484/),7.9,列万·阿金 / 列文·格尔巴赫亚尼 / 巴奇·瓦利什维利,瑞典 格鲁吉亚 法国
 , , , , , , 
豆瓣 2020评分最高-恐怖片,1,饥饿站台 / El hoyo,[34805219](https://movie.douban.com/subject/34805219/),7.9,加尔德·加兹特鲁·乌鲁蒂亚 / 伊万·马萨格 / 佐伦·伊格,西班牙
豆瓣 2020评分最高-恐怖片,2,电话 / 콜,[30346025](https://movie.douban.com/subject/30346025/),7.6,李聪贤 / 朴信惠 / 全钟瑞,韩国
豆瓣 2020评分最高-恐怖片,3,狩猎 / The Hunt,[30182726](https://movie.douban.com/subject/30182726/),7.4,克雷格·卓贝 / 贝蒂·吉尔平 / 希拉里·斯万克,美国 日本
豆瓣 2020评分最高-恐怖片,4,隐形人 / The Invisible Man,[2364086](https://movie.douban.com/subject/2364086/),7.1,雷·沃纳尔 / 伊丽莎白·莫斯 / 奥利弗·杰森-科恩,加拿大 澳大利亚 美国
豆瓣 2020评分最高-恐怖片,5,灯塔 / The Lighthouse,[30143336](https://movie.douban.com/subject/30143336/),7.3,罗伯特·艾格斯 / 罗伯特·帕丁森 / 威廉·达福,加拿大 美国 巴西
 , , , , , , 
豆瓣 2020评分最高-动画片,1,疯狂原始人2 / The Croods: A New Age,[24298954](https://movie.douban.com/subject/24298954/),7.7,乔尔·克劳福德 / 尼古拉斯·凯奇 / 艾玛·斯通,美国
豆瓣 2020评分最高-动画片,2,普罗米亚 / プロメア,[27080656](https://movie.douban.com/subject/27080656/),7.8,今石洋之 / 松山研一 / 早乙女太一,日本
豆瓣 2020评分最高-动画片,3,鸣鸟不飞：乌云密布 / 囀る鳥は羽ばたかない The clouds gather,[33425932](https://movie.douban.com/subject/33425932/),8.3,牧田佳织 / 新垣樽助 / 羽多野涉,日本
豆瓣 2020评分最高-动画片,4,1/2的魔法 / Onward,[30401849](https://movie.douban.com/subject/30401849/),7.5,丹·斯坎隆 / 汤姆·赫兰德 / 克里斯·帕拉特,美国
豆瓣 2020评分最高-动画片,5,数码宝贝：最后的进化 / デジモンアドベンチャー LAST EVOLUTION 絆,[30482645](https://movie.douban.com/subject/30482645/),7.3,田口智久 / 花江夏树 / 细谷佳正,日本
 , , , , , , 
豆瓣2020评分最高-纪录片,1,我的章鱼老师 / My Octopus Teacher,[35185752](https://movie.douban.com/subject/35185752/),9.3,皮帕·埃尔利希 / 克雷格·福斯特,南非
豆瓣2020评分最高-纪录片,2,蜂蜜之地 / Медена земја,[30391726](https://movie.douban.com/subject/30391726/),9.0,塔玛拉·科特夫斯卡 / 哈蒂兹·穆拉托娃 / 纳齐夫·穆拉托娃,北马其顿
豆瓣2020评分最高-纪录片,3,美利坚女士 / Taylor Swift: Miss Americana,[34907421](https://movie.douban.com/subject/34907421/),8.7,拉娜·威尔森 / 泰勒·斯威夫特 / 乔·阿尔文,美国
豆瓣2020评分最高-纪录片,4,隐秘的爱 / A Secret Love,[34968314](https://movie.douban.com/subject/34968314/),9.1,克里斯·博兰 / 特里·唐纳修 / 帕特·亨舍尔,美国
豆瓣2020评分最高-纪录片,5,棒！少年,[34930862](https://movie.douban.com/subject/34930862/),8.5,许慧晶 / 马虎 / 梁正双,中国大陆
 , , , , , , 
豆瓣 2020疫情期间-最受关注电影,1,囧妈,[30306570](https://movie.douban.com/subject/30306570/),5.9,徐峥 / 徐峥 / 黄梅莹,中国大陆
豆瓣 2020疫情期间-最受关注电影,2,肖申克的救赎 / The Shawshank Redemption,[1292052](https://movie.douban.com/subject/1292052/),9.7,弗兰克·德拉邦特 / 蒂姆·罗宾斯 / 摩根·弗里曼,美国
豆瓣 2020疫情期间-最受关注电影,3,哪吒之魔童降世,[26794435](https://movie.douban.com/subject/26794435/),8.4,饺子 / 吕艳婷 / 囧森瑟夫,中国大陆
豆瓣 2020疫情期间-最受关注电影,4,少年的你,[30166972](https://movie.douban.com/subject/30166972/),8.2,曾国祥 / 周冬雨 / 易烊千玺,中国大陆 中国香港
豆瓣 2020疫情期间-最受关注电影,5,寄生虫 / 기생충,[27010768](https://movie.douban.com/subject/27010768/),8.8,奉俊昊 / 宋康昊 / 李善均,韩国
豆瓣 2020疫情期间-最受关注电影,6,千与千寻 / 千と千尋の神隠し,[1291561](https://movie.douban.com/subject/1291561/),9.4,宫崎骏 / 柊瑠美 / 入野自由,日本
豆瓣 2020疫情期间-最受关注电影,7,我不是药神,[26752088](https://movie.douban.com/subject/26752088/),9.0,文牧野 / 徐峥 / 王传君,中国大陆
豆瓣 2020疫情期间-最受关注电影,8,疯狂动物城 / Zootopia,[25662329](https://movie.douban.com/subject/25662329/),9.2,拜伦·霍华德 / 金妮弗·古德温 / 杰森·贝特曼,美国
豆瓣 2020疫情期间-最受关注电影,9,泰坦尼克号 / Titanic,[1292722](https://movie.douban.com/subject/1292722/),9.5,詹姆斯·卡梅隆 / 莱昂纳多·迪卡普里奥 / 凯特·温丝莱特,美国 墨西哥
豆瓣 2020疫情期间-最受关注电影,10,这个杀手不太冷 / Léon,[1295644](https://movie.douban.com/subject/1295644/),9.4,吕克·贝松 / 让·雷诺 / 娜塔莉·波特曼,法国 美国
 , , , , , , 
豆瓣 2021最值得期待-华语电影,1,唐人街探案3,[27619748](https://movie.douban.com/subject/27619748/),5.3,陈思诚 / 王宝强 / 刘昊然,中国大陆 中国香港 日本
豆瓣 2021最值得期待-华语电影,2,刺杀小说家,[26826330](https://movie.douban.com/subject/26826330/),6.5,路阳 / 雷佳音 / 杨幂,中国大陆
豆瓣 2021最值得期待-华语电影,3,一直游到海水变蓝,[33440244](https://movie.douban.com/subject/33440244/),6.7,贾樟柯 / 贾平凹 / 余华,中国大陆
豆瓣 2021最值得期待-华语电影,4,秘密访客,[30378158](https://movie.douban.com/subject/30378158/),5.3,陈正道 / 郭富城 / 段奕宏,中国大陆
豆瓣 2021最值得期待-华语电影,5,深海,[26649682](https://movie.douban.com/subject/26649682/),7.2,田晓鹏 / 苏鑫 / 王亭文,中国大陆
豆瓣 2021最值得期待-华语电影,6,侍神令,[26935283](https://movie.douban.com/subject/26935283/),5.3,李蔚然 / 陈坤 / 周迅,中国大陆
豆瓣 2021最值得期待-华语电影,7,恋曲1980,[30289134](https://movie.douban.com/subject/30289134/),0.0,梅峰 / 李现 / 春夏,中国大陆
豆瓣 2021最值得期待-华语电影,8,不止不休,[34833851](https://movie.douban.com/subject/34833851/),7.0,王晶 / 白客 / 苗苗,中国大陆
豆瓣 2021最值得期待-华语电影,9,诗眼倦天涯,[30211750](https://movie.douban.com/subject/30211750/),0.0,徐浩峰 / 陈坤 / 周迅,中国大陆
豆瓣 2021最值得期待-华语电影,10,平原上的火焰,[34879969](https://movie.douban.com/subject/34879969/),0.0,张骥 / 周冬雨 / 刘昊然,中国大陆
 , , , , , , 
豆瓣 2021最值得期待-外语电影,1,黑寡妇 / Black Widow,[25828589](https://movie.douban.com/subject/25828589/),6.2,凯特·绍特兰 / 斯嘉丽·约翰逊 / 弗洛伦丝·皮尤,美国
豆瓣 2021最值得期待-外语电影,2,沙丘 / Dune,[3001114](https://movie.douban.com/subject/3001114/),7.7,丹尼斯·维伦纽瓦 / 提莫西·查拉梅 / 丽贝卡·弗格森,美国
豆瓣 2021最值得期待-外语电影,3,毒液2 / Venom: Let There Be Carnage,[30382416](https://movie.douban.com/subject/30382416/),5.0,安迪·瑟金斯 / 汤姆·哈迪 / 伍迪·哈里森,美国 中国大陆
豆瓣 2021最值得期待-外语电影,4,法兰西特派 / The French Dispatch,[30300279](https://movie.douban.com/subject/30300279/),7.7,韦斯·安德森 / 本尼西奥·德尔·托罗 / 阿德里安·布罗迪,美国 德国
豆瓣 2021最值得期待-外语电影,5,速度与激情9 / F9: The Fast Saga,[25728006](https://movie.douban.com/subject/25728006/),5.1,林诣彬 / 范·迪塞尔 / 约翰·塞纳,美国
豆瓣 2021最值得期待-外语电影,6,王牌特工：源起 / The King's Man,[27038228](https://movie.douban.com/subject/27038228/),5.3,马修·沃恩 / 拉尔夫·费因斯 / 哈里斯·迪金森,英国 美国
豆瓣 2021最值得期待-外语电影,7,007：无暇赴死 / No Time to Die,[20276229](https://movie.douban.com/subject/20276229/),6.6,凯瑞·福永 / 丹尼尔·克雷格 / 蕾雅·赛杜,英国 美国
豆瓣 2021最值得期待-外语电影,8,黑客帝国：矩阵重启 / The Matrix Resurrections,[34801038](https://movie.douban.com/subject/34801038/),5.7,拉娜·沃卓斯基 / 基努·里维斯 / 凯瑞-安·莫斯,美国
豆瓣 2021最值得期待-外语电影,9,新·福音战士剧场版：终 / シン・エヴァンゲリオン劇場版:│▌,[10428501](https://movie.douban.com/subject/10428501/),9.2,庵野秀明 / 绪方惠美 / 林原惠美,日本
豆瓣 2021最值得期待-外语电影,10,蜘蛛侠：英雄无归 / Spider-Man: No Way Home,[26933210](https://movie.douban.com/subject/26933210/),6.6,乔·沃茨 / 汤姆·赫兰德 / 赞达亚,美国
