Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
Killer of Sheep,🎉142,🎉310,Charles Burnett,[杀羊人 Killer of Sheep](https://movie.douban.com/subject/1303494/),🌟7.3,查尔斯·伯内特 / 亨利·G.桑德斯 / Kaycee Moore / Charles Bracy / 剧情 / 美国 / 1978,1977,USA,Drama,[Killer of Sheep](https://www.imdb.com/title/tt0076263/),🌟7.2
Céline and Julie Go Boating,🎉143,🎉218,Jacques Rivette,[塞琳和朱莉出航记 Céline et Julie vont en bateau](https://movie.douban.com/subject/1418141/),🌟8.3,雅克·里维特 / 朱丽叶·贝尔托 / 多米尼克·拉布里埃 / 喜剧 / 剧情 / 奇幻 / 悬疑 / 法国 / 1974,1974,France,Fantasy-Drama-Avant-Garde,[Celine and Julie Go Boating](https://www.imdb.com/title/tt0071381/),🌟7.3
"Chien andalou, Un",🎉144,🎉140,Luis Buñuel,[一条安达鲁狗 Un chien andalou](https://movie.douban.com/subject/1298962/),🌟8.2,路易斯·布努埃尔 / 西蒙妮·玛勒伊 / Pierre Batcheff / 路易斯·布努埃尔 / 短片 / 奇幻 / 法国 / 1929,1928,France,Short-Fantasy-Avant-Garde,[An Andalusian Dog](https://www.imdb.com/title/tt0020530/),🌟7.6
Gone with the Wind,🎉145,🎉110,Victor Fleming,[乱世佳人 Gone with the Wind](https://movie.douban.com/subject/1300267/),🌟9.3,维克多·弗莱明 / 乔治·库克 / 山姆·伍德 / 费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 剧情 / 历史 / 爱情 / 战争 / 美国 / 1939,1939,USA,History-Romance-Drama,[Gone with the Wind](https://www.imdb.com/title/tt0031381/),🌟8.2
Nosferatu,🎉146,🎉118,F.W. Murnau,"[诺斯费拉图 Nosferatu, eine Symphonie des Grauens](https://movie.douban.com/subject/1296791/)",🌟8.2,F·W·茂瑙 / 马科斯·夏瑞克 / 古斯塔·冯·瓦根海姆 / 格里塔·斯楚瑞德 / 奇幻 / 恐怖 / 德国 / 1922,1922,Germany,Horror,[Nosferatu](https://www.imdb.com/title/tt0013442/),🌟7.9
E.T. The Extra-Terrestrial,🎉147,🎉105,Steven Spielberg,[E.T.外星人 E.T. the Extra-Terrestrial](https://movie.douban.com/subject/1294638/),🌟8.6,史蒂文·斯皮尔伯格 / 亨利·托马斯 / 迪·沃伦斯 / 罗伯特·麦克纳夫顿 / 剧情 / 科幻 / 美国 / 1982,1982,USA,Science Fiction-Family,[E.T. the Extra-Terrestrial](https://www.imdb.com/title/tt0083866/),🌟7.9
"Rome, Open City",🎉148,🎉132,Roberto Rossellini,"[罗马，不设防的城市 Roma, città aperta](https://movie.douban.com/subject/1296669/)",🌟8.1,罗伯托·罗西里尼 / 阿尔多·法布里齐 / 安娜·马尼亚尼 / 马塞洛·巴格利埃罗 / 剧情 / 战争 / 惊悚 / 意大利 / 1945,1945,Italy,War-Drama,"[Rome, Open City](https://www.imdb.com/title/tt0038890/)",🌟8
"Umbrellas of Cherbourg, The",🎉149,🎉157,Jacques Demy,[瑟堡的雨伞 Les parapluies de Cherbourg](https://movie.douban.com/subject/1301646/),🌟7.8,雅克·德米 / 凯瑟琳·德纳芙 / 尼诺·卡斯泰尔诺沃 / 安妮·维尔侬 / 剧情 / 歌舞 / 爱情 / 法国/西德 / 1964,1964,France-Germany,Romance-Musical-Drama,[The Umbrellas of Cherbourg](https://www.imdb.com/title/tt0058450/),🌟7.8
Trouble in Paradise,🎉150,🎉147,Ernst Lubitsch,[天堂里的烦恼 Trouble in Paradise](https://movie.douban.com/subject/1294746/),🌟8.1,恩斯特·刘别谦 / 米利亚姆·霍普金斯 / 凯·弗朗西斯 / 赫伯特·马歇尔 / 喜剧 / 犯罪 / 爱情 / 美国 / 1932,1932,USA,Romance-Comedy,[Trouble in Paradise](https://www.imdb.com/title/tt0023622/),🌟7.9
"Conversation, The",🎉151,🎉146,Francis Ford Coppola,[窃听大阴谋 The Conversation](https://movie.douban.com/subject/1296908/),🌟8.1,弗朗西斯·福特·科波拉 / 吉恩·哈克曼 / 约翰·凯泽尔 / 艾伦·加菲尔德 / 剧情 / 悬疑 / 惊悚 / 美国 / 1974,1974,USA,Thriller-Drama-Crime,[The Conversation](https://www.imdb.com/title/tt0071360/),🌟7.8
"Argent, L'",🎉152,🎉173,Robert Bresson,[钱 L'argent](https://movie.douban.com/subject/1303536/),🌟8.3,罗伯特·布列松 / 克里斯蒂安·佩蒂 / Vincent Risterucci / Caroline Lang / 剧情 / 犯罪 / 法国/瑞士 / 1983,1983,France-Switzerland,Drama-Crime,[L'Argent](https://www.imdb.com/title/tt0085180/),🌟7.4
"Good, the Bad and the Ugly, The",🎉153,🎉135,Sergio Leone,"[黄金三镖客 Il buono, il brutto, il cattivo](https://movie.douban.com/subject/1401118/)",🌟9.2,赛尔乔·莱昂内 / 克林特·伊斯特伍德 / 埃里·瓦拉赫 / 李·范·克里夫 / 冒险 / 西部 / 意大利/西班牙/西德 / 1966,1966,Italy-Spain,Western-Action,"[The Good, the Bad and the Ugly](https://www.imdb.com/title/tt0060196/)",🌟8.8
Days of Heaven,🎉154,🎉152,Terrence Malick,[天堂之日 Days of Heaven](https://movie.douban.com/subject/1293232/),🌟7.9,泰伦斯·马力克 / 理查·基尔 / 布鲁克·亚当斯 / 山姆·夏普德 / 剧情 / 爱情 / 美国 / 1978,1978,USA,Romance-Drama,[Days of Heaven](https://www.imdb.com/title/tt0077405/),🌟7.8
One Flew Over the Cuckoo's Nest,🎉155,🎉112,Milos Forman,[飞越疯人院 One Flew Over the Cuckoo's Nest](https://movie.douban.com/subject/1292224/),🌟9.1,米洛斯·福尔曼 / 杰克·尼科尔森 / 丹尼·德维托 / 克里斯托弗·洛伊德 / 剧情 / 美国 / 1975,1975,USA,Drama,[One Flew Over the Cuckoo's Nest](https://www.imdb.com/title/tt0073486/),🌟8.7
My Neighbour Totoro,🎉156,🎉203,Hayao Miyazaki,[龙猫 となりのトトロ](https://movie.douban.com/subject/1291560/),🌟9.2,宫崎骏 / 日高范子 / 坂本千夏 / 糸井重里 / 动画 / 奇幻 / 冒险 / 日本 / 1988,1988,Japan,Fantasy-Family-Animated,[My Neighbor Totoro](https://www.imdb.com/title/tt0096283/),🌟8.1
Wanda,🎉157,🎉311,Barbara Loden,[旺达 Wanda](https://movie.douban.com/subject/1855338/),🌟8.2,芭芭拉·洛登 / 芭芭拉·洛登 / 迈克尔·希金斯 / 剧情 / 犯罪 / 美国 / 1970,1970,USA,Drama-Crime,[Wanda](https://www.imdb.com/title/tt0067961/),🌟7.1
Manhattan,🎉158,🎉123,Woody Allen,[曼哈顿 Manhattan](https://movie.douban.com/subject/1294300/),🌟8.3,伍迪·艾伦 / 黛安·基顿 / 梅丽尔·斯特里普 / 伍迪·艾伦 / 喜剧 / 剧情 / 爱情 / 美国 / 1979,1979,USA,Romance-Comedy,[Manhattan](https://www.imdb.com/title/tt0079522/),🌟7.8
Chungking Express,🎉159,🎉197,Wong Kar-wai,[重庆森林 重慶森林](https://movie.douban.com/subject/1291999/),🌟8.8,王家卫 / 林青霞 / 金城武 / 梁朝伟 / 剧情 / 爱情 / 中国香港 / 1994,1994,Hong Kong,Romance-Drama,[Chungking Express](https://www.imdb.com/title/tt0109424/),🌟8
Cries and Whispers,🎉160,🎉156,Ingmar Bergman,[呼喊与细语 Viskningar och rop](https://movie.douban.com/subject/1296147/),🌟8.6,英格玛·伯格曼 / 哈里特·安德森 / 卡莉·西尔万 / 英格丽·图林 / 剧情 / 爱情 / 瑞典 / 1972,1972,Sweden,Drama,[Cries & Whispers](https://www.imdb.com/title/tt0069467/),🌟8
"Âge d'or, L'",🎉161,🎉134,Luis Buñuel,[黄金时代 L'âge d'or](https://movie.douban.com/subject/1293667/),🌟7.6,路易斯·布努埃尔 / 加斯东·莫多 / 莱雅·赖斯 / 喜剧 / 法国 / 1930,1930,France,Drama-Avant-Garde-Experimental,[L'Age d'Or](https://www.imdb.com/title/tt0021577/),🌟7.2
Star Wars,🎉162,🎉117,George Lucas,[星球大战 Star Wars](https://movie.douban.com/subject/1293838/),🌟8.5,乔治·卢卡斯 / 哈里森·福特 / 马克·哈米尔 / 凯丽·费雪 / 动作 / 科幻 / 冒险 / 美国 / 1977,1977,USA,Science Fiction-Fantasy-Adventure,[Star Wars: Episode IV - A New Hope](https://www.imdb.com/title/tt0076759/),🌟8.6
"Passenger, The",🎉163,🎉149,Michelangelo Antonioni,[过客 Professione: reporter](https://movie.douban.com/subject/1297546/),🌟8.4,米开朗基罗·安东尼奥尼 / 杰克·尼科尔森 / 玛利亚·施奈德 / 珍妮·鲁纳奎 / 剧情 / 惊悚 / 意大利/西班牙/法国 / 1974,1975,Italy,Drama,[The Passenger](https://www.imdb.com/title/tt0073580/),🌟7.5
Tropical Malady,🎉164,🎉217,Apichatpong Weerasethakul,[热带疾病 สัตว์ประหลาด](https://movie.douban.com/subject/1414808/),🌟8.0,阿彼察邦·韦拉斯哈古 / 班罗普·洛罗伊 / 萨卡达·卡温巴迪 / Huai Dessom / 剧情 / 爱情 / 奇幻 / 泰国/法国/德国/意大利 / 2004,2004,Thailand-France-Germany-Italy,Drama-Fantasy-Romance,[Tropical Malady](https://www.imdb.com/title/tt0381668/),🌟7.1
Badlands,🎉165,🎉136,Terrence Malick,[穷山恶水 Badlands](https://movie.douban.com/subject/1297422/),🌟7.9,泰伦斯·马力克 / 马丁·辛 / 茜茜·斯派塞克 / 沃伦·奥茨 / 犯罪 / 剧情 / 爱情 / 惊悚 / 美国 / 1973,1973,USA,Drama-Crime,[Badlands](https://www.imdb.com/title/tt0069762/),🌟7.7
"Deer Hunter, The",🎉166,🎉151,Michael Cimino,[猎鹿人 The Deer Hunter](https://movie.douban.com/subject/1292403/),🌟8.3,迈克尔·西米诺 / 罗伯特·德尼罗 / 约翰·凯泽尔 / 约翰·萨维奇 / 剧情 / 战争 / 美国 / 1978,1978,USA,War-Drama,[The Deer Hunter](https://www.imdb.com/title/tt0077416/),🌟8.1
There Will Be Blood,🎉167,🎉150,Paul Thomas Anderson,[血色将至 There Will Be Blood](https://movie.douban.com/subject/1945780/),🌟8.4,保罗·托马斯·安德森 / 丹尼尔·戴-刘易斯 / 巴里·德尔·舍曼 / 保罗·F·汤普金斯 / 剧情 / 美国 / 2007,2007,USA,Drama,[There Will Be Blood](https://www.imdb.com/title/tt0469494/),🌟8.2
Double Indemnity,🎉168,🎉160,Billy Wilder,[双重赔偿 Double Indemnity](https://movie.douban.com/subject/1293226/),🌟8.5,比利·怀尔德 / 弗莱德·麦克莫瑞 / 芭芭拉·斯坦威克 / 爱德华·罗宾逊 / 剧情 / 犯罪 / 悬疑 / 惊悚 / 黑色电影 / 美国 / 1944,1944,USA,Mystery-Crime-Drama,[Double Indemnity](https://www.imdb.com/title/tt0036775/),🌟8.3
Touki Bouki,🎉169,🎉320,Djibril Diop Mambéty,[土狼之旅 Touki Bouki](https://movie.douban.com/subject/1424576/),🌟7.6,吉布里尔·迪奥普·曼贝蒂 / Magaye Niang / Mareme Niang / Christoph Colomb / 剧情 / 塞内加尔 / 1973,1973,Senegal,Drama,[Touki Bouki](https://www.imdb.com/title/tt0070820/),🌟7
Dekalog,🎉170,🎉172,Krzysztof Kieslowski,[十诫 Dekalog](https://movie.douban.com/subject/1301252/),🌟9.2,克日什托夫·基耶斯洛夫斯基 / 阿图尔·巴奇斯 / 昂里克·巴兰诺斯基 / 胡契克·卡勒塔 / 剧情 / 波兰/西德 / 1989,1989,Poland-West Germany,Drama,[Dekalog](https://www.imdb.com/title/tt0092337/),🌟9
Stagecoach,🎉171,🎉141,John Ford,[关山飞渡 Stagecoach](https://movie.douban.com/subject/1298134/),🌟8.4,约翰·福特 / 约翰·韦恩 / 克莱尔·特雷弗 / 约翰·卡拉丁 / 动作 / 剧情 / 爱情 / 西部 / 美国 / 1939,1939,USA,Western-Adventure-Drama,[Stagecoach](https://www.imdb.com/title/tt0031971/),🌟7.8
Rosemary's Baby,🎉172,🎉128,Roman Polanski,[罗斯玛丽的婴儿 Rosemary's Baby](https://movie.douban.com/subject/1293852/),🌟8.2,罗曼·波兰斯基 / 米娅·法罗 / 约翰·卡萨维蒂 / 鲁思·戈登 / 剧情 / 恐怖 / 美国 / 1968,1968,USA,Thriller-Horror-Drama,[Rosemary's Baby](https://www.imdb.com/title/tt0063522/),🌟8
"Texas Chainsaw Massacre, The",🎉173,🎉175,Tobe Hooper,[德州电锯杀人狂 The Texas Chain Saw Massacre](https://movie.douban.com/subject/1300392/),🌟7.2,托比·霍珀 / 贡纳·汉森 / 玛丽莲·伯恩斯 / 阿伦·丹齐格 / 惊悚 / 恐怖 / 美国 / 1974,1974,USA,Horror-Thriller,[The Texas Chain Saw Massacre](https://www.imdb.com/title/tt0072271/),🌟7.4
"Colour of Pomegranates, The",🎉174,🎉245,Sergei Parajanov,[石榴的颜色 Նռան գույնը](https://movie.douban.com/subject/1303542/),🌟8.7,谢尔盖·帕拉杰诺夫 / 索菲柯·齐阿乌列里 / 米尔克·阿尔克桑亚 / 维勒·加尔斯特亚 / 剧情 / 传记 / 历史 / 苏联 / 1969,1969,USSR,History-Avant-Garde,[The Color of Pomegranates](https://www.imdb.com/title/tt0063555/),🌟7.6
Earth,🎉175,🎉170,Alexander Dovzhenko,[大地 Земля](https://movie.douban.com/subject/1474748/),🌟7.9,亚历山大·杜辅仁科 / Stepan Shkurat / Semyon Svashenko / 剧情 / 苏联 / 1930,1930,USSR,Drama,[Earth](https://www.imdb.com/title/tt0021571/),🌟7.2
Duck Soup,🎉176,🎉148,Leo McCarey,[鸭羹 Duck Soup](https://movie.douban.com/subject/1298113/),🌟7.2,莱奥·麦卡雷 / 格劳乔·马克斯 / 哈勃·马克斯 / 奇科·马克斯 / 喜剧 / 歌舞 / 美国 / 1933,1933,USA,Comedy,[Duck Soup](https://www.imdb.com/title/tt0023969/),🌟7.8
Brief Encounter,🎉177,🎉155,David Lean,[相见恨晚 Brief Encounter](https://movie.douban.com/subject/1294364/),🌟8.0,大卫·里恩 / 西莉亚·约翰逊 / 特瑞沃·霍华德 / 斯坦利·霍洛威 / 爱情 / 剧情 / 英国 / 1945,1945,UK,Romance-Drama,[Brief Encounter](https://www.imdb.com/title/tt0037558/),🌟8
"Discreet Charm of the Bourgeoisie, The",🎉178,🎉167,Luis Buñuel,[资产阶级的审慎魅力 Le Charme discret de la bourgeoisie](https://movie.douban.com/subject/1303364/),🌟8.2,路易斯·布努埃尔 / 费尔南多·雷伊 / 保罗·弗朗克尔 / 德菲因·塞里格 / 喜剧 / 剧情 / 奇幻 / 法国/意大利/西班牙 / 1972,1972,France,Fantasy-Drama-Comedy,[The Discreet Charm of the Bourgeoisie](https://www.imdb.com/title/tt0068361/),🌟7.8
"River, The",🎉179,🎉178,Jean Renoir,[大河 The River](https://movie.douban.com/subject/1416677/),🌟7.6,让·雷诺阿 / 托马斯·E·布林 / Suprova Mukerjee / 帕特里夏·沃尔特斯 / 剧情 / 爱情 / 法国/美国/印度 / 1951,1951,France-India-USA,Romance-Drama,[The River](https://www.imdb.com/title/tt0043972/),🌟7.4
