Group 分类,Rank 排名,Title 电影,ID 豆瓣,Score 打分,Staff 人员,Genre 类型
豆瓣2014年度最受关注的2000s电影,7,飞屋环游记,[2129039](https://movie.douban.com/subject/2129039/),9.1,导演：彼特·道格特 鲍勃·彼德森,类型：剧情 喜剧 动画 冒险
豆瓣2014年度最受关注的2000s电影,8,阿凡达,[1652587](https://movie.douban.com/subject/1652587/),8.8,导演：詹姆斯·卡梅隆,类型：动作 科幻 冒险
豆瓣2014年度最受关注的2000s电影,9,天使爱美丽,[1292215](https://movie.douban.com/subject/1292215/),8.7,导演：让-皮埃尔·热内,类型：剧情 喜剧 爱情
豆瓣2014年度最受关注的2000s电影,10,机器人总动员,[2131459](https://movie.douban.com/subject/2131459/),9.3,导演：安德鲁·斯坦顿,类型：科幻 动画 冒险
 , , , , , , 
豆瓣2014年度最受关注的90年代电影,1,这个杀手不太冷,[1295644](https://movie.douban.com/subject/1295644/),9.4,导演：吕克·贝松,类型：剧情 动作 犯罪
豆瓣2014年度最受关注的90年代电影,2,肖申克的救赎,[1292052](https://movie.douban.com/subject/1292052/),9.7,导演：弗兰克·德拉邦特,类型：犯罪 剧情
豆瓣2014年度最受关注的90年代电影,3,泰坦尼克号,[1292722](https://movie.douban.com/subject/1292722/),9.5,导演：詹姆斯·卡梅隆,类型：剧情 爱情 灾难
豆瓣2014年度最受关注的90年代电影,4,阿甘正传,[1292720](https://movie.douban.com/subject/1292720/),9.5,导演：罗伯特·泽米吉斯,类型：剧情 爱情
豆瓣2014年度最受关注的90年代电影,5,大话西游之大圣娶亲,[1292213](https://movie.douban.com/subject/1292213/),9.2,导演：刘镇伟,类型：喜剧 爱情 奇幻 古装
豆瓣2014年度最受关注的90年代电影,6,霸王别姬,[1291546](https://movie.douban.com/subject/1291546/),9.6,导演：陈凯歌,类型：剧情 爱情 同性
豆瓣2014年度最受关注的90年代电影,7,海上钢琴师,[1292001](https://movie.douban.com/subject/1292001/),9.3,导演：朱塞佩·托纳多雷,类型：剧情 音乐
豆瓣2014年度最受关注的90年代电影,8,剪刀手爱德华,[1292370](https://movie.douban.com/subject/1292370/),8.7,导演：蒂姆·波顿,类型：剧情 奇幻 爱情
豆瓣2014年度最受关注的90年代电影,9,楚门的世界,[1292064](https://movie.douban.com/subject/1292064/),9.4,导演：彼得·威尔,类型：剧情 科幻
豆瓣2014年度最受关注的90年代电影,10,搏击俱乐部,[1292000](https://movie.douban.com/subject/1292000/),9.0,导演：大卫·芬奇,类型：剧情 动作 悬疑 惊悚
 , , , , , , 
豆瓣2014年度最受关注的80年代电影,1,龙猫,[1291560](https://movie.douban.com/subject/1291560/),9.2,导演：宫崎骏,类型：动画 奇幻 冒险
豆瓣2014年度最受关注的80年代电影,2,天堂电影院,[1291828](https://movie.douban.com/subject/1291828/),9.2,导演：朱塞佩·托纳多雷,类型：剧情 爱情
豆瓣2014年度最受关注的80年代电影,3,死亡诗社,[1291548](https://movie.douban.com/subject/1291548/),9.2,导演：彼得·威尔,类型：剧情
豆瓣2014年度最受关注的80年代电影,4,倩女幽魂,[1297447](https://movie.douban.com/subject/1297447/),8.8,导演：程小东,类型：爱情 奇幻 武侠 古装
豆瓣2014年度最受关注的80年代电影,5,雨人,[1291870](https://movie.douban.com/subject/1291870/),8.7,导演：巴瑞·莱文森,类型：剧情
豆瓣2014年度最受关注的80年代电影,6,美国往事,[1292262](https://movie.douban.com/subject/1292262/),9.2,导演：赛尔乔·莱昂内,类型：犯罪 剧情
豆瓣2014年度最受关注的80年代电影,7,末代皇帝,[1293172](https://movie.douban.com/subject/1293172/),9.3,导演：贝纳尔多·贝托鲁奇,类型：剧情 传记 历史
豆瓣2014年度最受关注的80年代电影,8,英雄本色,[1297574](https://movie.douban.com/subject/1297574/),8.6,导演：吴宇森,类型：剧情 动作 犯罪
豆瓣2014年度最受关注的80年代电影,9,E.T.外星人,[1294638](https://movie.douban.com/subject/1294638/),8.6,导演：史蒂文·斯皮尔伯格,类型：剧情 科幻
豆瓣2014年度最受关注的80年代电影,10,红高粱,[1306505](https://movie.douban.com/subject/1306505/),8.5,导演：张艺谋,类型：剧情 历史 爱情 战争
 , , , , , , 
豆瓣2014年度最受关注的70年代及以前电影,1,罗马假日,[1293839](https://movie.douban.com/subject/1293839/),9.1,导演：威廉·惠勒,类型：喜剧 剧情 爱情
豆瓣2014年度最受关注的70年代及以前电影,2,教父,[1291841](https://movie.douban.com/subject/1291841/),9.3,导演：弗朗西斯·福特·科波拉,类型：剧情 犯罪
豆瓣2014年度最受关注的70年代及以前电影,3,飞越疯人院,[1292224](https://movie.douban.com/subject/1292224/),9.1,导演：米洛斯·福尔曼,类型：剧情
豆瓣2014年度最受关注的70年代及以前电影,4,乱世佳人,[1300267](https://movie.douban.com/subject/1300267/),9.3,导演：维克多·弗莱明 乔治·库克 山姆·伍德,类型：剧情 历史 爱情 战争
豆瓣2014年度最受关注的70年代及以前电影,5,十二怒汉,[1293182](https://movie.douban.com/subject/1293182/),9.4,导演：西德尼·吕美特,类型：剧情
豆瓣2014年度最受关注的70年代及以前电影,6,音乐之声,[1294408](https://movie.douban.com/subject/1294408/),9.1,导演：罗伯特·怀斯,类型：剧情 传记 爱情 歌舞
豆瓣2014年度最受关注的70年代及以前电影,7,发条橙,[1292233](https://movie.douban.com/subject/1292233/),8.6,导演：斯坦利·库布里克,类型：犯罪 剧情 科幻
豆瓣2014年度最受关注的70年代及以前电影,8,2001太空漫游,[1292226](https://movie.douban.com/subject/1292226/),8.9,导演：斯坦利·库布里克,类型：科幻 惊悚 冒险
豆瓣2014年度最受关注的70年代及以前电影,9,罗生门,[1291879](https://movie.douban.com/subject/1291879/),8.8,导演：黑泽明,类型：剧情 犯罪 悬疑
豆瓣2014年度最受关注的70年代及以前电影,10,出租车司机,[1292222](https://movie.douban.com/subject/1292222/),8.6,导演：马丁·斯科塞斯,类型：剧情 犯罪
 , , , , , , 
豆瓣2014评分最低的外语电影,1,绝命航班,[25715111](https://movie.douban.com/subject/25715111/),3.6,导演：周文武贝,类型：动作 惊悚 灾难
豆瓣2014评分最低的外语电影,2,大力神,[24859795](https://movie.douban.com/subject/24859795/),5.0,导演：雷尼·哈林,类型：动作 冒险
豆瓣2014评分最低的外语电影,3,热血高校3,[23398777](https://movie.douban.com/subject/23398777/),5.3,导演：丰田利晃,类型：剧情 动作
豆瓣2014评分最低的外语电影,4,屠魔战士,[3680627](https://movie.douban.com/subject/3680627/),5.4,导演：斯图尔特·贝亚蒂耶,类型：动作 科幻 奇幻 惊悚
豆瓣2014评分最低的外语电影,5,盟军夺宝队,[10456894](https://movie.douban.com/subject/10456894/),5.6,导演：乔治·克鲁尼,类型：剧情 传记 历史 战争
豆瓣2014评分最低的外语电影,6,一触即发,[3014957](https://movie.douban.com/subject/3014957/),5.8,导演：肯尼思·布拉纳,类型：剧情 动作 惊悚
豆瓣2014评分最低的外语电影,7,诺亚方舟：创世之旅,[6959152](https://movie.douban.com/subject/6959152/),5.9,导演：达伦·阿伦诺夫斯基,类型：动作 冒险 灾难
豆瓣2014评分最低的外语电影,8,庞贝末日,[2083735](https://movie.douban.com/subject/2083735/),6.2,导演：保罗·安德森,类型：动作 爱情 冒险 灾难
豆瓣2014评分最低的外语电影,9,300勇士：帝国崛起,[3148089](https://movie.douban.com/subject/3148089/),6.4,导演：诺姆·穆罗,类型：剧情 动作 历史 战争
豆瓣2014评分最低的外语电影,10,宙斯之子：赫拉克勒斯,[3157583](https://movie.douban.com/subject/3157583/),6.1,导演：布莱特·拉特纳,类型：动作 奇幻 冒险
 , , , , , , 
豆瓣2014评分最低的华语电影,1,放手爱,[24163542](https://movie.douban.com/subject/24163542/),2.3,导演：张敏,类型：喜剧 爱情
豆瓣2014评分最低的华语电影,2,冰封：重生之门,[6973460](https://movie.douban.com/subject/6973460/),4.0,导演：罗永昌,类型：喜剧 动作 奇幻
豆瓣2014评分最低的华语电影,3,白发魔女传之明月天国,[10807916](https://movie.douban.com/subject/10807916/),3.8,导演：张之亮,类型：动作 爱情 奇幻 武侠 古装
豆瓣2014评分最低的华语电影,4,西游记之大闹天宫,[5317291](https://movie.douban.com/subject/5317291/),4.4,导演：郑保瑞,类型：动作 奇幻
豆瓣2014评分最低的华语电影,5,小时代3：刺金时代,[24847340](https://movie.douban.com/subject/24847340/),4.8,导演：郭敬明,类型：剧情 喜剧 爱情
豆瓣2014评分最低的华语电影,6,整容日记,[11614603](https://movie.douban.com/subject/11614603/),4.7,导演：林爱华,类型：喜剧 爱情
豆瓣2014评分最低的华语电影,7,四大名捕大结局,[10604893](https://movie.douban.com/subject/10604893/),5.2,导演：陈嘉上 秦小珍,类型：动作 爱情 悬疑 武侠 古装
豆瓣2014评分最低的华语电影,8,临时同居,[25831326](https://movie.douban.com/subject/25831326/),5.1,导演：卓韵芝,类型：喜剧 爱情
豆瓣2014评分最低的华语电影,9,一生一世,[25713408](https://movie.douban.com/subject/25713408/),5.3,导演：邹佡,类型：爱情
豆瓣2014评分最低的华语电影,10,京城81号,[20513061](https://movie.douban.com/subject/20513061/),4.8,导演：叶伟民,类型：剧情 悬疑 恐怖
 , , , , , , 
豆瓣2014年度电影原声,1,后会无期,[25805741](https://movie.douban.com/subject/25805741/),7.2,导演：韩寒,类型：剧情
豆瓣2014年度电影原声,2,星际穿越,[1889243](https://movie.douban.com/subject/1889243/),9.4,导演：克里斯托弗·诺兰,类型：剧情 科幻 冒险
豆瓣2014年度电影原声,3,银河护卫队,[7065154](https://movie.douban.com/subject/7065154/),8.1,导演：詹姆斯·古恩,类型：动作 科幻 冒险
豆瓣2014年度电影原声,4,醉乡民谣,[6887029](https://movie.douban.com/subject/6887029/),8.1,导演：伊桑·科恩 乔尔·科恩,类型：剧情 音乐
豆瓣2014年度电影原声,5,冰雪奇缘,[4202982](https://movie.douban.com/subject/4202982/),8.4,导演：克里斯·巴克 珍妮弗·李,类型：喜剧 动画 奇幻 歌舞
豆瓣2014年度电影原声,6,她,[6722879](https://movie.douban.com/subject/6722879/),8.4,导演：斯派克·琼斯,类型：剧情 爱情 科幻
豆瓣2014年度电影原声,7,再次出发之纽约遇见你,[6874403](https://movie.douban.com/subject/6874403/),8.6,导演：约翰·卡尼,类型：喜剧 爱情 音乐
豆瓣2014年度电影原声,8,布达佩斯大饭店,[11525673](https://movie.douban.com/subject/11525673/),8.9,导演：韦斯·安德森,类型：剧情 喜剧 冒险
豆瓣2014年度电影原声,9,少年时代,[2209575](https://movie.douban.com/subject/2209575/),8.5,导演：理查德·林克莱特,类型：剧情 家庭
豆瓣2014年度电影原声,10,唯爱永生,[5265471](https://movie.douban.com/subject/5265471/),7.6,导演：吉姆·贾木许,类型：剧情 爱情 奇幻
 , , , , , , 
豆瓣2015最值得期待的电影,1,复仇者联盟2：奥创纪元,[10741834](https://movie.douban.com/subject/10741834/),7.5,导演：乔斯·韦登,类型：动作 科幻 奇幻 冒险
豆瓣2015最值得期待的电影,2,五十度灰,[24840488](https://movie.douban.com/subject/24840488/),5.6,导演：萨姆·泰勒·约翰逊,类型：剧情 爱情 情色
豆瓣2015最值得期待的电影,3,狼图腾,[3993588](https://movie.douban.com/subject/3993588/),6.9,导演：让-雅克·阿诺,类型：剧情 冒险
豆瓣2015最值得期待的电影,4,有一个地方只有我们知道,[25858759](https://movie.douban.com/subject/25858759/),4.9,导演：徐静蕾,类型：爱情
豆瓣2015最值得期待的电影,5,木星上行,[5154799](https://movie.douban.com/subject/5154799/),5.5,导演：莉莉·沃卓斯基 拉娜·沃卓斯基,类型：动作 科幻 冒险
豆瓣2015最值得期待的电影,6,圣杯骑士,[6966617](https://movie.douban.com/subject/6966617/),6.0,导演：泰伦斯·马力克,类型：剧情 爱情
豆瓣2015最值得期待的电影,7,小王子,[20645098](https://movie.douban.com/subject/20645098/),8.3,导演：马克·奥斯本,类型：动画 奇幻
豆瓣2015最值得期待的电影,8,道士下山,[24879839](https://movie.douban.com/subject/24879839/),5.5,导演：陈凯歌,类型：喜剧 动作 奇幻 古装
豆瓣2015最值得期待的电影,9,许三观,[11540651](https://movie.douban.com/subject/11540651/),7.4,导演：河正宇,类型：剧情 家庭
豆瓣2015最值得期待的电影,10,小黄人大眼萌,[11624706](https://movie.douban.com/subject/11624706/),7.8,导演：凯尔·巴尔达 皮埃尔·柯芬,类型：喜剧 动画
