Index,Group 分榜,Rank 排名,Title 电影,Score 打分,Region 地区,Genre 类型,Staff 人员
93,豆瓣2018评分最高的欧洲电影,6,24帧,8.40,伊朗 法国, ,阿巴斯·基亚罗斯塔米
94,豆瓣2018评分最高的欧洲电影,7,冷战,7.90,波兰 法国 英国, ,帕维乌·帕夫利科夫斯基 / 尤安娜·库里克 / 托马斯·科特
95,豆瓣2018评分最高的欧洲电影,8,喜欢，轻吻，快跑,7.80,法国, ,克里斯托夫·奥诺雷 / 文森特·拉科斯特 / 皮埃尔·德隆尚
96,豆瓣2018评分最高的欧洲电影,9,方形,7.70,瑞典 德国 法国 丹麦, ,鲁本·奥斯特伦德 / 克拉斯·邦 / 伊丽莎白·莫斯
97,豆瓣2018评分最高的欧洲电影,10,盛夏,7.90,俄罗斯 法国, ,基里尔·谢列布连尼科夫 / 刘台午 / 伊琳娜·斯达申鲍姆
98, , , , , , , 
99,豆瓣2018年度LGBT电影,1,爱你，西蒙,8.30,美国, ,格里格·伯兰蒂 / 尼克·罗宾森 / 詹妮弗·加纳
100,豆瓣2018年度LGBT电影,2,上帝之国,8.40,英国, ,弗朗西斯·李 / 乔什·奥康纳 / 亚力克·塞克雷亚努
101,豆瓣2018年度LGBT电影,3,喜欢，轻吻，快跑,7.80,法国, ,克里斯托夫·奥诺雷 / 文森特·拉科斯特 / 皮埃尔·德隆尚
102,豆瓣2018年度LGBT电影,4,换季期,7.70,韩国, ,李东恩 / 裴宗玉 / 李源根
103,豆瓣2018年度LGBT电影,5,好朋友,7.60,荷兰, ,艾伦·斯密特 / 马吉德·马多 / 乔舒亚·斯特拉多斯基
104,豆瓣2018年度LGBT电影,6,我的冠军男友,7.40,瑞士, ,马塞尔·吉斯莱 / 麦克斯·胡巴赫 / 艾伦·阿尔塔拉斯
105,豆瓣2018年度LGBT电影,7,怪奇秀,7.60,美国, ,楚蒂·斯泰勒 / 埃里克斯·劳瑟 / 阿比盖尔·布雷斯林
106,豆瓣2018年度LGBT电影,8,快乐王子,7.30,英国 比利时 意大利 德国, ,鲁伯特·艾弗雷特 / 鲁伯特·艾弗雷特 / 科林·费尔斯
107,豆瓣2018年度LGBT电影,9,妮娜,7.00,波兰, ,欧嘉·查达斯 / 朱莉娅·基乔斯卡 / 伊莱扎·莱辛姆波
108,豆瓣2018年度LGBT电影,10,梦呓雨林,7.40,墨西哥 荷兰, ,埃内斯托·孔特雷拉斯 / 费尔南多·阿尔瓦雷斯·雷贝尔 / 何塞·曼纽尔·庞瑟里斯
109, , , , , , , 
110,豆瓣2018评分最高的喜剧片,1,我不是药神,9.00,中国大陆, ,文牧野 / 徐峥 / 王传君
111,豆瓣2018评分最高的喜剧片,2,大佛普拉斯,8.70,中国台湾, ,黄信尧 / 庄益增 / 陈竹升
112,豆瓣2018评分最高的喜剧片,3,摄影机不要停！,8.20,日本, ,上田慎一郎 / 滨津隆之 / 真鱼
113,豆瓣2018评分最高的喜剧片,4,巴斯特·斯克鲁格斯的歌谣,8.50,美国, ,伊桑·科恩 / 哈利·米尔林 / 佐伊·卡赞
114,豆瓣2018评分最高的喜剧片,5,无名之辈,8.00,中国大陆, ,饶晓志 / 陈建斌 / 任素汐
115,豆瓣2018评分最高的喜剧片,6,灾难艺术家,7.50,美国, ,詹姆斯·弗兰科 / 詹姆斯·弗兰科 / 戴夫·弗兰科
116,豆瓣2018评分最高的喜剧片,7,死侍2：我爱我家,7.30,美国, ,大卫·雷奇 / 瑞安·雷诺兹 / 乔什·布洛林
117,豆瓣2018评分最高的喜剧片,8,嗝嗝老师,7.40,印度, ,西达夫·马贺拉 / 拉妮·玛克赫吉 / 内拉吉·卡比
118,豆瓣2018评分最高的喜剧片,9,妈妈咪呀2,6.90,英国 美国, ,欧·帕克 / 莉莉·詹姆斯 / 阿曼达·塞弗里德
119,豆瓣2018评分最高的喜剧片,10,一出好戏,7.10,中国大陆, ,黄渤 / 黄渤 / 舒淇
120, , , , , , , 
121,豆瓣2018评分最高的爱情片,1,爱你，西蒙,8.30,美国, ,格里格·伯兰蒂 / 尼克·罗宾森 / 詹妮弗·加纳
122,豆瓣2018评分最高的爱情片,2,现在去见你,8.30,韩国, ,李章焄 / 苏志燮 / 孙艺珍
123,豆瓣2018评分最高的爱情片,3,上帝之国,8.40,英国, ,弗朗西斯·李 / 乔什·奥康纳 / 亚力克·塞克雷亚努
124,豆瓣2018评分最高的爱情片,4,阿德尔曼夫妇,8.30,法国 比利时, ,尼古拉斯·贝多斯 / 多莉亚·蒂利耶 / 尼古拉斯·贝多斯
125,豆瓣2018评分最高的爱情片,5,爱在记忆消逝前,8.10,意大利 法国, ,保罗·维尔齐 / 海伦·米伦 / 唐纳德·萨瑟兰
126,豆瓣2018评分最高的爱情片,6,马斯顿教授与神奇女侠,7.90,美国, ,安吉拉·罗宾森 / 卢克·伊万斯 / 丽贝卡·豪尔
127,豆瓣2018评分最高的爱情片,7,无问西东,7.50,中国大陆, ,李芳芳 / 章子怡 / 黄晓明
128,豆瓣2018评分最高的爱情片,8,江湖儿女,7.60,中国大陆 法国 日本, ,贾樟柯 / 赵涛 / 廖凡
129,豆瓣2018评分最高的爱情片,9,魅影缝匠,7.50,美国 英国, ,保罗·托马斯·安德森 / 丹尼尔·戴-刘易斯 / 薇姬·克里普斯
130,豆瓣2018评分最高的爱情片,10,水形物语,7.20,美国 加拿大 墨西哥, ,吉尔莫·德尔·托罗 / 莎莉·霍金斯 / 道格·琼斯
131, , , , , , , 
132,豆瓣2018评分最高的科幻/动作片,1,头号玩家,8.60,美国, ,史蒂文·斯皮尔伯格 / 泰伊·谢里丹 / 奥利维亚·库克
133,豆瓣2018评分最高的科幻/动作片,2,复仇者联盟3：无限战争,8.10,美国, ,安东尼·罗素 / 小罗伯特·唐尼 / 克里斯·海姆斯沃斯
134,豆瓣2018评分最高的科幻/动作片,3,海王,7.60,美国 澳大利亚, ,温子仁 / 杰森·莫玛 / 安珀·赫德
135,豆瓣2018评分最高的科幻/动作片,4,升级,8.20,美国 澳大利亚, ,雷·沃纳尔 / 罗根·马歇尔-格林 / 梅拉里·沃列何
136,豆瓣2018评分最高的科幻/动作片,5,死侍2：我爱我家,7.30,美国, ,大卫·雷奇 / 瑞安·雷诺兹 / 乔什·布洛林
137,豆瓣2018评分最高的科幻/动作片,6,毒液：致命守护者,7.20,美国 中国大陆, ,鲁本·弗雷斯彻 / 汤姆·哈迪 / 米歇尔·威廉姆斯
138,豆瓣2018评分最高的科幻/动作片,7,蚁人2：黄蜂女现身,7.20,美国, ,佩顿·里德 / 保罗·路德 / 伊万杰琳·莉莉
139,豆瓣2018评分最高的科幻/动作片,8,湮灭,7.20,美国 英国, ,亚历克斯·加兰 / 娜塔莉·波特曼 / 詹妮弗·杰森·李
140,豆瓣2018评分最高的科幻/动作片,9,星球大战8：最后的绝地武士,7.10,美国, ,莱恩·约翰逊 / 马克·哈米尔 / 凯丽·费雪
141,豆瓣2018评分最高的科幻/动作片,10,勇敢者游戏：决战丛林,6.80,美国 印度 加拿大 英国 澳大利亚 德国, ,杰克·卡斯丹 / 道恩·强森 / 凯文·哈特
142, , , , , , , 
143,豆瓣2018评分最高的恐怖/惊悚片,1,网络谜踪,8.50,美国 俄罗斯, ,阿尼什·查甘蒂 / 约翰·赵 / 米切尔·拉
144,豆瓣2018评分最高的恐怖/惊悚片,2,解除好友2：暗网,7.90,美国, ,斯蒂芬·苏斯科 / 科林·伍德尔 / 斯蒂芬妮·诺格拉斯
145,豆瓣2018评分最高的恐怖/惊悚片,3,此房是我造,7.40,丹麦 法国 瑞典 德国 比利时 突尼斯, ,拉斯·冯·提尔 / 马特·狄龙 / 布鲁诺·冈茨
146,豆瓣2018评分最高的恐怖/惊悚片,4,寄宿学校,7.30,美国, ,鲍兹·亚金 / 卢克·普拉尔 / 斯特林·杰里斯
147,豆瓣2018评分最高的恐怖/惊悚片,5,马柔本宅秘事,7.60,西班牙 美国, ,塞尔希奥·G·桑切斯 / 乔治·麦凯 / 安雅·泰勒-乔伊
148,豆瓣2018评分最高的恐怖/惊悚片,6,遗传厄运,7.30,美国, ,阿里·艾斯特 / 亚历克斯·沃尔夫 / 加布里埃尔·伯恩
149,豆瓣2018评分最高的恐怖/惊悚片,7,鬼故事,7.20,英国, ,杰瑞米·德桑 / 安迪·尼曼 / 马丁·弗瑞曼
150,豆瓣2018评分最高的恐怖/惊悚片,8,噩梦娃娃屋,7.30,法国 加拿大, ,巴斯卡·劳吉哈 / 克里斯塔尔·里德 / 玛莲·法莫
151,豆瓣2018评分最高的恐怖/惊悚片,9,诡怪疑云,6.70,阿根廷, ,德米安·鲁格纳 / 马克西米利亚诺·吉安尼 / 诺贝托·冈萨罗
152,豆瓣2018评分最高的恐怖/惊悚片,10,寂静之地,6.30,美国, ,约翰·卡拉辛斯基 / 艾米莉·布朗特 / 约翰·卡拉辛斯基
153, , , , , , , 
154,豆瓣2018评分最高的动画片,1,犬之岛,8.20,德国 日本 美国 英国, ,韦斯·安德森 / 布莱恩·克兰斯顿 / 爱德华·诺顿
155,豆瓣2018评分最高的动画片,2,无敌破坏王2：大闹互联网,8.00,美国, ,菲尔·约翰斯顿 / 约翰·C·赖利 / 萨拉·西尔弗曼
156,豆瓣2018评分最高的动画片,3,养家之人,8.30,爱尔兰 加拿大 卢森堡 美国 英国 法国, ,诺拉·托梅 / 莎拉·乔德利 / 索玛·查亚
157,豆瓣2018评分最高的动画片,4,大坏狐狸的故事,8.30,法国 比利时 美国, ,本杰明·雷内 / 纪尧姆·达尔诺 / 席琳·荣特
158,豆瓣2018评分最高的动画片,5,克里斯托弗·罗宾,8.10,美国, ,马克·福斯特 / 伊万·麦克格雷格 / 海莉·阿特维尔
159,豆瓣2018评分最高的动画片,6,超人总动员2,7.80,美国, ,布拉德·伯德 / 格雷格·T·尼尔森 / 霍利·亨特
160,豆瓣2018评分最高的动画片,7,雪怪大冒险,7.30,美国, ,凯瑞·柯克帕特里克 / 查宁·塔图姆 / 詹姆斯·柯登
161,豆瓣2018评分最高的动画片,8,比得兔,7.00,美国 英国 澳大利亚, ,威尔·古勒 / 詹姆斯·柯登 / 多姆纳尔·格里森
162,豆瓣2018评分最高的动画片,9,公牛历险记,7.20,美国, ,卡洛斯·沙尔丹哈 / 约翰·塞纳 / 凯特·麦克金农
163,豆瓣2018评分最高的动画片,10,大世界,6.90,中国大陆, ,刘健 / 朱昌龙 / 曹寇
164, , , , , , , 
165,豆瓣2018评分最高的纪录片,1,人生果实,8.40,日本, ,伏原健之 / 津端修一 / 津端英子
166,豆瓣2018评分最高的纪录片,2,那天，大海,9.30,韩国, ,金智永 / 郑雨盛
167,豆瓣2018评分最高的纪录片,3,日本之耻,9.20,英国, ,埃里卡·詹金 / 伊藤诗织
168,豆瓣2018评分最高的纪录片,4,坂本龙一：终曲,8.60,日本 美国, ,史蒂芬·野村·斯奇博 / 坂本龙一
169,豆瓣2018评分最高的纪录片,5,天才之击,9.30,美国, ,安德鲁·道格拉斯 / 罗杰·费德勒 / 拉斐尔·纳达尔
170,豆瓣2018评分最高的纪录片,6,珠峰清道夫,9.00,尼泊尔, ,玛丽娜·马丁斯 / 纳格尔·夏尔巴 / 查克拉·B·卡基
171,豆瓣2018评分最高的纪录片,7,大法官金斯伯格,9.50,美国, ,朱莉·科昂 / 鲁斯·巴德·金斯伯格 / 比尔·克林顿
172,豆瓣2018评分最高的纪录片,8,尖端医疗的真相,9.10,澳大利亚 美国, ,科比·迪克 / Robert Bridges / Angie Firmalino
173,豆瓣2018评分最高的纪录片,9,阿尔法围棋,8.90,美国, ,格雷格·科斯 / Demis Hassabis / David Silver
174,豆瓣2018评分最高的纪录片,10,舞者,8.90,英国 俄罗斯 乌克兰 美国, ,史蒂文·坎托 / 谢尔盖·波卢宁 / 大卫·拉切贝尔
175, , , , , , , 
176,豆瓣2018评分最高的短片,1,女主角,8.70,英国, ,杰西卡·斯维尔 / 凯瑟琳·塔特 / 杰玛·阿特登
177,豆瓣2018评分最高的短片,2,负空间,8.70,法国, ,马克斯·波特 / 艾伯特·伯尼
178,豆瓣2018评分最高的短片,3,反叛的童谣,8.70,英国, ,扬·拉豪尔 / 罗伯·布莱顿 / 露丝·莱斯利
179,豆瓣2018评分最高的短片,4,欢迎回家,8.60,美国, ,斯派克·琼斯 / 小枝女孩
180,豆瓣2018评分最高的短片,5,艾玛,8.50,法国, ,朱莉·戈蒂埃 / 朱莉·戈蒂埃
181,豆瓣2018评分最高的短片,6,游子吟,8.00,中国大陆, ,彭擎政 / 王衡 / 武向彤
182,豆瓣2018评分最高的短片,7,驯兔记,8.00,中国大陆, ,陈静 / 卢思宇 / 马元
183,豆瓣2018评分最高的短片,8,今夕何夕2,8.40,美国, ,唐·赫兹菲尔德 / 朱丽亚·波特 / 薇诺娜·梅
184,豆瓣2018评分最高的短片,9,花园派对,8.10,法国, ,维克多·凯尔
185,豆瓣2018评分最高的短片,10,牵牛花与加濑同学。,8.10,日本, ,佐藤卓哉 / 高桥未奈美 / 佐仓绫音
186, , , , , , , 
187,豆瓣2018年度电影原声,1,波西米亚狂想曲,8.60,英国 美国, ,布莱恩·辛格 / 拉米·马雷克 / 本·哈迪
188,豆瓣2018年度电影原声,2,魅影缝匠,7.50,美国 英国, ,保罗·托马斯·安德森 / 丹尼尔·戴-刘易斯 / 薇姬·克里普斯
189,豆瓣2018年度电影原声,3,你从未在此,6.90,英国 法国 美国, ,琳恩·拉姆塞 / 华金·菲尼克斯 / 叶卡特琳娜·萨姆索诺夫
190,豆瓣2018年度电影原声,4,一个明星的诞生,7.40,美国, ,布莱德利·库珀 /  / 布莱德利·库珀
191,豆瓣2018年度电影原声,5,阴风阵阵,6.80,意大利 美国, ,卢卡·瓜达尼诺 / 达科塔·约翰逊 / 蒂尔达·斯文顿
192,豆瓣2018年度电影原声,6,犬之岛,8.20,德国 日本 美国 英国, ,韦斯·安德森 / 布莱恩·克兰斯顿 / 爱德华·诺顿
193,豆瓣2018年度电影原声,7,登月第一人,7.70,美国 日本, ,达米恩·查泽雷 / 瑞恩·高斯林 / 克莱尔·芙伊
194,豆瓣2018年度电影原声,8,巴斯特·斯克鲁格斯的歌谣,8.50,美国, ,伊桑·科恩 / 哈利·米尔林 / 佐伊·卡赞
195,豆瓣2018年度电影原声,9,头号玩家,8.60,美国, ,史蒂文·斯皮尔伯格 / 泰伊·谢里丹 / 奥利维亚·库克
196,豆瓣2018年度电影原声,10,黑豹,6.50,美国 南非, ,瑞恩·库格勒 / 查德维克·博斯曼 / 露皮塔·尼永奥
197, , , , , , , 
198,豆瓣2018每月最热门电影,1,无问西东,7.50,中国大陆, ,李芳芳 / 章子怡 / 黄晓明
199,豆瓣2018每月最热门电影,2,红海行动,8.20,中国大陆 中国香港, ,林超贤 / 张译 / 黄景瑜
200,豆瓣2018每月最热门电影,3,三块广告牌,8.70,英国 美国, ,马丁·麦克唐纳 / 弗兰西斯·麦克多蒙德 / 伍迪·哈里森
201,豆瓣2018每月最热门电影,4,头号玩家,8.60,美国, ,史蒂文·斯皮尔伯格 / 泰伊·谢里丹 / 奥利维亚·库克
202,豆瓣2018每月最热门电影,5,复仇者联盟3：无限战争,8.10,美国, ,安东尼·罗素 / 小罗伯特·唐尼 / 克里斯·海姆斯沃斯
203,豆瓣2018每月最热门电影,6,侏罗纪世界2,6.60,美国, ,J·A·巴亚纳 / 克里斯·帕拉特 / 布莱丝·达拉斯·霍华德
204,豆瓣2018每月最热门电影,7,我不是药神,9.00,中国大陆, ,文牧野 / 徐峥 / 王传君
205,豆瓣2018每月最热门电影,8,一出好戏,7.10,中国大陆, ,黄渤 / 黄渤 / 舒淇
