Index,Group 分榜,Rank 排名,Title 电影,Score 打分,Region 地区,Genre 类型,Staff 人员
53,豆瓣2022评分最高爱情片,3,世界上最糟糕的人,7.90,挪威 法国 瑞典 丹麦, ,约阿希姆·提尔 / 雷娜特·赖因斯夫 / 安德斯·丹尼尔森·李
54,豆瓣2022评分最高爱情片,4,还是觉得你最好,7.30,中国香港, ,陈咏燊 / 黄子华 / 邓丽欣
55,豆瓣2022评分最高爱情片,5,沼泽深处的女孩,7.50,美国, ,奥利维亚·纽曼 / 黛西·埃德加-琼斯 / 泰勒·约翰·史密斯
56, , , , , , , 
57,豆瓣2022评分最高恐怖/惊悚片,1,珀尔,7.40,加拿大 新西兰 美国, ,缇·威斯特 / 米娅·高斯 / 大卫·科伦斯韦
58,豆瓣2022评分最高恐怖/惊悚片,2,你不会孤单,7.10,英国 塞尔维亚 澳大利亚, ,戈兰·斯托列夫斯基 / 劳米·拉佩斯 / 萨拉·克利莫斯卡
59,豆瓣2022评分最高恐怖/惊悚片,3,咒,6.90,中国台湾, ,柯孟融 / 蔡亘晏 / 黄歆庭
60,豆瓣2022评分最高恐怖/惊悚片,4,不,6.80,美国 日本 加拿大, ,乔丹·皮尔 / 丹尼尔·卡卢亚 / 柯柯·帕尔莫
61,豆瓣2022评分最高恐怖/惊悚片,5,野蛮人,6.80,美国, ,扎克·克雷格 / 乔治娜·坎贝尔 / 比尔·斯卡斯加德
62, , , , , , , 
63,豆瓣2022评分最高动画片,1,蜡笔小新：谜团！花之天下春日部学院,9.00,日本, ,高桥涉 / 小林由美子 / 林玉绪
64,豆瓣2022评分最高动画片,2,青春变形记,8.20,美国, ,石之予 / 姜晋安 / 吴珊卓
65,豆瓣2022评分最高动画片,3,咒术回战 0,8.30,日本, ,朴性厚 / 绪方惠美 / 花泽香菜
66,豆瓣2022评分最高动画片,4,逃亡,8.10,丹麦 瑞典 挪威 法国 美国 斯洛文尼亚 爱沙尼亚 西班牙 意大利 芬兰, ,乔纳斯·波赫·拉斯穆森 / Daniel Karimyar / Fardin Mijdzadeh
67,豆瓣2022评分最高动画片,5,渔港的肉子酱,8.10,日本, ,渡边步 / 大竹忍 / 木村心美
68, , , , , , , 
69,豆瓣2022评分最高纪录片,1,登山家,9.30,美国, ,彼得·莫蒂默 / 马克·安德烈·莱克莱尔 / 彼得·莫蒂默
70,豆瓣2022评分最高纪录片,2,泰国洞穴救援,9.10,美国, ,金国威 / 班查·杜里雅蓬特 / 阿帕科恩·尤孔卡尤
71,豆瓣2022评分最高纪录片,3,火山挚恋,9.00,美国 加拿大, ,萨拉·多萨 / 卡蒂娅·克拉夫特 / 莫里斯·克拉夫特
72,豆瓣2022评分最高纪录片,4,回到太空,8.60,美国, ,伊丽莎白·柴·瓦沙瑞莉 / 伊隆·马斯克
73,豆瓣2022评分最高纪录片,5,Tinder诈骗王,8.20,英国, ,菲丽希缇·莫里斯 / Kristoffer Kumar / Cecilie Fjellhøy
74, , , , , , , 
75,豆瓣中国动画百年评分最高华语动画片,1,大闹天宫,9.40,中国大陆, ,万籁鸣 / 邱岳峰 / 富润生
76,豆瓣中国动画百年评分最高华语动画片,2,哪吒闹海,9.20,中国大陆, ,王树忱 / 梁正晖 / 邱岳峰
77,豆瓣中国动画百年评分最高华语动画片,3,天书奇谭,9.20,中国大陆, ,王树忱 / 丁建华 / 毕克
78,豆瓣中国动画百年评分最高华语动画片,4,麦兜故事,8.60,中国香港, ,袁建滔 / 李晋纬 / 林海峰
79,豆瓣中国动画百年评分最高华语动画片,5,哪吒之魔童降世,8.40,中国大陆, ,饺子 / 吕艳婷 / 囧森瑟夫
80,豆瓣中国动画百年评分最高华语动画片,6,葫芦兄弟,8.90,中国大陆, ,胡进庆
81,豆瓣中国动画百年评分最高华语动画片,7,宝莲灯,8.50,中国大陆, ,常光希 / 姜文 / 徐帆
82,豆瓣中国动画百年评分最高华语动画片,8,魁拔Ⅲ战神崛起,8.60,中国大陆, ,王川 / 刘婧荦 / 姚姝
83,豆瓣中国动画百年评分最高华语动画片,9,西游记之大圣归来,8.30,中国大陆, ,田晓鹏 / 张磊 / 林子杰
84,豆瓣中国动画百年评分最高华语动画片,10,雄狮少年,8.30,中国大陆, ,孙海鹏 / 大昕 / 大雄
85, , , , , , , 
86,豆瓣香港回归25周年评分最高香港电影,1,无间道,9.30,中国香港, ,刘伟强 / 刘德华 / 梁朝伟
87,豆瓣香港回归25周年评分最高香港电影,2,喜剧之王,8.80,中国香港, ,周星驰 / 周星驰 / 张柏芝
88,豆瓣香港回归25周年评分最高香港电影,3,枪火,8.80,中国香港, ,杜琪峰 / 吴镇宇 / 任达华
89,豆瓣香港回归25周年评分最高香港电影,4,花样年华,8.80,中国香港, ,王家卫 / 梁朝伟 / 张曼玉
90,豆瓣香港回归25周年评分最高香港电影,5,岁月神偷,8.70,中国香港 中国大陆, ,罗启锐 / 吴君如 / 任达华
91,豆瓣香港回归25周年评分最高香港电影,6,暗战,8.60,中国香港, ,杜琪峰 / 刘德华 / 刘青云
92,豆瓣香港回归25周年评分最高香港电影,7,麦兜故事,8.60,中国香港, ,袁建滔 / 李晋纬 / 林海峰
93,豆瓣香港回归25周年评分最高香港电影,8,天水围的日与夜,8.70,中国香港, ,许鞍华 / 鲍起静 / 陈丽云
94,豆瓣香港回归25周年评分最高香港电影,9,神探,8.50,中国香港, ,杜琪峰 / 刘青云 / 安志杰
95,豆瓣香港回归25周年评分最高香港电影,10,桃姐,8.40,中国香港, ,许鞍华 / 叶德娴 / 刘德华
96, , , , , , , 
97,豆瓣2022年上映10周年电影,1,少年派的奇幻漂流,9.10,美国 中国台湾 英国 加拿大, ,李安 / 苏拉·沙玛 / 伊尔凡·可汗
98,豆瓣2022年上映10周年电影,2,人再囧途之泰囧,7.50,中国大陆, ,徐峥 / 徐峥 / 王宝强
99,豆瓣2022年上映10周年电影,3,蝙蝠侠：黑暗骑士崛起,8.90,美国 英国, ,克里斯托弗·诺兰 / 克里斯蒂安·贝尔 / 汤姆·哈迪
100,豆瓣2022年上映10周年电影,4,复仇者联盟,8.30,美国, ,乔斯·韦登 / 小罗伯特·唐尼 / 克里斯·埃文斯
101,豆瓣2022年上映10周年电影,5,被解救的姜戈,8.80,美国, ,昆汀·塔伦蒂诺 / 杰米·福克斯 / 莱昂纳多·迪卡普里奥
102,豆瓣2022年上映10周年电影,6,无敌破坏王,8.70,美国, ,瑞奇·摩尔 / 约翰·C·赖利 / 萨拉·西尔弗曼
103,豆瓣2022年上映10周年电影,7,霍比特人1：意外之旅,8.50,美国 新西兰, ,彼得·杰克逊 / 伊恩·麦克莱恩 / 马丁·弗瑞曼
104,豆瓣2022年上映10周年电影,8,云图,8.10,美国 德国 中国香港 新加坡 中国大陆 英国 西班牙, ,汤姆·提克威 / 汤姆·汉克斯 / 哈莉·贝瑞
105,豆瓣2022年上映10周年电影,9,春娇与志明,7.30,中国香港 中国大陆, ,彭浩翔 / 杨千嬅 / 余文乐
106,豆瓣2022年上映10周年电影,10,狩猎,9.10,丹麦 瑞典, ,托马斯·温特伯格 / 麦斯·米科尔森 / 托玛斯·博·拉森
107, , , , , , , 
108,豆瓣2022年上映20周年电影,1,无间道,9.30,中国香港, ,刘伟强 / 刘德华 / 梁朝伟
109,豆瓣2022年上映20周年电影,2,猫鼠游戏,9.10,美国 加拿大, ,史蒂文·斯皮尔伯格 / 莱昂纳多·迪卡普里奥 / 汤姆·汉克斯
110,豆瓣2022年上映20周年电影,3,指环王2：双塔奇兵,9.20,美国 新西兰, ,彼得·杰克逊 / 伊利亚·伍德 / 西恩·奥斯汀
111,豆瓣2022年上映20周年电影,4,哈利·波特与密室,8.90,英国 美国, ,克里斯·哥伦布 / 丹尼尔·雷德克里夫 / 艾玛·沃森
112,豆瓣2022年上映20周年电影,5,钢琴家,9.30,英国 法国 波兰 德国, ,罗曼·波兰斯基 / 阿德里安·布罗迪 / 托马斯·克莱舒曼
113,豆瓣2022年上映20周年电影,6,冰川时代,8.60,美国, ,卡洛斯·沙尔丹哈 / 雷·罗马诺 / 约翰·雷吉扎莫
114,豆瓣2022年上映20周年电影,7,蓝色大门,8.40,中国台湾 法国, ,易智言 / 陈柏霖 / 桂纶镁
115,豆瓣2022年上映20周年电影,8,谍影重重,8.60,美国 德国 捷克, ,道格·里曼 / 马特·达蒙 / 弗朗卡·波滕特
116,豆瓣2022年上映20周年电影,9,蜘蛛侠,8.00,美国, ,山姆·雷米 / 托比·马奎尔 / 威廉·达福
117,豆瓣2022年上映20周年电影,10,生化危机,8.30,英国 德国 法国 美国 加拿大, ,保罗·安德森 / 米拉·乔沃维奇 / 米歇尔·罗德里格兹
118, , , , , , , 
119,豆瓣2022年上映30周年电影,1,闻香识女人,9.10,美国, ,马丁·布莱斯特 / 阿尔·帕西诺 / 克里斯·奥唐纳
120,豆瓣2022年上映30周年电影,2,新龙门客栈,8.70,中国香港 中国大陆, ,李惠民 / 张曼玉 / 林青霞
121,豆瓣2022年上映30周年电影,3,武状元苏乞儿,8.20,中国香港, ,陈嘉上 / 周星驰 / 张敏
122,豆瓣2022年上映30周年电影,4,鹿鼎记,8.30,中国香港, ,王晶 / 周星驰 / 吴孟达
123,豆瓣2022年上映30周年电影,5,家有喜事,8.50,中国香港, ,高志森 / 张国荣 / 周星驰
124,豆瓣2022年上映30周年电影,6,情人,8.20,法国 英国 越南, ,让-雅克·阿诺 / 珍·玛奇 / 梁家辉
125,豆瓣2022年上映30周年电影,7,鹿鼎记2：神龙教,8.10,中国香港, ,王晶 / 周星驰 / 邱淑贞
126,豆瓣2022年上映30周年电影,8,审死官,7.90,中国香港, ,杜琪峰 / 周星驰 / 梅艳芳
127,豆瓣2022年上映30周年电影,9,落水狗,8.40,美国, ,昆汀·塔伦蒂诺 / 哈威·凯特尔 / 蒂姆·罗斯
128,豆瓣2022年上映30周年电影,10,笑傲江湖2：东方不败,8.50,中国香港, ,程小东 / 李连杰 / 林青霞
129, , , , , , , 
130,豆瓣2022年上映40周年电影,1,E.T.外星人,8.60,美国, ,史蒂文·斯皮尔伯格 / 亨利·托马斯 / 迪·沃伦斯
131,豆瓣2022年上映40周年电影,2,银翼杀手,8.60,美国, ,雷德利·斯科特 / 哈里森·福特 / 鲁格·豪尔
132,豆瓣2022年上映40周年电影,3,茶馆,9.60,中国大陆, ,谢添 / 于是之 / 郑榕
133,豆瓣2022年上映40周年电影,4,少林寺,8.30,中国大陆 中国香港, ,张鑫炎 / 李连杰 / 于海
134,豆瓣2022年上映40周年电影,5,第一滴血,8.30,美国, ,特德·科特切夫 / 西尔维斯特·史泰龙 / 理查德·克里纳
135,豆瓣2022年上映40周年电影,6,牧马人,9.10,中国大陆, ,谢晋 / 朱时茂 / 丛珊
136,豆瓣2022年上映40周年电影,7,控方证人,9.40,美国 英国, ,艾伦·吉布森 / 拉尔夫·理查德森 / 黛博拉·蔻儿
137,豆瓣2022年上映40周年电影,8,怪形,8.10,美国, ,约翰·卡朋特 / 库尔特·拉塞尔 / 威尔福德·布利姆雷
138,豆瓣2022年上映40周年电影,9,迷墙,8.80,英国, ,艾伦·帕克 / 鲍勃·吉尔道夫 / Christine Hargreaves
139,豆瓣2022年上映40周年电影,10,阳光下的罪恶,8.30,英国, ,盖伊·汉弥尔顿 / 彼得·乌斯蒂诺夫 / 玛吉·史密斯
140, , , , , , , 
141,豆瓣2022年上映50周年电影,1,教父,9.30,美国, ,弗朗西斯·福特·科波拉 / 马龙·白兰度 / 阿尔·帕西诺
142,豆瓣2022年上映50周年电影,2,猛龙过江,8.40,中国香港, ,李小龙 / 李小龙 / 苗可秀
143,豆瓣2022年上映50周年电影,3,精武门,8.50,中国香港, ,罗维 / 李小龙 / 苗可秀
144,豆瓣2022年上映50周年电影,4,巴黎最后的探戈,7.10,意大利 法国, ,贝纳尔多·贝托鲁奇 / 马龙·白兰度 / 玛利亚·施奈德
145,豆瓣2022年上映50周年电影,5,资产阶级的审慎魅力,8.20,法国 意大利 西班牙, ,路易斯·布努埃尔 / 费尔南多·雷伊 / 保罗·弗朗克尔
146,豆瓣2022年上映50周年电影,6,飞向太空,8.70,苏联, ,安德烈·塔可夫斯基 / 纳塔莉亚·邦达尔丘克 / 多纳塔斯•巴尼奥尼斯
147,豆瓣2022年上映50周年电影,7,呼喊与细语,8.60,瑞典, ,英格玛·伯格曼 / 哈里特·安德森 / 卡莉·西尔万
148,豆瓣2022年上映50周年电影,8,中国,8.70,意大利, ,米开朗基罗·安东尼奥尼 / 朱塞佩·里纳尔迪
149,豆瓣2022年上映50周年电影,9,狂凶记,7.90,英国, ,阿尔弗雷德·希区柯克 / 乔·芬奇 / 巴里·福斯特
150,豆瓣2022年上映50周年电影,10,午后之爱,8.30,法国, ,埃里克·侯麦 / 贝尔纳·维尔莱 / 祖祖
151, , , , , , , 
152,豆瓣2023最值得期待华语电影,1,宇宙探索编辑部,8.00,中国大陆, ,孔大山 / 杨皓宇 / 艾丽娅
153,豆瓣2023最值得期待华语电影,2,无名,6.60,中国大陆, ,程耳 / 梁朝伟 / 王一博
154,豆瓣2023最值得期待华语电影,3,关于我和鬼变成家人的那件事,8.10,中国台湾, ,程伟豪 / 许光汉 / 林柏宏
155,豆瓣2023最值得期待华语电影,4,坚如磐石,6.20,中国大陆, ,张艺谋 / 雷佳音 / 张国立
156,豆瓣2023最值得期待华语电影,5,风再起时,6.10,中国香港 中国大陆, ,翁子光 / 郭富城 / 梁朝伟
157,豆瓣2023最值得期待华语电影,6,超能一家人,3.60,中国大陆, ,宋阳 / 艾伦 / 沈腾
158,豆瓣2023最值得期待华语电影,7,流浪地球2,8.30,中国大陆, ,郭帆 / 吴京 / 刘德华
159,豆瓣2023最值得期待华语电影,8,热烈,7.20,中国大陆, ,大鹏 / 黄渤 / 王一博
160,豆瓣2023最值得期待华语电影,9,刺猬, ,中国大陆, ,顾长卫 / 葛优 / 王俊凯
161,豆瓣2023最值得期待华语电影,10,三个字, ,中国大陆, ,娄烨 / 易烊千玺 / 秦昊
162, , , , , , , 
163,豆瓣2023最值得期待外语电影,1,海王2：失落的王国,6.60,美国, ,温子仁 / 杰森·莫玛 / 帕特里克·威尔森
164,豆瓣2023最值得期待外语电影,2,你想活出怎样的人生,7.80,日本, ,宫崎骏 / 山时聪真 / 菅田将晖
165,豆瓣2023最值得期待外语电影,3,银河护卫队3,8.40,美国, ,詹姆斯·古恩 / 克里斯·帕拉特 / 佐伊·索尔达娜
166,豆瓣2023最值得期待外语电影,4,速度与激情10,6.10,美国, ,路易斯·莱特里尔 / 范·迪塞尔 / 米歇尔·罗德里格兹
167,豆瓣2023最值得期待外语电影,5,蜘蛛侠：纵横宇宙,8.50,美国, ,乔伊姆·多斯·桑托斯 / 沙梅克·摩尔 / 海莉·斯坦菲尔德
168,豆瓣2023最值得期待外语电影,6,奥本海默,8.80,美国 英国, ,克里斯托弗·诺兰 / 基里安·墨菲 / 艾米莉·布朗特
169,豆瓣2023最值得期待外语电影,7,碟中谍7：致命清算（上）,7.60,美国, ,克里斯托弗·麦奎里 / 汤姆·克鲁斯 / 海莉·阿特维尔
170,豆瓣2023最值得期待外语电影,8,沙丘2, ,美国 加拿大, ,丹尼斯·维伦纽瓦 / 提莫西·查拉梅 / 赞达亚
171,豆瓣2023最值得期待外语电影,9,惊奇队长2,5.20,美国, ,尼娅·达科斯塔 / 布丽·拉尔森 / 泰柔娜·派丽丝
172,豆瓣2023最值得期待外语电影,10,闪电侠,7.70,美国 加拿大 澳大利亚 新西兰, ,安德斯·穆斯切蒂 / 埃兹拉·米勒 / 本·阿弗莱克
