Index,Group 分榜,Rank 排名,Title 电影,Score 打分,Region 地区,Genre 类型,Staff 人员
47,豆瓣2020评分最高韩国电影,4,担保,7.80,韩国, ,康大奎 / 成东日 / 河智苑
48,豆瓣2020评分最高韩国电影,5,天衣无缝的她,7.70,韩国, ,许仁茂 / 罗文姬 / 金秀安
49,豆瓣2020评分最高韩国电影,6,老妇人,7.70,韩国, ,林善爱 / 芮秀贞 / 奇周峯
50,豆瓣2020评分最高韩国电影,7,无声,7.40,韩国, ,洪宜廷 / 刘亚仁 / 刘在明
51,豆瓣2020评分最高韩国电影,8,从邪恶中拯救我,7.30,韩国, ,洪元灿 / 黄政民 / 李政宰
52,豆瓣2020评分最高韩国电影,9,逃走的女人,7.20,韩国, ,洪常秀 / 金敏喜 / 徐永嬅
53,豆瓣2020评分最高韩国电影,10,福冈,7.40,韩国 日本, ,张律 / 尹宰文 / 权海骁
54, , , , , , , 
55,豆瓣2020评分最高喜剧片,1,乔乔的异想世界,8.30,美国 捷克 新西兰, ,塔伊加·维迪提 / 罗曼·格里芬·戴维斯 / 托马辛·麦肯齐
56,豆瓣2020评分最高喜剧片,2,绅士们,8.30,英国 美国, ,盖·里奇 / 马修·麦康纳 / 查理·汉纳姆
57,豆瓣2020评分最高喜剧片,3,好梦一日游,8.10,法国 比利时, ,尼古拉斯·贝多斯 / 丹尼尔·奥特伊 / 吉约姆·卡内
58,豆瓣2020评分最高喜剧片,4,默片解说员,7.70,日本, ,周防正行 / 成田凌 / 黑岛结菜
59,豆瓣2020评分最高喜剧片,5,半个喜剧,7.30,中国大陆, ,周申 / 任素汐 / 吴昱翰
60, , , , , , , 
61,豆瓣2020评分最高爱情片,1,小妇人,8.00,美国, ,格蕾塔·葛韦格 / 西尔莎·罗南 / 艾玛·沃森
62,豆瓣2020评分最高爱情片,2,剧场,7.80,日本, ,行定勋 / 山崎贤人 / 松冈茉优
63,豆瓣2020评分最高爱情片,3,希望沟壑,8.20,英国, ,威廉姆·尼克尔森 / 安妮特·贝宁 / 比尔·奈伊
64,豆瓣2020评分最高爱情片,4,温蒂妮,7.40,德国 法国, ,克里斯蒂安·佩措尔德 / 葆拉·贝尔 / 弗兰茨·罗戈夫斯基
65,豆瓣2020评分最高爱情片,5,从宫本到你,7.20,日本, ,真利子哲也 / 池松壮亮 / 苍井优
66, , , , , , , 
67,豆瓣2020评分最高LGBT片,1,真心半解,8.00,美国, ,伍思薇 / 莉娅·刘易斯 / 丹尼尔·迪默
68,豆瓣2020评分最高LGBT片,2,致允熙,8.30,韩国, ,任大炯 / 金喜爱 / 中村优子
69,豆瓣2020评分最高LGBT片,3,与爱同居之永恒的爱,8.30,泰国, ,Tee Sintanaparadee / 苏帕西·宗澈瓦 / 卡纳吾·翟彼帕塔纳朋
70,豆瓣2020评分最高LGBT片,4,再见，妈妈,8.20,越南, ,郑霆黎明 / 岭清 / 武田家辉
71,豆瓣2020评分最高LGBT片,5,然后我们跳了舞,7.90,瑞典 格鲁吉亚 法国, ,列万·阿金 / 列文·格尔巴赫亚尼 / 巴奇·瓦利什维利
72, , , , , , , 
73,豆瓣2020评分最高恐怖片,1,饥饿站台,7.90,西班牙, ,加尔德·加兹特鲁·乌鲁蒂亚 / 伊万·马萨格 / 佐伦·伊格
74,豆瓣2020评分最高恐怖片,2,电话,7.60,韩国, ,李聪贤 / 朴信惠 / 全钟瑞
75,豆瓣2020评分最高恐怖片,3,狩猎,7.40,美国 日本, ,克雷格·卓贝 / 贝蒂·吉尔平 / 希拉里·斯万克
76,豆瓣2020评分最高恐怖片,4,隐形人,7.10,加拿大 澳大利亚 美国, ,雷·沃纳尔 / 伊丽莎白·莫斯 / 奥利弗·杰森-科恩
77,豆瓣2020评分最高恐怖片,5,灯塔,7.30,加拿大 美国 巴西, ,罗伯特·艾格斯 / 罗伯特·帕丁森 / 威廉·达福
78, , , , , , , 
79,豆瓣2020评分最高动画片,1,疯狂原始人2,7.70,美国, ,乔尔·克劳福德 / 尼古拉斯·凯奇 / 艾玛·斯通
80,豆瓣2020评分最高动画片,2,普罗米亚,7.80,日本, ,今石洋之 / 松山研一 / 早乙女太一
81,豆瓣2020评分最高动画片,3,鸣鸟不飞：乌云密布,8.30,日本, ,牧田佳织 / 新垣樽助 / 羽多野涉
82,豆瓣2020评分最高动画片,4,1/2的魔法,7.50,美国, ,丹·斯坎隆 / 汤姆·赫兰德 / 克里斯·帕拉特
83,豆瓣2020评分最高动画片,5,数码宝贝 最后的进化,7.30,日本, ,田口智久 / 花江夏树 / 细谷佳正
84, , , , , , , 
85,豆瓣2020评分最高纪录片,1,我的章鱼老师,9.30,南非, ,皮帕·埃尔利希 / 克雷格·福斯特
86,豆瓣2020评分最高纪录片,2,蜂蜜之地,9.00,北马其顿, ,塔玛拉·科特夫斯卡 / 哈蒂兹·穆拉托娃 / 纳齐夫·穆拉托娃
87,豆瓣2020评分最高纪录片,3,美利坚女士,8.70,美国, ,拉娜·威尔森 / 泰勒·斯威夫特 / 乔·阿尔文
88,豆瓣2020评分最高纪录片,4,隐秘的爱,9.10,美国, ,克里斯·博兰 / 特里·唐纳修 / 帕特·亨舍尔
89,豆瓣2020评分最高纪录片,5,棒！少年,8.50,中国大陆, ,许慧晶 / 马虎 / 梁正双
90, , , , , , , 
91,豆瓣2020疫情期间最受关注电影,1,囧妈,5.90,中国大陆, ,徐峥 / 徐峥 / 黄梅莹
92,豆瓣2020疫情期间最受关注电影,2,肖申克的救赎,9.70,美国, ,弗兰克·德拉邦特 / 蒂姆·罗宾斯 / 摩根·弗里曼
93,豆瓣2020疫情期间最受关注电影,3,哪吒之魔童降世,8.40,中国大陆, ,饺子 / 吕艳婷 / 囧森瑟夫
94,豆瓣2020疫情期间最受关注电影,4,少年的你,8.20,中国大陆 中国香港, ,曾国祥 / 周冬雨 / 易烊千玺
95,豆瓣2020疫情期间最受关注电影,5,寄生虫,8.80,韩国, ,奉俊昊 / 宋康昊 / 李善均
96,豆瓣2020疫情期间最受关注电影,6,千与千寻,9.40,日本, ,宫崎骏 / 柊瑠美 / 入野自由
97,豆瓣2020疫情期间最受关注电影,7,我不是药神,9.00,中国大陆, ,文牧野 / 徐峥 / 王传君
98,豆瓣2020疫情期间最受关注电影,8,疯狂动物城,9.20,美国, ,拜伦·霍华德 / 金妮弗·古德温 / 杰森·贝特曼
99,豆瓣2020疫情期间最受关注电影,9,泰坦尼克号,9.50,美国 墨西哥, ,詹姆斯·卡梅隆 / 莱昂纳多·迪卡普里奥 / 凯特·温丝莱特
100,豆瓣2020疫情期间最受关注电影,10,这个杀手不太冷,9.40,法国 美国, ,吕克·贝松 / 让·雷诺 / 娜塔莉·波特曼
101, , , , , , , 
102,豆瓣2021最值得期待华语电影,1,唐人街探案3,5.30,中国大陆 中国香港 日本, ,陈思诚 / 王宝强 / 刘昊然
103,豆瓣2021最值得期待华语电影,2,刺杀小说家,6.50,中国大陆, ,路阳 / 雷佳音 / 杨幂
104,豆瓣2021最值得期待华语电影,3,一直游到海水变蓝,6.70,中国大陆, ,贾樟柯 / 贾平凹 / 余华
105,豆瓣2021最值得期待华语电影,4,秘密访客,5.30,中国大陆, ,陈正道 / 郭富城 / 段奕宏
106,豆瓣2021最值得期待华语电影,5,深海,7.20,中国大陆, ,田晓鹏 / 苏鑫 / 王亭文
107,豆瓣2021最值得期待华语电影,6,侍神令,5.30,中国大陆, ,李蔚然 / 陈坤 / 周迅
108,豆瓣2021最值得期待华语电影,7,恋曲1980, ,中国大陆, ,梅峰 / 李现 / 春夏
109,豆瓣2021最值得期待华语电影,8,不止不休,7.00,中国大陆, ,王晶 / 白客 / 苗苗
110,豆瓣2021最值得期待华语电影,9,诗眼倦天涯, ,中国大陆, ,徐浩峰 / 陈坤 / 周迅
111,豆瓣2021最值得期待华语电影,10,平原上的火焰, ,中国大陆, ,张骥 / 周冬雨 / 刘昊然
112, , , , , , , 
113,豆瓣2021最值得期待外语电影,1,黑寡妇,6.20,美国, ,凯特·绍特兰 / 斯嘉丽·约翰逊 / 弗洛伦丝·皮尤
114,豆瓣2021最值得期待外语电影,2,沙丘,7.70,美国, ,丹尼斯·维伦纽瓦 / 提莫西·查拉梅 / 丽贝卡·弗格森
115,豆瓣2021最值得期待外语电影,3,毒液2,5.00,美国 中国大陆, ,安迪·瑟金斯 / 汤姆·哈迪 / 伍迪·哈里森
116,豆瓣2021最值得期待外语电影,4,法兰西特派,7.70,美国 德国, ,韦斯·安德森 / 本尼西奥·德尔·托罗 / 阿德里安·布罗迪
117,豆瓣2021最值得期待外语电影,5,速度与激情9,5.10,美国, ,林诣彬 / 范·迪塞尔 / 约翰·塞纳
118,豆瓣2021最值得期待外语电影,6,王牌特工：源起,5.30,英国 美国, ,马修·沃恩 / 拉尔夫·费因斯 / 哈里斯·迪金森
119,豆瓣2021最值得期待外语电影,7,007：无暇赴死,6.60,英国 美国, ,凯瑞·福永 / 丹尼尔·克雷格 / 蕾雅·赛杜
120,豆瓣2021最值得期待外语电影,8,黑客帝国：矩阵重启,5.70,美国, ,拉娜·沃卓斯基 / 基努·里维斯 / 凯瑞-安·莫斯
121,豆瓣2021最值得期待外语电影,9,新·福音战士剧场版：终,9.20,日本, ,庵野秀明 / 绪方惠美 / 林原惠美
122,豆瓣2021最值得期待外语电影,10,蜘蛛侠：英雄无归,6.60,美国, ,乔·沃茨 / 汤姆·赫兰德 / 赞达亚
