Index,Group 分榜,Rank 排名,Title 电影,Score 打分,Region 地区,Genre 类型,Staff 人员
44,豆瓣2021评分最高韩国电影,1,兹山鱼谱,8.80,韩国, ,李濬益 / 薛景求 / 卞约汉
45,豆瓣2021评分最高韩国电影,2,摩加迪沙,8.10,韩国, ,柳昇完 / 金允石 / 赵寅成
46,豆瓣2021评分最高韩国电影,3,在你面前,7.50,韩国, ,洪常秀 / 李慧英 / 赵允熙
47,豆瓣2021评分最高韩国电影,4,奇迹,7.50,韩国, ,李章焄 / 朴正民 / 林允儿
48,豆瓣2021评分最高韩国电影,5,姐弟的夏夜,7.40,韩国, ,尹丹菲 / 崔正云 / 杨兴州
49, , , , , , , 
50,豆瓣2021评分最高喜剧片,1,X特遣队：全员集结,8.00,美国 加拿大 英国, ,詹姆斯·古恩 / 玛格特·罗比 / 伊德里斯·艾尔巴
51,豆瓣2021评分最高喜剧片,2,同学麦娜丝,7.90,中国台湾, ,黄信尧 / 施名帅 / 郑人硕
52,豆瓣2021评分最高喜剧片,3,你好，李焕英,7.70,中国大陆, ,贾玲 / 贾玲 / 张小斐
53,豆瓣2021评分最高喜剧片,4,玫瑰岛的不可思议的历史,8.00,意大利, ,希德尼·希比利亚 / 埃利奥·杰曼诺 / 莱昂纳多·利迪
54,豆瓣2021评分最高喜剧片,5,失控玩家,7.50,美国 加拿大, ,肖恩·利维 / 瑞安·雷诺兹 / 朱迪·科默
55, , , , , , , 
56,豆瓣2021评分最高爱情片,1,花束般的恋爱,8.60,日本, ,土井裕泰 / 菅田将晖 / 有村架纯
57,豆瓣2021评分最高爱情片,2,偶然与想象,8.30,日本, ,滨口龙介 / 古川琴音 / 涩川清彦
58,豆瓣2021评分最高爱情片,3,打开心世界,8.20,美国, ,莫娜·法斯特欧德 / 凯瑟琳·沃特斯顿 / 凡妮莎·柯比
59,豆瓣2021评分最高爱情片,4,白蛇传·情,8.00,中国大陆, ,张险峰 / 曾小敏 / 文汝清
60,豆瓣2021评分最高爱情片,5,有答案的男子,7.80,塞浦路斯 希腊 意大利, ,斯特里奥斯·卡米蒂斯 / 瓦西里斯·马古里奥蒂斯 / 安东·威尔
61, , , , , , , 
62,豆瓣2021评分最高动画片,1,新·福音战士剧场版：终,9.20,日本, ,庵野秀明 / 绪方惠美 / 林原惠美
63,豆瓣2021评分最高动画片,2,心灵奇旅,8.70,美国, ,彼特·道格特 / 杰米·福克斯 / 蒂娜·菲
64,豆瓣2021评分最高动画片,3,音乐,8.60,日本, ,岩井泽健治 / 坂本慎太郎 / 驹井莲
65,豆瓣2021评分最高动画片,4,雄狮少年,8.30,中国大陆, ,孙海鹏 / 大昕 / 大雄
66,豆瓣2021评分最高动画片,5,鬼灭之刃 剧场版 无限列车篇,7.90,日本, ,外崎春雄 / 花江夏树 / 鬼头明里
67, , , , , , , 
68,豆瓣2021评分最高纪录片,1,地球改变之年,9.20,英国, ,汤姆·比尔德 / 大卫·爱登堡 / Bhashkar Bara
69,豆瓣2021评分最高纪录片,2,1950他们正年轻,8.90,中国大陆, ,宋坤儒 / 任红举 / 周有春
70,豆瓣2021评分最高纪录片,3,女人,9.40,法国, ,扬·阿尔蒂斯-贝特朗 / Norma Bastidas / Gabriela Melgoza
71,豆瓣2021评分最高纪录片,4,好好拍电影,8.80,中国香港, ,文念中 / 许鞍华 / 徐克
72,豆瓣2021评分最高纪录片,5,杀马特我爱你,8.60,中国大陆, ,李一凡 / 罗福兴
73, , , , , , , 
74,豆瓣2021评分最高恐怖/惊悚片,1,网诱惊魂,7.20,美国 英国 塞浦路斯 俄罗斯, ,提莫·贝克曼贝托夫 / 瓦伦·凯恩 / 沙扎德·拉蒂夫
75,豆瓣2021评分最高恐怖/惊悚片,2,恐惧街3,7.20,美国, ,丽恩·贾尼埃克 / 基亚娜·马德拉 / 阿什利·祖克曼
76,豆瓣2021评分最高恐怖/惊悚片,3,无辜者,6.90,挪威 瑞典 丹麦 英国 法国 芬兰, ,埃斯基尔·沃格特 / 雷克·蕾诺拉·弗洛特姆 / 阿尔瓦·布林斯莫·拉姆斯塔德
77,豆瓣2021评分最高恐怖/惊悚片,4,血腥地狱,6.90,澳大利亚 美国, ,阿里斯特·格里尔森 / 本·奥图尔 / 梅格·弗雷泽
78,豆瓣2021评分最高恐怖/惊悚片,5,致命感应,6.70,美国 中国大陆, ,温子仁 / 安娜贝拉·沃丽丝 / 麦蒂·哈森
79, , , , , , , 
80,豆瓣2022最值得期待华语电影,1,断·桥,5.80,中国大陆, ,李玉 / 马思纯 / 王俊凯
81,豆瓣2022最值得期待华语电影,2,四海,5.30,中国大陆, ,韩寒 / 刘昊然 / 刘浩存
82,豆瓣2022最值得期待华语电影,3,奇迹·笨小孩,7.40,中国大陆, ,文牧野 / 易烊千玺 / 田雨
83,豆瓣2022最值得期待华语电影,4,涉过愤怒的海,7.50,中国大陆, ,曹保平 / 黄渤 / 周迅
84,豆瓣2022最值得期待华语电影,5,狙击手,7.70,中国大陆, ,张艺谋 / 陈永胜 / 章宇
85,豆瓣2022最值得期待华语电影,6,坚如磐石,6.20,中国大陆, ,张艺谋 / 雷佳音 / 张国立
86,豆瓣2022最值得期待华语电影,7,无名,6.60,中国大陆, ,程耳 / 梁朝伟 / 王一博
87,豆瓣2022最值得期待华语电影,8,风再起时,6.10,中国香港 中国大陆, ,翁子光 / 郭富城 / 梁朝伟
88,豆瓣2022最值得期待华语电影,9,人生大事,7.30,中国大陆 中国香港, ,刘江江 / 朱一龙 / 杨恩又
89,豆瓣2022最值得期待华语电影,10,长津湖之水门桥,7.20,中国大陆 中国香港, ,徐克 / 吴京 / 易烊千玺
90, , , , , , , 
91,豆瓣2022最值得期待外语电影,1,阿凡达：水之道,7.80,美国, ,詹姆斯·卡梅隆 / 萨姆·沃辛顿 / 佐伊·索尔达娜
92,豆瓣2022最值得期待外语电影,2,神奇动物：邓布利多之谜,5.80,英国 美国, ,大卫·叶茨 / 埃迪·雷德梅恩 / 裘德·洛
93,豆瓣2022最值得期待外语电影,3,奇异博士2：疯狂多元宇宙,6.30,美国, ,山姆·雷米 / 本尼迪克特·康伯巴奇 / 伊丽莎白·奥尔森
94,豆瓣2022最值得期待外语电影,4,海王2：失落的王国,6.60,美国, ,温子仁 / 杰森·莫玛 / 帕特里克·威尔森
95,豆瓣2022最值得期待外语电影,5,黑豹2,5.40,美国, ,瑞恩·库格勒 / 利蒂希娅·赖特 / 露皮塔·尼永奥
96,豆瓣2022最值得期待外语电影,6,雷神4：爱与雷霆,5.40,澳大利亚 美国, ,塔伊加·维迪提 / 克里斯·海姆斯沃斯 / 娜塔莉·波特曼
97,豆瓣2022最值得期待外语电影,7,新蝙蝠侠,7.20,美国, ,马特·里夫斯 / 罗伯特·帕丁森 / 佐伊·克罗维兹
98,豆瓣2022最值得期待外语电影,8,尼罗河上的惨案,5.70,美国 英国, ,肯尼思·布拉纳 / 肯尼思·布拉纳 / 盖尔·加朵
99,豆瓣2022最值得期待外语电影,9,蜘蛛侠：纵横宇宙,8.50,美国, ,乔伊姆·多斯·桑托斯 / 沙梅克·摩尔 / 海莉·斯坦菲尔德
100,豆瓣2022最值得期待外语电影,10,暗夜博士：莫比亚斯,5.80,美国, ,丹尼尔·伊斯皮诺萨 / 杰瑞德·莱托 / 马特·史密斯
