Index,Group 分榜,Rank 排名,Title 电影,Score 打分,Region 地区,Genre 类型,Staff 人员
15,豆瓣2023评分最高外语电影,5,芭比,8.10,美国 加拿大,喜剧 奇幻 冒险,格蕾塔·葛韦格 / 玛格特·罗比 瑞恩·高斯林
16,豆瓣2023评分最高外语电影,6,穿靴子的猫2,8.10,美国,喜剧 爱情 动画 悬疑 歌舞 奇幻 冒险,乔尔·克劳福德 贾努埃尔·梅尔卡多 / 安东尼奥·班德拉斯 萨尔玛·海耶克
17,豆瓣2023评分最高外语电影,7,狗神,8.20,法国 美国,剧情,吕克·贝松 / 卡莱伯·兰德里·琼斯 克里斯托弗·邓汉
18,豆瓣2023评分最高外语电影,8,巴比伦,8.00,美国,剧情 喜剧 历史,达米恩·查泽雷 / 布拉德·皮特 玛格特·罗比
19,豆瓣2023评分最高外语电影,9,网络谜踪2,7.90,美国,剧情 惊悚,尼古拉斯·D·约翰逊 威尔·梅瑞克 / 蒂姆·格里芬 艾娃·扎里亚·李
20,豆瓣2023评分最高外语电影,10,伊尼舍林的报丧女妖,7.90,爱尔兰 英国 美国,剧情 喜剧,马丁·麦克唐纳 / 科林·法瑞尔 布莱丹·格里森
21, , , , , , , 
22,豆瓣2023冷门佳片,1,俄罗斯方块,8.00,英国 美国,剧情 惊悚 传记 历史,乔·拜尔德 / 塔伦·埃哲顿 尼基塔·叶甫列莫夫
23,豆瓣2023冷门佳片,2,奈德,8.30,美国,剧情 传记 运动,伊丽莎白·柴·瓦沙瑞莉 金国威 / 安妮特·贝宁 朱迪·福斯特
24,豆瓣2023冷门佳片,3,鲸,7.90,美国,剧情 同性,达伦·阿伦诺夫斯基 / 布兰登·费舍 萨迪·辛克
25,豆瓣2023冷门佳片,4,金币灰黄,8.20,伊朗,剧情,赛义德·鲁斯塔伊 / 塔拉内·阿里多斯蒂
26,豆瓣2023冷门佳片,5,达尔瓦,8.20,法国 比利时,剧情,艾曼纽·妮可 / 塞尔达·萨姆森 亚历克西斯·曼蒂
27,豆瓣2023冷门佳片,6,小士兵,8.10,俄罗斯,剧情 儿童 战争,维多利亚·范纳西蒂娜 / 安德烈·安德烈耶夫 维克多·多勃朗拉沃夫
28,豆瓣2023冷门佳片,7,本日公休,8.10,中国台湾,剧情,傅天余 / 陆小芬 傅孟柏
29,豆瓣2023冷门佳片,8,脐带,7.90,中国大陆,剧情 家庭,乔思雪 / 巴德玛 伊德尔
30,豆瓣2023冷门佳片,9,剧透预警,8.00,美国,剧情 喜剧 同性,迈克尔·肖沃特 / 吉姆·帕森斯 本·奥德里基
31,豆瓣2023冷门佳片,10,自由之声,7.80,美国,动作 传记 犯罪,亚历杭德罗·戈麦斯·蒙特维尔德 / 吉姆·卡维泽 比尔·坎普
32, , , , , , , 
33,豆瓣2023评分最高日本电影,1,鲭鱼罐头,8.50,日本,剧情,金泽知树 / 番家一路 原田琥之佑
34,豆瓣2023评分最高日本电影,2,鱼之子,8.10,日本,剧情,冲田修一 / 能年玲奈 柳乐优弥
35,豆瓣2023评分最高日本电影,3,河畔须臾,8.10,日本,剧情 家庭,荻上直子 / 松山研一 室毅
36,豆瓣2023评分最高日本电影,4,萍水相腐檐廊下,8.00,日本,剧情 爱情,狩山俊辅 / 芦田爱菜 宫本信子
37,豆瓣2023评分最高日本电影,5,惠子，凝视,7.90,日本,剧情 运动,三宅唱 / 岸井雪乃 三浦友和
38,豆瓣2023评分最高日本电影,6,千寻小姐,7.70,日本,剧情,今泉力哉 / 有村架纯 丰岛花
39,豆瓣2023评分最高日本电影,7,今夜，就算这份爱恋从世界上消失,7.80,日本,剧情 爱情,三木孝浩 / 道枝骏佑 福本莉子
40,豆瓣2023评分最高日本电影,8,完美的日子,8.00,日本 德国,剧情,维姆·文德斯 / 役所广司 柄本时生
41,豆瓣2023评分最高日本电影,9,美丽的他电影版,7.70,日本,爱情 同性,酒井麻衣 / 萩原利久 八木勇征
42,豆瓣2023评分最高日本电影,10,赤脚鸣声,7.70,日本,剧情 同性,工藤梨穂 / 佐々木詩音 諏訪珠理
43, , , , , , , 
44,豆瓣2023评分最高韩国电影,1,下一个素熙,8.30,韩国,剧情,郑朱莉 / 金时恩 裴斗娜
45,豆瓣2023评分最高韩国电影,2,语义错误 电影版,8.00,韩国,剧情 爱情 同性,김수정 KIM Soo Jung / 朴栖含 朴宰灿
46,豆瓣2023评分最高韩国电影,3,过往人生,7.60,美国 韩国,剧情 爱情,席琳·宋 / 格蕾塔·李 刘台午
47,豆瓣2023评分最高韩国电影,4,第八感,7.60,韩国,爱情 同性,白仁宇 维尔纳·杜·普莱西斯 / 林志燮 吴俊泽
48,豆瓣2023评分最高韩国电影,5,塔楼上,7.40,韩国,剧情,洪常秀 / 权海骁 李慧英
49, , , , , , , 
50,豆瓣2023评分最高喜剧片,1,银河护卫队3,8.40,美国,喜剧 动作 科幻 惊悚 冒险,詹姆斯·古恩 / 克里斯·帕拉特 佐伊·索尔达娜
51,豆瓣2023评分最高喜剧片,2,芭比,8.10,美国 加拿大,喜剧 奇幻 冒险,格蕾塔·葛韦格 / 玛格特·罗比 瑞恩·高斯林
52,豆瓣2023评分最高喜剧片,3,关于我和鬼变成家人的那件事,8.10,中国台湾,喜剧 悬疑 同性 奇幻,程伟豪 / 许光汉 林柏宏
53,豆瓣2023评分最高喜剧片,4,宇宙探索编辑部,8.00,中国大陆,喜剧 科幻,孔大山 / 杨皓宇 艾丽娅
54,豆瓣2023评分最高喜剧片,5,巴比伦,8.00,美国,剧情 喜剧 历史,达米恩·查泽雷 / 布拉德·皮特 玛格特·罗比
55, , , , , , , 
56,豆瓣2023评分最高爱情片,1,我爱你！,7.90,中国大陆 中国香港,剧情 爱情 家庭,韩延 / 倪大红 惠英红
57,豆瓣2023评分最高爱情片,2,星条红与皇室蓝,7.60,美国,喜剧 爱情 同性,马修·洛佩兹 / 泰勒·扎克哈尔·佩雷斯 尼古拉斯·加利齐纳
58,豆瓣2023评分最高爱情片,3,今夜，就算这份爱恋从世界上消失,7.80,日本,剧情 爱情,三木孝浩 / 道枝骏佑 福本莉子
59,豆瓣2023评分最高爱情片,4,过往人生,7.60,美国 韩国,剧情 爱情,席琳·宋 / 格蕾塔·李 刘台午
60,豆瓣2023评分最高爱情片,5,红色天空,7.70,德国,剧情 爱情,克里斯蒂安·佩措尔德 / 托马斯·舒伯特 葆拉·贝尔
61, , , , , , , 
62,豆瓣2023评分最高恐怖片,1,电锯惊魂10,7.40,美国 墨西哥 加拿大,悬疑 惊悚 恐怖,凯文·格劳特 / 托宾·贝尔 肖妮·史密斯
63,豆瓣2023评分最高恐怖片,2,祭屋出租,7.30,泰国,悬疑 惊悚 恐怖,索分·沙达菲斯 / 尼塔莎·吉拉尤吉恩 苏格拉瓦·卡那诺
64,豆瓣2023评分最高恐怖片,3,博很恐惧,7.10,美国 英国 芬兰 加拿大,剧情 喜剧 恐怖,阿里·艾斯特 / 华金·菲尼克斯 帕蒂·卢波恩
65,豆瓣2023评分最高恐怖片,4,鬼玩人崛起,6.50,美国 新西兰 爱尔兰,恐怖,李·克罗宁 / 莉莉·沙利文 阿丽莎·萨瑟兰
66,豆瓣2023评分最高恐怖片,5,淡蓝之眸,6.50,美国,悬疑 惊悚 恐怖 犯罪,斯科特·库珀 / 克里斯蒂安·贝尔 哈利·米尔林
67, , , , , , , 
68,豆瓣2023评分最高动画片,1,灌篮高手,8.90,日本,动画 运动,井上雄彦 / 仲村宗悟 笠间淳
69,豆瓣2023评分最高动画片,2,蜘蛛侠：纵横宇宙,8.50,美国,喜剧 动作 科幻 动画 奇幻 冒险,乔伊姆·多斯·桑托斯 凯普·鲍尔斯 贾斯汀·汤普森 / 沙梅克·摩尔 海莉·斯坦菲尔德
70,豆瓣2023评分最高动画片,3,长安三万里,8.30,中国大陆,动画 历史,谢君伟 邹靖 / 杨天翔 凌振赫
71,豆瓣2023评分最高动画片,4,穿靴子的猫2,8.10,美国,喜剧 爱情 动画 悬疑 歌舞 奇幻 冒险,乔尔·克劳福德 贾努埃尔·梅尔卡多 / 安东尼奥·班德拉斯 萨尔玛·海耶克
72,豆瓣2023评分最高动画片,5,蜡笔小新：新次元！超能力大决战,8.10,日本,喜剧 动画,大根仁 / 小林由美子 楢桥美纪
73, , , , , , , 
74,豆瓣2023评分最高纪录片,1,梦的背后,9.00,中国大陆,纪录片,马英力 / 娄烨 张家鲁
75,豆瓣2023评分最高纪录片,2,施图茨的疗愈之道,9.10,美国,纪录片,乔纳·希尔 / 乔纳·希尔 菲尔·斯图茨
76,豆瓣2023评分最高纪录片,3,金的音像店,8.90,美国,纪录片,大卫·雷德蒙 阿什莉·萨宾 / 伊莎贝尔·吉利斯 罗伯特·格林
77,豆瓣2023评分最高纪录片,4,迷雾中的孩子,8.70,越南,纪录片,何黎艳
78,豆瓣2023评分最高纪录片,5,致真理,8.90,韩国,纪录片,郑润锡 / 崔雪莉
79, , , , , , , 
80,豆瓣2023上映10周年电影,1,疯狂原始人,8.70,美国,喜剧 动画 冒险,柯克·德·米科 克里斯·桑德斯 / 尼古拉斯·凯奇 艾玛·斯通
81,豆瓣2023上映10周年电影,2,冰雪奇缘,8.50,美国,喜剧 动画 歌舞 奇幻,克里斯·巴克 珍妮弗·李 / 克里斯汀·贝尔 伊迪娜·门泽尔
82,豆瓣2023上映10周年电影,3,素媛,9.30,韩国,剧情,李濬益 / 薛景求 严志媛
83,豆瓣2023上映10周年电影,4,时空恋旅人,8.80,英国,喜剧 爱情 奇幻,理查德·柯蒂斯 / 多姆纳尔·格里森 瑞秋·麦克亚当斯
84,豆瓣2023上映10周年电影,5,恐怖直播,8.70,韩国,剧情 悬疑 犯罪,金秉祐 / 河正宇 李璟荣
85,豆瓣2023上映10周年电影,6,了不起的盖茨比,8.00,澳大利亚 美国,剧情 爱情,巴兹·鲁赫曼 / 莱昂纳多·迪卡普里奥 凯瑞·穆里根
86,豆瓣2023上映10周年电影,7,西游降魔篇,7.20,中国大陆 中国香港,喜剧 奇幻 冒险,周星驰 郭子健 / 文章 舒淇
87,豆瓣2023上映10周年电影,8,中国合伙人,7.60,中国大陆 中国香港,剧情,陈可辛 / 黄晓明 邓超
88,豆瓣2023上映10周年电影,9,一代宗师,8.20,中国大陆 中国香港,剧情 动作 爱情 传记,王家卫 / 梁朝伟 章子怡
89,豆瓣2023上映10周年电影,10,辩护人,9.20,韩国,剧情,杨宇硕 / 宋康昊 金英爱
90, , , , , , , 
91,豆瓣2023上映20周年电影,1,加勒比海盗,8.80,美国,动作 奇幻 冒险,戈尔·维宾斯基 / 约翰尼·德普 杰弗里·拉什
92,豆瓣2023上映20周年电影,2,致命ID,8.90,美国,剧情 悬疑 惊悚,詹姆斯·曼高德 / 约翰·库萨克 雷·利奥塔
93,豆瓣2023上映20周年电影,3,指环王3：王者无敌,9.30,美国 新西兰,剧情 动作 奇幻 冒险,彼得·杰克逊 / 伊利亚·伍德 西恩·奥斯汀
94,豆瓣2023上映20周年电影,4,真爱至上,8.50,英国 美国 法国,剧情 喜剧 爱情,理查德·柯蒂斯 / 休·格兰特 连姆·尼森
95,豆瓣2023上映20周年电影,5,杀人回忆,8.90,韩国,剧情 动作 悬疑 惊悚 犯罪,奉俊昊 / 宋康昊 金相庆
96,豆瓣2023上映20周年电影,6,大鱼,8.80,美国,剧情 家庭 奇幻 冒险,蒂姆·波顿 / 伊万·麦克格雷格 阿尔伯特·芬尼
97,豆瓣2023上映20周年电影,7,杀死比尔,8.30,美国,动作 惊悚 犯罪,昆汀·塔伦蒂诺 / 乌玛·瑟曼 刘玉玲
98,豆瓣2023上映20周年电影,8,无间道2,8.70,中国香港,剧情 惊悚 犯罪,刘伟强 麦兆辉 / 陈冠希 余文乐
99,豆瓣2023上映20周年电影,9,两小无猜,7.90,法国 比利时,剧情 喜剧 爱情,杨·塞谬尔 / 吉约姆·卡内 玛丽昂·歌迪亚
100,豆瓣2023上映20周年电影,10,黑客帝国3：矩阵革命,8.80,美国,动作 科幻,拉娜·沃卓斯基 莉莉·沃卓斯基 / 基努·里维斯 劳伦斯·菲什伯恩
101, , , , , , , 
102,豆瓣2023上映30周年电影,1,霸王别姬,9.60,中国大陆 中国香港,剧情 爱情 同性,陈凯歌 / 张国荣 张丰毅
103,豆瓣2023上映30周年电影,2,辛德勒的名单,9.50,美国,剧情 历史 战争,史蒂文·斯皮尔伯格 / 连姆·尼森 本·金斯利
104,豆瓣2023上映30周年电影,3,唐伯虎点秋香,8.70,中国香港,喜剧 爱情 古装,李力持 / 周星驰 巩俐
105,豆瓣2023上映30周年电影,4,射雕英雄传之东成西就,8.70,中国香港,喜剧 奇幻 武侠 古装,刘镇伟 / 梁朝伟 林青霞
106,豆瓣2023上映30周年电影,5,青蛇,8.60,中国香港 中国大陆,剧情 爱情 奇幻 古装,徐克 / 张曼玉 王祖贤
107,豆瓣2023上映30周年电影,6,喜宴,9.00,中国台湾 美国,剧情 喜剧 爱情 同性 家庭,李安 / 赵文瑄 归亚蕾
108,豆瓣2023上映30周年电影,7,侏罗纪公园,8.30,美国,科幻 惊悚 冒险,史蒂文·斯皮尔伯格 / 山姆·尼尔 劳拉·邓恩
109,豆瓣2023上映30周年电影,8,完美的世界,9.10,美国,剧情 犯罪,克林特·伊斯特伍德 / 凯文·科斯特纳 劳拉·邓恩
110,豆瓣2023上映30周年电影,9,西雅图未眠夜,7.90,美国,剧情 喜剧 爱情,诺拉·艾芙隆 / 汤姆·汉克斯 梅格·瑞恩
111,豆瓣2023上映30周年电影,10,土拨鼠之日,8.60,美国,剧情 喜剧 爱情 奇幻,哈罗德·雷米斯 / 比尔·默瑞 安迪·麦克道威尔
112, , , , , , , 
113,豆瓣2023上映40周年电影,1,天书奇谭,9.20,中国大陆,动画 奇幻,王树忱 钱运达 / 丁建华 毕克
114,豆瓣2023上映40周年电影,2,A计划,8.20,中国香港,喜剧 动作,成龙 / 成龙 洪金宝
115,豆瓣2023上映40周年电影,3,战场上的快乐圣诞,8.80,英国 新西兰 日本,剧情 同性 战争,大岛渚 / 大卫·鲍伊 汤姆·康蒂
116,豆瓣2023上映40周年电影,4,城南旧事,9.10,中国大陆,剧情,吴贻弓 / 沈洁 张丰毅
117,豆瓣2023上映40周年电影,5,星球大战3：绝地归来,8.40,美国,动作 科幻 奇幻 冒险,理查德·马昆德 / 马克·哈米尔 哈里森·福特
118,豆瓣2023上映40周年电影,6,疤面煞星,8.30,美国,剧情 惊悚 犯罪,布莱恩·德·帕尔玛 / 阿尔·帕西诺 斯蒂文·鲍尔
119,豆瓣2023上映40周年电影,7,楢山节考,9.00,日本,剧情 家庭,今村昌平 / 绪形拳 坂本澄子
120,豆瓣2023上映40周年电影,8,风柜来的人,8.40,中国台湾,剧情,侯孝贤 / 钮承泽 张世
121,豆瓣2023上映40周年电影,9,奇谋妙计五福星,7.90,中国香港,喜剧 动作 犯罪,洪金宝 / 洪金宝 吴耀汉
122,豆瓣2023上映40周年电影,10,乡愁,9.10,苏联 意大利,剧情,安德烈·塔可夫斯基 / 奥列格·扬科夫斯基 厄兰·约瑟夫森
123, , , , , , , 
124,豆瓣2023上映50周年电影,1,驱魔人,7.70,美国,恐怖,威廉·弗莱德金 / 艾伦·伯斯汀 马克斯·冯·叙多夫
125,豆瓣2023上映50周年电影,2,骗中骗,8.70,美国,剧情 喜剧 犯罪,乔治·罗伊·希尔 / 保罗·纽曼 罗伯特·雷德福
126,豆瓣2023上映50周年电影,3,龙争虎斗,8.30,美国 中国香港,动作 犯罪,罗伯特·高洛斯 / 李小龙 石坚
127,豆瓣2023上映50周年电影,4,原始星球,8.80,法国 捷克斯洛伐克,科幻 动画,阿内·拉鲁 / Jennifer Drake Eric Baugin
128,豆瓣2023上映50周年电影,5,婚姻生活,9.00,瑞典,剧情 爱情,英格玛·伯格曼 / 丽芙·乌曼 厄兰·约瑟夫森
129,豆瓣2023上映50周年电影,6,圣山,8.70,墨西哥,奇幻 冒险,亚历桑德罗·佐杜洛夫斯基 / 亚历桑德罗·佐杜洛夫斯基 霍拉西奥·萨利纳斯
130,豆瓣2023上映50周年电影,7,阿玛柯德,8.70,意大利 法国,剧情 喜剧,费德里科·费里尼 / 普佩拉·玛奇奥 阿尔曼多·布兰恰
131,豆瓣2023上映50周年电影,8,纸月亮,8.60,美国,剧情 喜剧 犯罪,彼得·博格丹诺维奇 / 瑞安·奥尼尔 塔图姆·奥尼尔
132,豆瓣2023上映50周年电影,9,悲伤的贝拉多娜,8.80,日本,剧情 动画 奇幻,山本映一 / 长山蓝子 仲代达矢
133,豆瓣2023上映50周年电影,10,日以作夜,8.40,法国 意大利,剧情 喜剧 爱情,弗朗索瓦·特吕弗 / 杰奎琳·比塞特 瓦伦蒂娜·格特斯
134, , , , , , , 
135,豆瓣2024最值得期待华语电影,1,射雕英雄传：侠之大者, ,中国大陆,剧情 武侠 古装,徐克 / 肖战 庄达菲
136,豆瓣2024最值得期待华语电影,2,封神第二部, ,中国大陆,战争 奇幻 古装,乌尔善 / 费翔 黄渤
137,豆瓣2024最值得期待华语电影,3,年少日记,8.50,中国香港,剧情,卓亦谦 / 卢镇业 郑中基
138,豆瓣2024最值得期待华语电影,4,白日之下,8.40,中国香港,剧情,简君晋 / 余香凝 梁雍婷
139,豆瓣2024最值得期待华语电影,5,鸟鸣嘤嘤, ,中国大陆,剧情,田壮壮 / 章宇 周奇
140,豆瓣2024最值得期待华语电影,6,红毯先生, ,中国大陆 中国香港,剧情 喜剧,宁浩 / 刘德华 单立文
141,豆瓣2024最值得期待华语电影,7,我看见两朵一样的云, ,中国大陆,爱情 科幻,严艺之 / 王源 文淇
142,豆瓣2024最值得期待华语电影,8,富都青年,7.20,马来西亚,剧情,王礼霖 / 吴慷仁 陈泽耀
143,豆瓣2024最值得期待华语电影,9,狂野时代, ,中国大陆,剧情 科幻 悬疑,毕赣 / 易烊千玺 舒淇
144,豆瓣2024最值得期待华语电影,10,独自·上场, ,中国大陆,传记 运动,陈可辛 / 胡歌 文森特·卡塞尔
145, , , , , , , 
146,豆瓣2024最值得期待外语电影,1,沙丘2, ,美国 加拿大,剧情 动作 科幻 冒险,丹尼斯·维伦纽瓦 / 提莫西·查拉梅 赞达亚
147,豆瓣2024最值得期待外语电影,2,死侍3, ,美国,喜剧 动作 科幻,肖恩·利维 / 瑞安·雷诺兹 休·杰克曼
148,豆瓣2024最值得期待外语电影,3,疯狂动物城2, ,美国,喜剧 动画 悬疑 犯罪 冒险,拜伦·霍华德 / 金妮弗·古德温 杰森·贝特曼
149,豆瓣2024最值得期待外语电影,4,神偷奶爸4, ,美国,动作 动画 冒险,克里斯·雷纳德 Patrick Delage / 史蒂夫·卡瑞尔 克里斯汀·韦格
150,豆瓣2024最值得期待外语电影,5,小丑2, ,美国,剧情 动作 惊悚 歌舞 犯罪,托德·菲利普斯 / 华金·菲尼克斯
151,豆瓣2024最值得期待外语电影,6,疯狂的麦克斯：狂暴女神, ,澳大利亚 美国,动作 科幻 惊悚 冒险,乔治·米勒 / 安雅·泰勒-乔伊 克里斯·海姆斯沃斯
152,豆瓣2024最值得期待外语电影,7,功夫熊猫4, ,美国 中国大陆,喜剧 动作 动画 奇幻 冒险,迈克·米切尔 斯蒂芬妮·斯汀 / 杰克·布莱克 奥卡菲娜
153,豆瓣2024最值得期待外语电影,8,毒液3, ,美国,动作 科幻 惊悚 冒险,凯莉·马塞尔 / 汤姆·哈迪 朱诺·坦普尔
154,豆瓣2024最值得期待外语电影,9,头脑特工队2, ,美国,剧情 喜剧 动画 奇幻 冒险,凯尔西·曼 / 艾米·波勒 凯特林·迪亚斯
155,豆瓣2024最值得期待外语电影,10,指环王：洛希尔人的战争, ,美国 日本,剧情 动作 动画 奇幻 冒险,神山健治 / 布莱恩·考克斯 米兰达·奥图
