Index,Tag,Eclipse-Series,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,豆瓣信息,IMDb电影,IMDb原名,IMDb年份,IMDb评分,IMDb信息
171,eclipse,Eclipse Series 35, ,Wild 90,Norman Mailer,United States,1968.0,[狂野90 Wild 90](https://movie.douban.com/subject/5057084/),1968, ,导演: 诺曼·梅勒; 类型: 犯罪; 地区: 美国,[Wild 90](https://www.imdb.com/title/tt0062492/), ,1968.0,3.5,"90 min | Comedy, Crime, Drama"
172,eclipse,Eclipse Series 35, ,Beyond the Law,Norman Mailer,United States,1968.0,[法律之上 Beyond the Law](https://movie.douban.com/subject/5097677/),1968, ,导演: 诺曼·梅勒; 类型: 喜剧; 地区: 美国,[Beyond the Law](https://www.imdb.com/title/tt0169606/), ,1968.0,4.4,"110 min | Comedy, Crime, Drama"
173,eclipse,Eclipse Series 36,#,[Eclipse Series 36: Three Wicked Melodramas from Gainsborough Pictures](https://www.criterion.com/boxsets/921-eclipse-series-36-three-wicked-melodramas-from-gainsborough-pictures), , , ,**Eclipse Series 36: Three Wicked Melodramas from Gainsborough Pictures Gainsborough影业的离奇三篇**, , , ,Eclipse Series 36: Three Wicked Melodramas from Gainsborough Pictures, , , , 
174,eclipse,Eclipse Series 36, ,The Man in Grey,Leslie Arliss,United Kingdom,1943.0,[凤楼魂断 The Man in Grey](https://movie.douban.com/subject/3121450/),1943,6.2,导演: 莱斯利·阿利斯; 类型: 剧情; 地区: 英国,[The Man in Grey](https://www.imdb.com/title/tt0036135/), ,1943.0,6.5,"Approved | 90 min | Drama, History, Romance"
175,eclipse,Eclipse Series 36, ,Madonna of the Seven Moons,Arthur Crabtree,United Kingdom,1945.0,[残月离魂记 Madonna of the Seven Moons](https://movie.douban.com/subject/1305354/),1945,6.6,导演: Arthur Crabtree; 类型: 剧情; 地区: 英国,[Madonna of the Seven Moons](https://www.imdb.com/title/tt0037035/), ,1945.0,6.2,"Not Rated | 88 min | Drama, Mystery"
176,eclipse,Eclipse Series 36, ,The Wicked Lady,Leslie Arliss,United Kingdom,1945.0,[地狱圣女 The Wicked Lady](https://movie.douban.com/subject/3158471/),1945,6.3,导演: 莱斯利·阿利斯; 类型: 冒险; 地区: 英国,[The Wicked Lady](https://www.imdb.com/title/tt0038250/), ,1945.0,6.8,"Not Rated | 97 min | Adventure, Drama"
177,eclipse,Eclipse Series 37,#,[Eclipse Series 37: When Horror Came to Shochiku](https://www.criterion.com/boxsets/928-eclipse-series-37-when-horror-came-to-shochiku), , , ,**Eclipse Series 37: When Horror Came to Shochiku 松竹怪奇映画**, , , ,Eclipse Series 37: When Horror Came to Shochiku, , , , 
178,eclipse,Eclipse Series 37, ,The X from Outer Space,Kazui Nihonmatsu,Japan,1967.0,[宇宙大怪兽基拉拉 宇宙大怪獣ギララ](https://movie.douban.com/subject/2270199/),1967,5.3,导演: 二本松嘉瑞; 类型: 恐怖; 地区: 日本,[The X from Outer Space](https://www.imdb.com/title/tt0062411/),Uchû daikaijû Girara,1967.0,4.8,"PG | 89 min | Horror, Sci-Fi"
179,eclipse,Eclipse Series 37, ,"Goke, Body Snatcher from Hell",Hajime Sato,Japan,1968.0,[地狱盗尸者 吸血鬼ゴケミドロ](https://movie.douban.com/subject/3130038/),1968,5.7,导演: 佐藤肇; 类型: 恐怖; 地区: 日本,"[Goke, Body Snatcher from Hell](https://www.imdb.com/title/tt0063206/)",Kyuketsuki Gokemidoro,1968.0,6.1,"PG | 84 min | Horror, Sci-Fi"
180,eclipse,Eclipse Series 37, ,The Living Skeleton,Hiroshi Matsuno,Japan,1968.0,[吸血骷髅船 吸血髑髏船](https://movie.douban.com/subject/1820157/),1968,6.9,导演: 松野宏軌; 类型: 恐怖; 地区: 日本,[The Living Skeleton](https://www.imdb.com/title/tt0203635/),Kyûketsu dokuro-sen,1968.0,6.3,80 min | Horror
181,eclipse,Eclipse Series 37, ,Genocide,Kazui Nihonmatsu,Japan,1968.0,[昆虫大战争 昆虫大戦争](https://movie.douban.com/subject/3908376/),1968,5.4,导演: 二本松嘉瑞; 类型: 恐怖; 地区: 日本,[Genocide](https://www.imdb.com/title/tt0063195/),Konchû daisensô,1968.0,4.8,"Approved | 84 min | Horror, Sci-Fi"
182,eclipse,Eclipse Series 38,#,[Eclipse Series 38: Masaki Kobayashi Against the System](https://www.criterion.com/boxsets/952-eclipse-series-38-masaki-kobayashi-against-the-system), , , ,**Eclipse Series 38: Masaki Kobayashi Against the System 反体制的小林正树**, , , ,Eclipse Series 38: Masaki Kobayashi Against the System, , , , 
183,eclipse,Eclipse Series 38, ,The Thick-Walled Room,Masaki Kobayashi,Japan,1956.0,[厚壁房间 壁あつき部屋](https://movie.douban.com/subject/1851500/),1956,7.5,导演: 小林正树; 类型: 剧情; 地区: 日本,[The Thick-Walled Room](https://www.imdb.com/title/tt0134756/),Kabe atsuki heya,1956.0,7.1,110 min | Drama
184,eclipse,Eclipse Series 38, ,I Will Buy You,Masaki Kobayashi,Japan,1956.0,[我要买你 あなた買います](https://movie.douban.com/subject/4145621/),1956,7.0,导演: 小林正树; 类型: 剧情; 地区: 日本,[I Will Buy You](https://www.imdb.com/title/tt0134286/),Anata kaimasu,1956.0,6.9,"Not Rated | 111 min | Drama, Sport"
185,eclipse,Eclipse Series 38, ,Black River,Masaki Kobayashi,Japan,1956.0,[黑河 黒い河](https://movie.douban.com/subject/2269212/),1957,7.2,导演: 小林正树; 类型: 剧情; 地区: 日本,[Black River](https://www.imdb.com/title/tt0134771/),Kuroi kawa,1957.0,7.2,"114 min | Action, Crime, Drama"
186,eclipse,Eclipse Series 38, ,The Inheritance,Masaki Kobayashi,Japan,1962.0,[遗产 からみ合い](https://movie.douban.com/subject/1308647/),1962,7.6,导演: 小林正树; 类型: 剧情; 地区: 日本,[The Inheritance](https://www.imdb.com/title/tt0056135/),Karami-ai,1962.0,7.4,107 min | Drama
187,eclipse,Eclipse Series 39,#,[Eclipse Series 39: Early Fassbinder](https://www.criterion.com/boxsets/978-eclipse-series-39-early-fassbinder), , , ,**Eclipse Series 39: Early Fassbinder 早期法斯宾德**, , , ,Eclipse Series 39: Early Fassbinder, , , , 
188,eclipse,Eclipse Series 39, ,Love Is Colder Than Death,Rainer Werner Fassbinder,Germany,1969.0,[爱比死更冷 Liebe ist kälter als der Tod](https://movie.douban.com/subject/1307684/),1969,7.2,导演: 赖纳·维尔纳·法斯宾德; 类型: 喜剧; 地区: 西德,[Love Is Colder Than Death](https://www.imdb.com/title/tt0064588/),Liebe ist kälter als der Tod,1969.0,6.5,"Not Rated | 88 min | Comedy, Crime"
189,eclipse,Eclipse Series 39, ,Katzelmacher,Rainer Werner Fassbinder,Germany,1969.0,[卡策马赫尔 Katzelmacher](https://movie.douban.com/subject/1304885/),1969,7.5,导演: 赖纳·维尔纳·法斯宾德; 类型: 剧情; 地区: 西德,[Katzelmacher](https://www.imdb.com/title/tt0064536/), ,1969.0,6.9,Not Rated | 88 min | Drama
190,eclipse,Eclipse Series 39, ,Gods of the Plague,Rainer Werner Fassbinder,Germany,1969.0,[瘟疯之神 Götter der Pest](https://movie.douban.com/subject/1298089/),1970,7.0,导演: 赖纳·维尔纳·法斯宾德; 类型: 犯罪; 地区: 西德,[Gods of the Plague](https://www.imdb.com/title/tt0065808/),Götter der Pest,1970.0,6.4,"91 min | Crime, Drama"
191,eclipse,Eclipse Series 39, ,The American Soldier,Rainer Werner Fassbinder,Germany,1970.0,[美国大兵 Der amerikanische Soldat](https://movie.douban.com/subject/1469578/),1970,7.1,导演: 赖纳·维尔纳·法斯宾德; 类型: 剧情; 地区: 西德,[The American Soldier](https://www.imdb.com/title/tt0065391/),Der amerikanische Soldat,1970.0,6.5,80 min | Drama
192,eclipse,Eclipse Series 39, ,Beware of a Holy Whore,Rainer Werner Fassbinder,Germany,1970.0,[当心圣妓 Warnung vor einer heiligen Nutte](https://movie.douban.com/subject/1432257/),1971,7.1,导演: 赖纳·维尔纳·法斯宾德; 类型: 喜剧; 地区: 西德,[Beware of a Holy Whore](https://www.imdb.com/title/tt0067962/),Warnung vor einer heiligen Nutte,1971.0,6.6,"Not Rated | 103 min | Comedy, Drama"
193,eclipse,Eclipse Series 40,#,[Eclipse Series 40: Late Ray](https://www.criterion.com/boxsets/1027-eclipse-series-40-late-ray), , , ,**Eclipse Series 40: Late Ray 萨雅吉·雷伊晚期作品**, , , ,Eclipse Series 40: Late Ray, , , , 
194,eclipse,Eclipse Series 40, ,The Home and the World,Satyajit Ray,India,1984.0,[家与世界 Ghare-Baire](https://movie.douban.com/subject/1466138/),1984,7.5,导演: 萨蒂亚吉特·雷伊; 类型: 剧情; 地区: 印度,[The Home and the World](https://www.imdb.com/title/tt0087328/),Ghare-Baire,1984.0,7.5,Not Rated | 140 min | Drama
195,eclipse,Eclipse Series 40, ,An Enemy of the People,Satyajit Ray,India,1989.0,[人民公敌 গণশত্রু](https://movie.douban.com/subject/1466140/),1989, ,导演: 萨蒂亚吉特·雷伊; 类型: 剧情; 地区: 印度,[An Enemy of the People](https://www.imdb.com/title/tt0097409/),Ganashatru,1989.0,7.3,Not Rated | 99 min | Drama
196,eclipse,Eclipse Series 40, ,The Stranger,Satyajit Ray,India,1991.0,[不速之客 Agantuk](https://movie.douban.com/subject/1303582/),1991, ,导演: 萨蒂亚吉特·雷伊; 类型: 剧情; 地区: 法国/印度,[The Stranger](https://www.imdb.com/title/tt0101279/),Agantuk,1991.0,8.0,Not Rated | 97 min | Drama
197,eclipse,Eclipse Series 41,#,[Eclipse Series 41: Kinoshita and World War II](https://www.criterion.com/boxsets/1083-eclipse-series-41-kinoshita-and-world-war-ii), , , ,**Eclipse Series 41: Kinoshita and World War II 木下惠介二战作品**, , , ,Eclipse Series 41: Kinoshita and World War II, , , , 
198,eclipse,Eclipse Series 41, ,Port of Flowers,Keisuke Kinoshita,Japan,1943.0,[热闹的港口 花咲く港](https://movie.douban.com/subject/1768327/),1943,8.1,导演: 木下惠介; 类型: 剧情; 地区: 日本,[Port of Flowers](https://www.imdb.com/title/tt0035964/),Hana saku minato,1943.0,6.5,"Not Rated | 82 min | Comedy, Drama"
199,eclipse,Eclipse Series 41, ,The Living Magoroku,Keisuke Kinoshita,Japan,1943.0,[活着的孙六家族 生きてゐる孫六](https://movie.douban.com/subject/1959039/),1943, ,导演: 木下惠介; 类型: 剧情; 地区: 日本,[The Living Magoroku](https://www.imdb.com/title/tt0036034/),Ikite iru Magoroku,1943.0,6.0,Not Rated | 89 min | Drama
200,eclipse,Eclipse Series 41, ,Jubilation Street,Keisuke Kinoshita,Japan,1944.0,[欢庆的街道 歓呼の町](https://movie.douban.com/subject/2134398/),1944, ,导演: 木下惠介; 类型: 剧情; 地区: 日本,[Jubilation Street](https://www.imdb.com/title/tt0036977/),Kanko no machi,1944.0,6.3,"Not Rated | 73 min | Drama, War"
201,eclipse,Eclipse Series 41, ,Army,Keisuke Kinoshita,Japan,1944.0,[陆军 陸軍](https://movie.douban.com/subject/1770478/),1944,7.3,导演: 木下惠介; 类型: 剧情; 地区: 日本,[Army](https://www.imdb.com/title/tt0037227/),Rikugun,1944.0,6.5,"Not Rated | 87 min | Drama, War"
202,eclipse,Eclipse Series 41, ,Morning for the Osone Family,Keisuke Kinoshita,Japan,1946.0,[大曾根家的早晨 大曽根家の朝](https://movie.douban.com/subject/1467626/),1946,6.2,导演: 木下惠介; 类型: 剧情; 地区: 日本,[Morning for the Osone Family](https://www.imdb.com/title/tt0038810/),Ôsone-ke no ashita,1946.0,6.9,Not Rated | 81 min | Drama
203,eclipse,Eclipse Series 42,#,[Eclipse Series 42: Silent Ozu—Three Crime Dramas](https://www.criterion.com/boxsets/1104-eclipse-series-42-silent-ozuthree-crime-dramas), , , ,**Eclipse Series 42: Silent Ozu—Three Crime Dramas 寂静小津——三部犯罪剧**, , , ,Eclipse Series 42: Silent Ozu—Three Crime Dramas, , , , 
204,eclipse,Eclipse Series 42, ,Walk Cheerfully,Yasujiro Ozu,Japan,1930.0,[开心地走吧 朗かに歩め](https://movie.douban.com/subject/1308233/),1930,6.1,导演: 小津安二郎; 类型: 爱情; 地区: 日本,[Walk Cheerfully](https://www.imdb.com/title/tt0020980/),Hogaraka ni ayume,1930.0,6.4,"95 min | Crime, Drama, Romance"
205,eclipse,Eclipse Series 42, ,That Night’s Wife,Yasujiro Ozu,Japan,1930.0,[那夜的妻子 その夜の妻](https://movie.douban.com/subject/1300213/),1930,6.6,导演: 小津安二郎; 类型: 剧情; 地区: 日本,[That Night's Wife](https://www.imdb.com/title/tt0021406/),Sono yo no tsuma,1930.0,6.9,"TV-MA | 65 min | Crime, Drama"
206,eclipse,Eclipse Series 42, ,Dragnet Girl,Yasujiro Ozu,Japan,1933.0,[非常线之女 非常線の女](https://movie.douban.com/subject/1308401/),1933,6.9,导演: 小津安二郎; 类型: 剧情; 地区: 日本,[Dragnet Girl](https://www.imdb.com/title/tt0024120/),Hijôsen no onna,1933.0,7.0,"100 min | Crime, Drama, Romance"
207,eclipse,Eclipse Series 43,#,[Eclipse Series 43: Agnès Varda in California](https://www.criterion.com/boxsets/1124-eclipse-series-43-agns-varda-in-california), , , ,**Eclipse Series 43: Agnès Varda in California 阿涅斯·瓦尔达在加利福尼亚**, , , ,Eclipse Series 43: Agnès Varda in California, , , , 
208,eclipse,Eclipse Series 43, ,Uncle Yanco,Agnès Varda,France,1968.0,[扬科叔叔 Oncle Yanco](https://movie.douban.com/subject/1763688/),1967,8.3,导演: 阿涅斯·瓦尔达; 类型: 短片; 地区: 美国/法国,[Uncle Yanco](https://www.imdb.com/title/tt0179389/),Oncle Yanco,1967.0,7.4,"18 min | Documentary, Short"
209,eclipse,Eclipse Series 43, ,Black Panthers,Agnès Varda,France,1970.0,[黑豹党 Black Panthers](https://movie.douban.com/subject/1776580/),2001,7.3,导演: 阿涅斯·瓦尔达; 类型: 纪录片; 地区: 法国,[Black Panthers](https://www.imdb.com/title/tt0209942/), ,1968.0,7.4,"Not Rated | 31 min | Documentary, Short"
210,eclipse,Eclipse Series 43, ,Lions Love (. . . and Lies),Agnès Varda,France,1969.0,[狮子、爱、谎言 Lions Love](https://movie.douban.com/subject/1297857/),1969,7.7,导演: 阿涅斯·瓦尔达; 类型: 喜剧; 地区: 美国/法国,[Lions Love (... and Lies)](https://www.imdb.com/title/tt0064591/),Lions Love,1969.0,5.9,"Not Rated | 112 min | Comedy, Drama"
211,eclipse,Eclipse Series 43, ,Mur Murs,Agnès Varda,France,1981.0,[墙的呢喃 Mur murs](https://movie.douban.com/subject/2238785/),1981,8.1,导演: 阿涅斯·瓦尔达; 类型: 纪录片; 地区: 法国/美国,[Mur murs](https://www.imdb.com/title/tt0081204/), ,1981.0,7.4,80 min | Documentary
212,eclipse,Eclipse Series 43, ,Documenteur,Agnès Varda,France,1981.0,[纪录说谎家 Documenteur](https://movie.douban.com/subject/3699265/),1981,7.9,导演: 阿涅斯·瓦尔达; 类型: 剧情; 地区: 美国/法国,[Documenteur](https://www.imdb.com/title/tt0082275/), ,1981.0,7.0,65 min | Drama
213,eclipse,Eclipse Series 44,#,[Eclipse Series 44: Julien Duvivier in the Thirties](https://www.criterion.com/boxsets/1136-eclipse-series-44-julien-duvivier-in-the-thirties), , , ,**Eclipse Series 44: Julien Duvivier in the Thirties 1930年代的朱利恩·杜维威尔**, , , ,Eclipse Series 44: Julien Duvivier in the Thirties, , , , 
214,eclipse,Eclipse Series 44, ,David Golder,Julien Duvivier,France,1930.0,[大卫·格德尔 David Golder](https://movie.douban.com/subject/3026777/),1931, ,导演: 朱利安·杜维威尔; 类型: 剧情; 地区: 法国,[David Golder](https://www.imdb.com/title/tt0020814/), ,1931.0,7.0,86 min | Drama
215,eclipse,Eclipse Series 44, ,Poil de carotte,Julien Duvivier,France,1932.0,[红发男孩 Poil de carotte](https://movie.douban.com/subject/3287326/),1932, ,导演: 朱利安·杜维威尔 Julien Duvivier; 类型: 剧情; 地区: 法国,[Poil de carotte](https://www.imdb.com/title/tt0023345/), ,1932.0,7.5,91 min | Drama
216,eclipse,Eclipse Series 44, ,La tête d’un homme,Julien Duvivier,France,1933.0,[男人的头颅 La tête d'un homme](https://movie.douban.com/subject/3012961/),1933, ,导演: 朱利安·杜维威尔; 类型: 剧情; 地区: 法国,[A Man's Head](https://www.imdb.com/title/tt0024710/),La tête d'un homme,1933.0,7.1,"90 min | Crime, Mystery, Thriller"
217,eclipse,Eclipse Series 44, ,Un carnet de bal,Julien Duvivier,France,1937.0,[舞会名册 Un carnet de bal](https://movie.douban.com/subject/1470830/),1937,7.1,导演: 朱利安·杜维威尔 Julien Duvivier; 类型: 剧情; 地区: 法国,[Christine](https://www.imdb.com/title/tt0029706/),Un carnet de bal,1937.0,7.4,144 min | Drama
218,eclipse,Eclipse Series 45,#,[Eclipse Series 45: Claude Autant-Lara—Four Romantic Escapes from Occupied France](https://www.criterion.com/boxsets/1295-eclipse-series-45-claude-autant-larafour-romantic-escapes-from-occupied-france), , , ,**Eclipse Series 45: 克洛德·奥当-拉哈：从被占领法国的四次浪漫逃亡**, , , ,Eclipse Series 45: Claude Autant-Lara—Four Romantic Escapes from Occupied France, , , , 
219,eclipse,Eclipse Series 45, ,Le mariage de Chiffon,Claude Autant-Lara,France,1942.0,[雪纺婚礼 Le mariage de Chiffon](https://movie.douban.com/subject/25979415/),1942, ,导演: 克洛德·奥当-拉哈; 类型: 喜剧; 地区: 法国,[Le mariage de Chiffon](https://www.imdb.com/title/tt0035039/), ,1942.0,6.4,Not Rated | 103 min | Comedy
220,eclipse,Eclipse Series 45, ,Lettres d’amour,Claude Autant-Lara,France,1942.0,[情书 Lettres d'amour](https://movie.douban.com/subject/25978155/),1942, ,导演: 克洛德·奥当-拉哈; 类型: 剧情; 地区: 法国,[Lettres d'amour](https://www.imdb.com/title/tt0154767/), ,1942.0,6.7,Not Rated | 110 min | Drama
221,eclipse,Eclipse Series 45, ,Douce,Claude Autant-Lara,France,1943.0,[杜丝 Douce](https://movie.douban.com/subject/1924478/),1943, ,导演: 克洛德·奥当-拉哈; 类型: 剧情; 地区: 法国,[Douce](https://www.imdb.com/title/tt0035823/), ,1943.0,7.1,Not Rated | 90 min | Drama
222,eclipse,Eclipse Series 45, ,Sylvie et le fantôme,Claude Autant-Lara,France,1946.0,[西尔维与幽灵 Sylvie et le fantôme](https://movie.douban.com/subject/1924487/),1946, ,导演: 克洛德·奥当-拉哈; 类型: 喜剧; 地区: 法国,[Sylvie et le fantôme](https://www.imdb.com/title/tt0038146/), ,1946.0,6.9,"Unrated | 97 min | Comedy, Fantasy, Romance"
223,eclipse,Eclipse Series 46,#,[Eclipse Series 46: Ingrid Bergman’s Swedish Years](https://www.criterion.com/boxsets/1315-eclipse-series-46-ingrid-bergmans-swedish-years), , , ,**Eclipse Series 46: 英格丽·褒曼的瑞典岁月**, , , ,Eclipse Series 46: Ingrid Bergman’s Swedish Years, , , , 
224,eclipse,Eclipse Series 46, ,The Count of the Old Town,Edvin Adolphson and Sigurd Wallén,Sweden,1935.0,[门克布洛的伯爵 Munkbrogreven](https://movie.douban.com/subject/1294205/),1935, ,导演: 埃德温·阿道夫森; 类型: 喜剧; 地区: 瑞典,[The Count of the Old Town](https://www.imdb.com/title/tt0026737/),Munkbrogreven,1935.0,6.0,"Not Rated | 83 min | Comedy, Romance"
225,eclipse,Eclipse Series 46, ,Walpurgis Night,Gustaf Edgren,Sweden,1935.0,[沃普尔吉斯之夜 Valborgsmässoafton](https://movie.douban.com/subject/3250826/),1935, ,导演: 古斯塔夫·埃德格伦; 类型: 剧情; 地区: 瑞典,[Walpurgis Night](https://www.imdb.com/title/tt0027164/),Valborgsmässoafton,1935.0,6.0,"Not Rated | 75 min | Drama, Romance"
226,eclipse,Eclipse Series 46, ,Intermezzo,Gustaf Molander,Sweden,1936.0,[寒夜琴挑 Intermezzo](https://movie.douban.com/subject/1302954/),1936,7.5,导演: 古斯塔夫·莫兰德; 类型: 剧情; 地区: 瑞典,[Intermezzo](https://www.imdb.com/title/tt0027796/), ,1936.0,6.5,"Approved | 86 min | Drama, Romance"
227,eclipse,Eclipse Series 46, ,Dollar,Gustaf Molander,Sweden,1938.0,[金元 Dollar](https://movie.douban.com/subject/3657425/),1938, ,导演: 古斯塔夫·莫兰德; 类型: 喜剧; 地区: 瑞典,[Dollar](https://www.imdb.com/title/tt0030066/), ,1938.0,5.7,Unrated | 78 min | Comedy
228,eclipse,Eclipse Series 46, ,A Woman’s Face,Gustaf Molander,Sweden,1938.0,[女人的面孔 En kvinnas ansikte](https://movie.douban.com/subject/1294741/),1938,7.3,导演: 古斯塔夫·莫兰德; 类型: 剧情; 地区: 瑞典,[A Woman's Face](https://www.imdb.com/title/tt0030337/),En kvinnas ansikte,1938.0,7.1,Unrated | 100 min | Drama
229,eclipse,Eclipse Series 46, ,June Night,Per Lindberg,Sweden,1940.0,[六月之夜 Juninatten](https://movie.douban.com/subject/1292954/),1940,6.5,导演: 佩·林德伯格; 类型: 剧情; 地区: 瑞典,[June Night](https://www.imdb.com/title/tt0032655/),Juninatten,1940.0,6.1,TV-PG | 88 min | Drama
